"","sentence_text_new"
"390","A reduction in fuel consumption. All political parties accept that long-term increases in petrol prices are not only environmentally necessary but aunavoidable."
"391","We will phase these in gradually by applying our Energy Tax to petrol, while at the same time graduating Vehicle Excise Duty and Car Tax according to fuel efficiency - so that the most efficient vehicles pay least."
"392","These price increases will not be brought in unless and untli compensation schemes for individuals and rural communities which have no alternative to the use of cars are ready to be introduced."
"393","We will scrap the remaining tax breaks for company cars and apply tougher limits to permitted emissions."
"394","Assisting people in rural areas by making concessionary fares on local public transport widely available."
"395","We will encourage the use of village minibuses, 'post and passenger' buses and taxi services."
"396","People who have no alternatives to private cars will be helped by our plans to graduate Vehicle Excise Duty and by specific target measures to help isolated communities."
"398","Action against traffic congestion in urban areas. We will encourage local authorities to introduce peak-hour bans on cars, traffic calming measures, car-sharing schemes and further pedestrianisation."
"399","We will introduce a variety of road-pricing schemes, in which motorists pay a premium to use highly congested roads at busy times of the day."
"401","New priorities for road building. We will approve major motorway or trunk road investments only where it can be demonstrated that alternative transport provision cannot meet the needs at lower economic and environmental cost."
"402","Essentially new roads and improvements will still proceed, but the creation of a 'level playing field' in decision-making between rail and road will ensure some switch of passenger and freight transport to the railways."
"403","The expansion of airports outside the South East, while at the same time freezing further development at Heathrow, Gatwick and Stansted."
"405","Reversing the decline in the Merchant Fleet. For economic and defence reasons, we will boost British shipping and promote recruitment and training for the Merchant Navy."
"407","Environmental planning policies. We will introduce planning policies which will encourage the building of homes near workplaces, leisure facilities, shops and other services."
"408","Where this is not possible, public transport routes must be easily accessible."
"409","We will encourage the use of information technology to decentralise work."
"411","Building a Sustainable Economy. Liberal Democrats aim to build an economy which is not only competitive and enterprising but also environmentally sustainable, leaving future generations a wealth inheritance - of knowledge, technology, capital and environmental assets - at least as great as that inherited by the current generation."
"412","Our proposals are: A better method of measuring economic progress."
"413","The conventional target of growth in GDP is apoor indicator of progress."
"414","We will modify GDP by incorporating measurements of pollution and resource depletion to create a figure for sustainable national income."
"415","We will also use indicators of social and personal quality of life such as changes to life expectancy, literacy rates and educational attainments to give a better measure of progress."
"416","The Prime Minister will present an annual report on changes in these indicators to Parliament."
"417","A system of environmental incentives and penalties."
"418","We will make available, grants and subsidies for environmentally friendly activities, such as home insulation, and to help individuals and industry adjust to our new stricter standards for pollution control. "
"419","We will penalise activities which harm the environment or deplete stocks of raw materials through taxation, so that prices reflect the damage they do."
"420","Our new Energy Tax is this manifesto's key proposal in this area."
"421","The revenue raised will be used to reduce other taxes such as VAT."
"422","Enable consumers to identify and choose sustainable products."
"423","We will introduce new product labels, showing information such as energy consumption during use and the environmental impact of the production process."
"424","We will introduce strict standards of life expectancy for consumer durables and encourage deposit-refund schemes."
"425","We will improve recycling and waste-disposal systems."
"426","We will encourage environmental audits for companies, showing the environmental impact of their activities."
"428","Reviving Rural Communities. Our policy for the coutnryside aims both to protect Britain's natural environment and to recreate success in one of Britain's greatest industries, agriculture."
"429","The farming industry is passing through a period of profound change"
"430"," most farmers recognise that the industry must achieve a better balance with the market and the environment."
"431","We will help this transition by: Working for fundamental reform of the Common Agricultural Policy."
"432","We want to ease the adjustment from the present price support mechanism towards market prices and direct support aimed at assisting the farming industry in transition and at environmental and social goals."
"433","These will be funded by savings made out of the present intervention mechanisms of the CAP."
"434","New incentive payments for environmental objectives, in particular for extensifying food production (using land less intensively), and reduced-input and organic farming."
"435","Countryside Management Agreements, described above, will be a key feature in this shift of CAP resources from price support to environmental goals."
"436","Reformed systems of direct support, aimed in particular at helping family farms and crofts."
"437","Introducing renewable limited-term tenancies for agricultural land, encouraging new entrants to farming."
"438","We will encourage local councils to continue to provide smallholdings and to introduce part-time holdings for new entrants."
"440","Expanding Forestry. We support the long-term aim of doubling the area of the UK under forestry, but this must include a higher proportion of broad-leafed hardwoods."
"441","We oppose the privatisation of the Forestry Commission."
"442","We will create more community forests near large towns."
"444","Encouraging fishing and fish farming. We will improve the Government's decommissioning proposals and appraise, with the industry, effective technical conservation measures."
"445","We should move towards fisheries licensing and management on a more regional basis to help traditional fishing communities and protect those who fish sustainably, such as mackerel handliners."
"446","We will transfer full planning responsibility for fish farming to local authorities, and we will increase research into the environmental aspects of fish farming and diversification."
"447","We will work with the EC to counter the dumping of stocks into the Community."
"449","The extension of Rural Development Agencies. These will be responsible for coordinating development and diversification, in partnership with local authorities, the private and voluntary sectors and local communities."
"451","Tougher action on food safety. We will transfer responsibility for food standards from the Ministry of Agriculture to a new Food and Drugs Commission."
"452","We will bring in much tighter labelling requirements for all foods, and make funding available for food research and scientific establishments."
"453","We will improve consumer representation on government advisory committees."
"455","Britain's Skills: Excellence for All. Britain's citizens are our greatest asset."
"456","Liberal Democrats will invest in people to enable every individual to fulfil their potential, and, in so doing, build the nation's economic and social strength."
"457","We aim to create a first-class education system for all, not just by providing adequate publid funding, but also through reforms which increase choice and opportunities for each citizen."
"458","Liberal Democrats start from the belief that every individual, whatever their age, sex, background or ability, possesses a unique potential and a valuable contribution to offer society."
"459","Our target is excellence for all."
"460","This requires more relevant courses, higher standards and improved provision."
"461","Excellence also has a cost."
"462","We will guarantee that Liberal Democrats will increase investment in education by GBP 2 billion in the first year, even though this will require an extra penny in the pound on income tax."
"463","Our priorities for investment are preschool education, education and training for 16-19 year olds, and adult education."
"465","Aiming High: Raising Standards. Our aim is simple - to give Britain a world-class education system, in which high quality is key, by the year 200."
"466","We will: Create the framework for high standards by establishing a single Department of Education and Trainig with oversight of all education and training."
"467","We will set up a National Qualification Council to coordinate a single system of academic vocational courses for 14-19 year olds, and a new Higher Education Standards Council to monitor quality in higher education."
"468","Improve inspections."
"469","We will ensure that afully independent HM Inspectorate of Education and Training, properly staffed and funded, reports on the entire range of public and private provisino from preschool education to universities."
"470","Local inspectors of schools will be answerable to the Inspectorate, which will also have a new role as Education Ombudsman."
"471","We will carry out a School Buildings Audit alongside the regular four-yearly local school inspection, to assess the physical state of schools and equipment."
"472","We will reinstate the buildings standards suspended in 1989."
"473","Support teachers."
"474","We will set up a statutory General Teaching Council to improve professional qualifications and set standards for teacher training and retraining."
"475","We will improve provision for in-service training and career breaks for women teachers with children."
"476","We supported the introduction of the Teacher's Pay Review Body and believe it will ensure that teachers are properly rewarded."
"478","Puting Education at the Heart of the Community. Liberal Democrats pioneered Local Management of Schools."
"479","Now we aim to increase further the day-to-day independence of schools and colleges within a democratically accountable framework of local education authorities."
"480","This includes: A new independence for schools and further education colleges."
"481","We will give schools increased administrative support in return for the wider opening of their facilities to the local community."
"482","We will fully fund individual teacher costs."
"483","We will encourage every school to enhance its character, ethos and areas of special interest within a more flexible National Curriculum framework."
"484","Within this context of greater freedom for all schools, we will end the two-tier system created by Grant Maintained Schools and City Technology Colleges by returning them to the strategic planning framework of the local education authority."
"485","Strategic responsibility for adult and further education will remain with the LEA."
"486","LEA representatives on school governing bodies will reflect fairly the poltiical balance of the authority."
"488","A new role for local democracy. We will require LEAs to guarantee a suitable place, with proper support, for every child in education and training up to the age of 19."
"489","This will include responsibility for ensuring that schools and colleges meet the highest standards of academic performance, discipline and behaviour, and for providing special services for schools, such as peripatetic music, language development, or behaviour support."
"490","Published information about schools and colleges will recognise achievement on the basis of 'educational value added' - progress made by pupils - rather than crude 'league tables' of results."
"492","Independent schools. We recognise the contribution to excellence which the best of these schools make, and the right of those who wish to pay for private education to do so, but this should not be subsidised from public resources."
"493","We will phase out the Assisted Places Scheme without affecting those already in it, and restore the money saved to state schools."
"494","We will review the charitable status of independent schools with the intention of ensuring that the benefits of charitable status are only awarded to those institutions that make a genuine contribution to the wider community."
"496","Opening Schools to the Community. Schools should be seen as a valuable resource, not just for their pupils but for the communities around them."
"497","Access to their libraries, computers, meeting rooms, sports halls, playing fields and swimming pools could make a big contribution to community life."
"498","We will encourage all schools to open up these facilities to local people in the evenings, at weekends and in school holidays."
"499","Some of our proposed expansion of adult education will be organised in this way."
"500","Local authorities - particularly community councils where they exist - will help to provide the administrative support needed to manage such open access."
"502","Educating the Individual. Liberal Democrats will ensure that every individual can receive high-quality education and training throughout their life from before school to retirement."
"503","But the current system places too little emphasis on vocational achievements."
"504","We will: Guarantee preschool education for every child."
"505","We will guarantee every child access to two years' preschool education with a choice of preschool provision."
"506","Introduce a National Record of Achievement."
"507","We will ensure that every pupil has a National Record of Achievement so that progress is properly documented and shared between paretns and schools."
"508","Supplemented by individual diagnostic testing, this will replace the current Standard Assessment Tasks in order to raise standards."
"509","Reduce class sizes."
"510","We aim to reduce maximum class sizes so that no registration class in the coutnry need have more than 30 pupils."
"511","Reward academic and vocational achievements."
"512","our new National Qualifications Council will develop a modular, credit-based course and examination structure for the 14-19 age group, covering both vocational and academic courses."
"513","This will build on a simpler, more flexible National Curriculum and a revised and extended system of National Curriculum levels."
"514","Pupils from the age of 14 will study a balanced curriculum around a core of maths, English, science and a foreign language, adding specialisms in academic, vocational or technical courses, some delivered by employers in the workplace."
"515","We will ensure that all 14-19 year olds have a personal tutor and careers advice, helping them build the foundations for personal fulfilment and success."
"516","Broaden post-16 education."
"517","We will give all 16-19 year olds in work the equivalent of at least two days a week education or training."
"518","Courses will be selected by both the employer and the individual and will be accredited as part of our new 14-19 system."
"519","Those studying full time will study up to three major and two subsidiary subjects, adding work experience, parenting and citizenship to build a baccalaureate-style programme."
"520","Improve Special Educational Needs provision."
"521","We will give every LEA a separate Special Educational Needs service with its own budget for which schools will bid for funding."
"522","We will require schools to prepare, for every child with special needs who is not currently covered, an indicative statement to identify needs, set targets and report progress."
"523","The service will be monitored by specialists in the local inspection team and in HMI."
"524","Enable education for life."
"525","We will give every citizen an entitlement to a period of retraining or education at a time of their choice during their adult lives, based on distance learning costs."
"526","We will start by giving this guarantee to those groups most in need, including the long-term unemployed and single parents."
"527","We will guarantee that Liberal Democrats will incrase investment in education by GBP 2 billion in the first year."
"528","Our priorities for investment are preschool education, education and training for 16-19 year olds and adult education."
"530","Opening the Doors to Higher Education. Britain's higher education system still provides excellent standards of education, but does so for too few people."
"531","Liberal Democrats aim to increase both participation and flexibility in studying for degrees, because not all students want to follow traditional three-year courses."
"532","We will: Increase the number of students in higher education to two millino by the year 2000."
"533","As well as more young people, we will particularly encourage the participation of women, people from minority ethnic and poorer backgrounds, and people with disabilities."
"534","Increase flexibility in courses."
"535","We will introduce a credit-based system, enabling students to achieve a diploma after the equivalent of two years, with the option of a further one or two years' study leading to a degree."
"536","We will make financial assistance available for part-time study."
"537","Open up new opportunities for study."
"538","We will develop distance learning opportunities and extend the franchising of higher education courses so that courses can start at local colleges - helping people who wish or need to study from home."
"539","Fund students properly."
"540","We will abolish student loans and restore student entitlement to housing benefit and income support."
"541","As our plans for the reform of tax and benefits are implemented, we will establish a Student Income Entitlement and a Student Allowance to which all students, both full- and part-time, will be eligible."
"542","Guarantee Quality."
"543","Our new Higher Education Standards Council will ensure that as numbers rise, quality does not suffer."
"544","We will establish a proper career structure for research fellows and set up a Pay Review Body for academic and non-academic staff to halt the brain drain."
"545","Invest in research."
"546","We will immediately increase the science budget to 0.35% of GDP, and raise it steadily thereafter."
"547","We will establish a new Humanities Research Council."
"549","4.Britain's People: Healthier, Safer and Better Housed. Liberal Democrats will invest in local services to enable communities to thrive."
"550","Our aim is to ensure that individuals of all backgrounds and means can live free of the fear of sickness, poverty and crime."
"551","The steps we outline in this paper are necessary to create a fair, democratic and prosperous society, in which individuals are able to make their voice heard and develop their talents and skills to the full."
"552","But we believe that people can realise their potential best not as isolated individuals, but as members of thriving and responsible communities."
"553","We will invest in the network of community services - health, housing, crime prevention, social security, arts ans sports - to improve quality, choice and opportunity for everyone."
"555","Guaranteeing High-Quality Health Care. Liberal Democrats remain steadfastly committed to the original aims of the HHS: to enable everyone to live free of the fear of illness, injury and disability"
"556"," to provide health care free at the point of delivery and regardless of ability to pay."
"557","The Government's 'reforms' mean that patients are made to follow the money"
"558"," under our proposals, money will follow the patients."
"559","We especially oppose the two-tier Health Service which the Government is creating."
"560","Our priorities are: A decent level of health service funding, including an annual real increase to match the costs of new technology and the growing number of elderly people."
"561","We will start to replace the underfunding suffered by the Health Service under the Conservatives, invest more in renovating and constructing new health service buildings, and increase spending in the priority areas listed below."
"562","We will abolish tax relief for private health insurance, whilst protecting the rights of existing policy-holders."
"563","Health promotion - keeping people healthy, and treating the root causes of ill health."
"564","We will provide resources for preventative medicine, health education and occupational health, invest in screening programmes for the prevention of disease, tackle the problems of drug abuse, ban tobacco promotion, remove charges for eye tests and dental checkups, and both freeze and extend exemptions from prescription charges."
"565","We will increase resources for primary care."
"566","We will restore a comprehensive dental screening service in schools and improve the dentists' NHS contract."
"567","We will require all government departments to take account of the impact on health of their decisions - of crucial importance in areas such as industrial investment, housing, social security and environmental protection."
"568","Real choice in health care."
"569","We will introduce an effeict Patient's Charter, including rights to hospital treatment within a specified time, a choice of GP, guaranteed access to health records, and a comprehensive no-fault compensation scheme."
"570","We will require health authorities to publish a Charter of Services, defining basic entitlements, and provide redress where these are not satisfied."
"571","We will establish a new National Inspectorate for Health to guarantee a quality service."
"572","Better health care for women."
"573","We will ensure access to clinics providing health promotion, counselling, family planning and screening services, particularly for cervical and breast cancer, and advice on maternity and child care."
"574","We will increase the availability both of treatment by women health professionals and of home birth."
"575","High-quality community care, available through voluntary, private and local authority services to people unable to care for themselves."
"576","We will give users control over the options for care and provide services in a way which guarantees individuals maximum independence while retaining existing community links."
"577","We will provide bridging finance for local authorities for the transition to the new legislative arrangements on community care."
"578","Investment in NHS staff, including in-service training, especially in areas of significant shortage and changing roles."
"579","We will reform medical staffing and training to replace the consultant-led hierarchy with teams of accredited specialists."
"580","A health service for all."
"581","We will ensure that the asseessment of health-care needs and the strategic planning of all services are the responsibility of democratically accountable health authorities."
"582","We will replace the so-called 'internal market' with service agreements between authorities and hospitals and other health units."
"583","We will replace GP fundholding with a system which guarantees GPs freedom to refer patients outside the service agreements negotiated by health authorities."
"584","We will create a common structure of Local Management of Hospitals and community units, ending the ability of NHS Trusts to dispose of their capital assets, to set their own terms and conditions of service for staff, and to withdraw from local planning of health services."
"586","Providing Good Housing. Decent, affordable and safe housing is vital to personal happiness and family life."
"587","We will encourage home ownership, but we recognise that the housing market has been distored by mortgage tax relief, and we believe that choice in housing means providing more rented accommodation in both public and private sectors."
"588","We will: Introduce housing cost relief weighted towards those most in need and available to house buyers and renters."
"589","This will replace mortgage tax relief for future home buyers, which often helps most those who need it least, and cause enormous distortions in the savings and housing markets."
"590","People holding mortgages will be protected: they will have the choice of moving to housing cost relief or continuing to receive mortgage interest tax relief."
"591","Boost house building and renovation."
"592","We will relax controls on local authority capital receipts, especially for new council building, for houses built in cooperation with housing associations, and for renovation and repair work."
"593","We recognise that the urgent need for homes can only be met by mobalising both private investment and public spending."
"594","We will therefore create a new Partnership Housing sector to ensure high-quality affordable rented housing."
"595","Improve tenant's rights to better standards of repair and maintenance in the public and private sectors."
"596","We will encourage councils to create more tenants' cooperatives."
"597","We will retain the right of council tenants to opt for a change of landlord, but only after a fair ballot."
"598","Take urgent action on homelessness."
"599","We will pay income support to claimants in advance and assist with initial deposits, extend the duty of local authorities to provide accommodation for 16-18 year olds, and encourage councils to assist each other with housing needs."
"600","We will fund the provision of short-term rented housing to reduce the use of bed and breakfast accommodation."
"601","We will legislate to bring into use dwellings left empty without reasonable cause for more than a year."
"602","Adopt new environmental standards for all buildings, commercial and domestic."
"603","We will introduce a requirement for energy audits on all new buildings as a pre-condition of grants for home insulation, solar heating and other energy-saving measures."
"604","Homes which meet the new standards will be exempt from stamp duty on house purchase."
"605","We will encourage shared combined heat and power schemes, and encourage those planning new houses to take into account the scope for passive solar heating."
"607","Home Energy Efficiency Discount. Saving energy in the home makes good environmental sense, and will save money on electricity and gas bills."
"608","We will make houses which meet high standards of energy efficiency exempt from the first GBP 1000 of stamp duty when they are sold."
"609","Their energy standard will be assessed by an energy audit carried out by the local authority's energy efficiency unit."
"610","If a home does not meet the minimum standard, the owner will be able to claim back all money spent within the first year after purchase on raising it to that level, though, for example, home insulation, up to the amount of stampt duty they paid when they bought the property (up to a maximum of GBP 1000)."
"611","This will help to cut pollution and save energy and give a valuable boost to the housing market."
"613","Protecting the Community. Over the past ten years recorded crime has risen faster than at any time in our history."
"614","Meanwhile, prison conditions have deteriorated and the public has lost confidence in the criminal justice system."
"615","Liberal Democrats will reverse this trend by: Creating safe and secure communities."
"616","We will give local authorities the powers to develop comprehensive community crime prevention programmes, improve services to victims and encourage Neighbourhood Watch and Safer City Programmes."
"617","We will pay special attention to the underlying social problems in high-crime areas, particularly to prevent young people drifing into crime."
"618","Putting more policy officers on the beat."
"619","We will redeploy police resources in order to increase police presence in local communities and establish local neighbourhood offices."
"620","We will decentralise budgetary control to police subdivisions."
"621","We will encourage recruitment campaigns and training for promotional to increase the number of women and ethnic minority officers in the police force and especially in the higher ranks."
"622","Multicultural and anti-racism training will also increase confidence in the police among minority ethnic communities."
"623","We will support the creation by the policy of new Racial Attacks Squads to monitor and coordinate action against racially-motivated attacks."
"624","Reforming the criminal justice system."
"625","We will establish a Ministry for Justice, merging the relevant functions of the Home Office and Lord Chancellor's Department."
"626","We will create the post of Public Defender, equivalent in status to the DPP and responsible for investigating alleged miscarriages of justice."
"627","We will extend legal aid, ensuring that justice is more widely available."
"628","We will encourage 'restorative justice', in which mediation between victims and offenders provides reparations for those who suffer from crime."
"629","Radically reforming conditions inside prisons, reducing overcrowding, improving prison officers' morale and punishing offenders where possible within the community."
"630","We will create women's units in prisons where feasible."
"631","We will extend the rights and responsibilities of prisoners along the lines recommended by the Woolf Report, and create the post of Prison Ombudsman."
"632","Amend the provision of the Asylum Bill."
"633","We will introduce improved welfare and legal rights for genuine asylum seekers and establish substantive rights of appeal."
"635","Ensuring a Decent Income for All. The tax and social security systems are long overdue for reform."
"636","Our objectives are to simplify and integrate the two systems, to mount a determined assault on poverty and dependence, and to protect our citizens from want."
"637","We will work towards the eventual creation of a new 'Citizen's Income', payable to all irrespective of sex or status."
"638","For pensioners, the Citizen's Income will be well above the present pension, and for everyone else it will be about GBP 12.80 a week (at present prices)."
"639","Unpaid work will at last be recognised as valuable."
"640","Women caring in the home, for example, will receive an independent income from the state for the first time."
"641","The Citizen's Income will be buttressed by a single benefit for those in need, unifying income support and family credit, with supplements for people with disabilities and for child-care support."
"642","These reforms will ensure that every citizen is guaranteed a decent minimum income, whether or not they are in employment."
"643","Our immediate priorities, which will act as steps towards the Citizen's Income, include: Immediate improvements in benefits."
"644","We will increase Child Benefit by GBP 1 per week for each child."
"645","Income support for under-25s will be paid at the full rate, an increase of GBP 8.50 per week."
"646","We will break to 16 and 17 year olds the right to claim income support."
"647","We will end immediately the minimum poll tax level of 20%, prior to the abolition of the tax itself."
"648","We will reform the Social Fund, removing its cash limit and converting most loans into grants."
"649","Increasing the basic state pension immediately by GBP 5 a week for single pensioners, and by GBP 8 a week for married couples."
"650","This higher basic pension will be paid to every pensioner, regardless of their contributory record, to end the indignity of means testing."
"651","After the initial increase, we will uprate the basic pension every year in line with average earnings."
"652","This will be paid by abolishing SERPS, which does not help the poorest pensioners."
"653","People who have already built up SERPS entitlements will of course still receive their SERPS pension."
"654","Protecting the rights of members of occupational pension schemes."
"655","We will provide a statutory framework of protection, including employee representation on occupational pension trusts."
"656","Creating a comprehensive disability income scheme to give peope with disabilities real financial freedom."
"657","We will increase Invalidity Benefit by 15%, extend mobility allowance and base payments on medical records rather than National Insurance contributions."
"658","In the longer term we aim to reimburse individuals in full for the additional costs of their disability."
"659","Creating a Carer's Benefit for the many individuals who forgo normal earnings to look after elderly or disabled relatives."
"660","We will convert Invalid Care Allowance into a Carer's Benefit, increasing its value by an immediate 15%, indexing its future level to earnings and altering the entitlement rules to enable that people will still be eliglble even if the caring starts after the carer reaches pensionable age."
"661","Further improvements in benefits."
"662","We will, over the lifetime of a Parliament, phase out the differential in child benefit between the first child and subsequent children"
"663"," reintroduce death and maternity grants"
"664"," increase the family premium for income support and family credit, and reform the system of cold-weather payments."
"665","Unifying income tax and employees' National Insurance contributions so that the two taxes are collected and administered together and paid on the same income, whether from earnings, investments, capital gains or perks."
"666","Making the investment needed to end the recession, using the money borrowed by Conservatives to pay for their pre-election tax cuts."
"667","We will also raise the basic rate of income tax by one penny in the pound to pay for the improvements essential to education."
"668","Our new tax rates will be as follows: About 80% of tax payers will pay 26% income tax plus 9% from National Insurance (a combined rate of 35%)."
"669","On earnings above GBP 33,000, a combined rate of 42% will apply."
"670","On earnings above GBP 50,000 a combined rate of 50% will be paid."
"671","Pensioners and ordinary savers will not pay the 9% National Insurance element on their incomes."
"672","Special provisions will also ensure that those on modest incomes most of which comes from investments, such as people who have been made redundant, do not pay this 9%, on their savings."
"674","A Citizen's Pension. At present many people do not receive the full basic state pension."
"675","If they have not paid enough tax because they have not earned enough during their working lives, people have to rely on means-tested benefits when they retire."
"676","Women in particular are badly affected, because they tend to have the lowest paid jobs and to spend several years looking after children."
"677","Liberal Democrats believe that a pension should be a right for everyone."
"678","We will ensure that the basic state pension is paid as of right and end means testing for our poorest senior citizens."
"679","We will introduce Housing Cost Relief, weighted towards those in need and available to house buyers and renters."
"680","People holding mortgages will have the choice of moving to housing cost relief or continuing to receive mortgage interest tax relief."
"682","Widening Horizons: Investing in the Arts. The arts benefit in two ways."
"683","First, access to the arts is intrinsic to a high quality of life."
"684","Second, the cultural sector - the arts, crafts, design, and audiovisual industries - make as great a net contribution to the economy as does the oil industry."
"685","We will: Create a new Ministry of Arts and Communications headed by a minister in the Cabinet."
"686","Liberal Democrats will raise investment in the arts to the EC average over five years."
"687","Reform and decentralise arts funding and organisation."
"688","We will decentralise many of the responsibilities of the Arts Council, increasing the roles of Regional Arts Boards and local authorities."
"689","Strengthen links between the arts and education."
"690","We will enhance practical arts teaching and library provisino in schools and extend the provision of adult education for the arts and crafts."
"691","We will restore funding for public libraries to 1980 levels."
"692","We will abolish museum charges for school parties."
"693","Transfer responsibility for broadcasting to the new Ministry."
"694","The BBC is a major patron of the arts, and broadcasting and to guarantee political independence."
"695","These interests will also be reflected in the impending review of the BBC's Charter, and our plans for cable television."
"696","Encourage participation within Europe - including in particular cooperation in the film industry, inprotecting and enhancing our common heritage and in expanding opportunities for young artists of all kinds."
"698","Encouraging a Fit, Active and Healthy Society. Sport is important for the economic, social and health benefits which it can bring and for its ability to enhance community identity."
"699","Liberal Democrats will: Create a UK Sports Commission to provide a voice for participants, spectators, and administrators."
"700","State Sports Councils will continue to receive their core funds from government but the Commission will raise and distribute additional resources for the promotion of the participation and excellence."
"701","Encourage sport across the community."
"702","We will encourage school to invest in sports facilities and open them up to sports clubs and share facilities and coaching resources with local schools."
"703","We will encourage local authorities to transform football grounds into multi-sport venues."
"704","Encourage individual and corporate sponsorship, review the role of the Foundation for Arts and Sport and reconsider the Conservatives' hasty proposal for a national lottery."
"705","Maintain Britain's leading role in the fight against drug abuse in sport, ensuring adequate funding for testing programmes and education campaigns directed at participants."
"706","Enhance safety in the provision of sports grounds."
"707","We will put the safety of spectators first in any legislation and make standards mandatory."
"708","We will take into account the size of grounds when setting safety standards."
"709","We will raise revenue for investment in safety by increasing levies on football pools and betting."
"710","We will require local authorities to include sports spectators on ground safety committees."
"712","Guaranteeing Equal Opportunities. A forward-looking society places an equal value on the contribution of all its citizens - and benefits from the participation of all."
"713","Yet in today's Britain many groups of individuals are systematically discriminated against by a society which fails to recognise their right to equality of opportunity."
"714","Liberal Democrats will: Fight discrimination by incorporating the European Convention on Human Rights into UK law and then extending it into a full UK Bill of Rights."
"715","This will reinforce existing protection in British courts against discrimination on the grounds of sex, race, age, disability, religion or secual orientation."
"716","We will set up a Commission on Human Rights to assist individuals to take legal action in cases of discrimination or other breaches of the rights guaranteed in the Convention."
"717","Strengthen the rights of women."
"718","We will guarantee equal pay for work of equal value"
"719"," require public authorities and private contractors holding public contracts to be equal-opportunity employers and improve child-care support and facilities."
"720","Proportional representation for elections and modernising Parliamentary procedures will help to end the discrimination against women on elected bodies and in government at European, national and local levels."
"721","Extend the opportunities of young people."
"722","We will entrench young people's rights of representation on organisations which affect their lives and well-being such as college governing bodies."
"723","We will place a statutory obligation on local authorities to provide a comprehensive youth service in partnership with the voluntary sector, and we will invest in leisure and recreation facilities."
"724","Young people will have the right to confidential medical advice and treatment."
"725","Make old age a time of opportunity."
"726","We will introduce a flexible 'decade of retirement' for men and women, in which people may choose to retire and take a state pension at any time between ages 60 and 70 (the value of the pension increasing with the age of retirement)."
"727","We will increase choice for elderly and retired people by encouraging openings in voluntary and part-time work, and widening the availability of education, the arts and recreational facilities."
"728","Protect the rights of ethnic minorities."
"729","We will reinforce legislation to ensure equal opportunities for all, in housing, employment, education and training, especially in inner-city areas."
"730","PR will greatly increase the possibilities of participation in the political process."
"731","We will repeal the 1981 Nationality Act, reform immigration legislation to make it free from racial discrimination and restore the right of entry to British passport holders."
"732","We will push for the extension of EC race discrimination legislation and ensure that the rights of black and Asian British citizens are respected throughout the EC."
"733","We will encourage changes to the education system which place a positive value on a pluralist, diverse and multicultural society."
"734","Guarantee equal rights for gay men and lesbians through changes to criminal law, anti-discrimination legislation and police practices."
"735","We will repeal Section 28 of the 1988 Local Government Act."
"736","We will create a common age of consent regardless of gender or secual orientation."
"737","Work with people with disabilities and their organisations to draw up a charter of rights for people with disabilities."
"738","We will implement the 1986 Disabled Persons Act in full, giving priority to the development of advocacy schemes."
"739","We will fight discrimination by incorporating the European Convention on Human Rights into UK law and then extending it into a full UK Bill of Rights."
"741","5.Britain's Partners: European Partnership for the New Century. Liberal Democrats will take decisive steps towards a fully integrated, federal and democratic European Community."
"742","We believe that by sharing sovereignty and pooling power, Britain and its partners will be better able to achieve commoon goals for the economy, the environment, society and secuiryt than by acting alone."
"743","Our aim is to create a citizens' Europe in which power lies as close to the citizen as possible."
"745","Making Britain's European Presidency Work. Very few of the proposals that we have set out in the preceding sections will be successful unless Britain is prepared to work in partnership within the Community."
"746","Following Maastricht, yet again Britain risks being left behind while the rest of Europe moves on."
"747","Liberal Democrats want Britain to play a full role in creating a dynamic and democratic Europe."
"748","We will use Britain's six-month tenure of the Presidency of the Community's Council of Ministers to make a start on the real tasks that lie ahead: building a prosperous and integrated economy"
"749"," correcting the democratic deficit, making Europe work for its citizens, not its institutions"
"750"," widening the Community's membership"
"751"," and helping to create a peaceful and stable new world order."
"752","We cannot expect Britain to influence the direction the Community takes in the next decade unless it is a full and enthusiastic member."
"753","Our vision of the new Europe is of a federal community, where power is exercised at the lowest level consistent with good government."
"754","For us, federalism means decentralisation: passing powers down more than passing them up."
"755","The creation of Scottish, Welsh and English regional Parliaments therefore goes hand in hand with the promotion of more European cooperation and partnership, ensuring access to power for individuals and their communities right across Europe."
"757","Building a Citizen's Europe. January 1993 will bring the single market."
"758","Economic and monetary union will follow by the end of the decade."
"759","Yet the Community is still too much an organisation for businessmen and bureaucrats instead of citizens and communities."
"760","We want to mould Europe's future in the interests of Europe's people."
"761","Our priorities are: Economic and monetary union including the establishment of an independent European Central Bank and a single European currency."
"762","We will renounce the Conservatives' 'opt-out' clause and accept the timetalbe for EMU."
"763","Cooperation in research and innovation."
"764","We will encourage further collaboration within the EC on major scientific projects and the development of new technologies such as telecommunications, information technology and environmentally sustainable innovations."
"766","Action on the environment. Our environmental goals cannot be successfully achieved unless action is taken across the Community."
"767","The proposed European Environmental Agency must be established, a European energy policy drawn up and environmental subsidies and penalties applied Community-wide."
"768","An active regional and social policy."
"769","The single market and economic and monetary union will expose regions and firms to greater competition."
"770","This will be beneficial in the long run, but the EC must assist in the transitional period."
"771","We will renounce Britain's social chapter 'opt-out' and argue for a more flexible framework of social policy across the Community."
"772","The EC should set down minimum standards of health and safety and employee rights, leaving national governments and enterprises to decide how to meet them, subject ultimately to the judgement of the courts."
