"","sentence_text_new"
"391","Every secondary school an independent specialist school. We want all secondary schools to be independent specialist schools with a strong ethos, high-quality leadership, good discipline (including school uniforms), setting by ability and high-quality facilities as the norm."
"392","The way to achieve this is not a return to the 11-plus or a free-for-all on admissions policies."
"393","It is to ensure that independent specialist schools tailor education to the needs, interests and aptitudes of each pupil within a fair admissions system."
"394","There are over 2,000 specialist schools - schools which teach the entire national curriculum and also have a centre of excellence."
"395","Their results are improving faster than those of non-specialist schools."
"396","We want every secondary school to become a specialist school and existing specialist schools will be able to take on a second specialism."
"397","Over time all specialist schools will become extended schools, with full programmes of after-school activities."
"398","Every part of the country will benefit, over fifteen years, from the Building Schools for the Future programme."
"399","This is a once in a generation programme to equip the whole country with modern secondary education facilities, open five days a week, ten hours a day."
"400","Good schools will be able to expand their size and also their influence - by taking over less successful schools."
"401","We will develop a system to create rights for successful schools to establish sixth-form provision where there is pupil and parent demand, extending quality and choice for local students."
"402","Britain has a positive tradition of independent providers within the state system, including church and other faith schools."
"403","Where new educational providers can help boost standards and opportunities in a locality we will welcome them into the state system, subject to parental demand, fair funding and fair admissions."
"404","We strongly support the new Academies movement."
"405","Seventeen of these independent non-selective schools are now open within the state system"
"406"," their results are improving sharply, and 50 more are in the pipeline."
"407","Within the existing allocation of resources our aim is that at least 200 Academies will be established by 2010 in communities where low aspirations and low performance are entrenched."
"408","We will encourage more small schools and boarding schools as ways of helping the most disadvantaged children."
"409","We will make sure schools in deprived areas receive the resources they need."
"410","To enable all young people to enjoy the opportunities previously enjoyed by the few, we are developing a nationwide week-long summer residential programme for school students."
"411","We support partnership between the state and private sectors to bridge the unhealthy historic divide between the two."
"412","In a third term we will entrench high expectations for every child, provide the flexibility of provision to meet all needs and make parents tr ue partners as we aim for the highest ever school standards."
"414","Good discipline. Every pupil has the right to learn without disruption"
"415"," no teacher should be subject to abuse or disrespect."
"416","We have given head teachers the powers needed to maintain discipline and the highest standards of conduct."
"417","Violent behaviour, including the use of knives will not be tolerated."
"418","We are also working with schools and teacher organisations to implement a zero tolerance approach to lower-level disruption."
"419","The number of places in out-of-school units has almost doubled, and the quality of provision has been enhanced."
"420","We will give head teachers within each locality direct control of the budgets for out-of-school provision, so they can expand and improve it as needed."
"421","We will encourage more dedicated provision for disruptive and excluded pupils, including by charities and voluntary groups with expertise in this area, and no school will become a dumping ground for such pupils."
"422","Parents have a duty to get their children to attend school."
"423","We have introduced parenting orders and fines and will continue to advocate truancy sweeps."
"425","Special educational needs. Children with special educational needs require appropriate resources and support from trained staff."
"426","For some this will be in mainstream schools"
"427"," for others, it will be in special schools."
"428","Parents should have access to the special education appropriate for their child."
"429","It is the role of local authorities to make decisions on the shape of local provision, in consultation with local parents."
"431","No more dropping out at 16. The historic problems of our education system at 14-plus have been an academic track that has been too narrow and a vocational offer too weak."
"432","We are determined to raise the status and quality of vocational education."
"433","Beyond the age of 14, GCSEs and A-levels will be the foundation of the system in which high-quality vocational programmes will be available to every pupil."
"434","Designed in collaboration with employers, specialised diplomas will be established in key areas of the economy, leading to apprenticeships, to further and higher education and to jobs with training."
"435","We will review progress on the development of the 14-19 curriculum in 2008."
"436","We will not let economic disadvantage stand in the way of young people staying in education beyond the age of 16."
"437","We have rolled out Educational Maintenance Allowances, providing lower income students with a £30-a-week staying-on allowance."
"438","We believe that everyone up to the age of 19 should be learning, so we will expand sixth-form, college and apprenticeship places, and ensure that all 16to 19-year-olds in employment get access to training."
"439","We believe that every 16- to 19-year-old should have dedicated supervision and support, including in the further education sector."
"440","We will support sixth-form colleges and expect FE colleges to have dedicated centres for 16- to 19-year-olds."
"441","Further education is vital to vocational lifelong learning."
"442","Achieving a transformation of FE colleges requires both our increased investment and serious reform."
"443","Every FE college will develop a centre for vocational excellence, and we will establish new skills academies led by leading entrepreneurs and employers from the relevant skill sectors."
"444","Sir Andrew Foster's review will help shape the reform process."
"446","Children's Trusts. Ofsted reports show that local government is continuing to improve the vital services on which schools and families rely."
"447","Education and social services should collaborate to help youngsters, especially the most vulnerable, achieve their potential."
"448","Local government should be the champion of parents and high-quality provision, including special needs education, school transport, and other support services."
"449","We are reforming local education authorities to form Children's Trusts to provide seamless support to children and families and work in partnership with the private and voluntary sectors."
"451","World-class higher education, open to all. Universities are critical to Britain's future prosperity."
"452","We need a bigger, better higher education system."
"453","We are investing £1 billion more in the science base, and increasing public spending on higher education by 34 per cent in real terms."
"454","But graduates and employers must also play their part."
"455","Our funding reforms will generate £1 billion of extra funds by 2010"
"456"," the abolition of up-front fees and the creation of grants will help poorer students."
"457","A quarter of the income from the new student finance system will go to bursaries for students from poorer families."
"458","The maximum annual fee paid by students will not rise above £3,000 (uprated annually for inflation) during the next Parliament."
"459","As school standards rise we maintain our aim for 50 per cent of young people to go on to higher education by 2010."
"460","Two-year foundation degrees in vocational disciplines have a key part to play."
"461","PhD students are vital to universities and the nation's research base."
"462","The number of PhD students in the UK has risen by nearly 10,000 since 1997, and we are carrying through a 30 per cent increase in average PhD stipends to make doctoral research still more attractive to high-flyers."
"463","We will incentivise all universities to raise more charitable and private funding for student bursaries and endowments."
"465","The choice for 2010. Under their last government the Conservatives spent more on unemployment and debt interest than on education."
"466","Their priority now is to take at least £1 billion from state schools to subsidise private education for the privileged few."
"467","In addition they would allow a free-for-all in school admissions - including an extension of selection - for five- and 11-year-olds, cap the number of pupils who can succeed at GCSE and A-level, and reduce places in higher education."
"468","The choice for 2010 is forward with new Labour: pupils with quality and opportunity through the system from three to 18"
"469"," parents with the confidence that where there is no improvement there will be intervention"
"470"," teachers knowing that quality will be supported and rewarded"
"471"," and employers with a system that gets the basics right and provides the skills that industry needs."
"472","Or back with the Tories to an education system designed to look after the few but fail the many."
"475","Chapter 3 Crime and security: Safe communities, secure borders. Forward to neighbourhood policing, not back to rising crime. 1979-1997: Recorded crime had almost doubled."
"476","2005: Almost 13,000 more police officers 2010: A neighbourhood policing team in every community."
"477","Today, there is less chance of being a victim of crime than for more than 20 years."
"478","But our security is threatened by major organised crime"
"479"," volume crimes such as burglary and car theft, often linked to drug abuse"
"480"," fear of violent crime"
"481"," and anti-social behaviour."
"482","Each needs a very different approach."
"483","We are giving the police and local councils the power to tackle anti-social behaviour"
"484"," we will develop neighbourhood policing for every community and crack down on drug dealing and hard drug use to reduce volume crime"
"485"," we are modernising our asylum and immigration system"
"486"," and we will take the necessary measures to protect our country from international terrorism."
"488","The new Labour case. The modern world offers freedoms and opportunities unheralded a generation ago."
"489","But with new freedoms come new fears and threats to our security."
"490","Our progressive case is that to counter these threats we need strong communities built on mutual respect and the rule of law."
"491","We prize the liberty of the individual"
"492"," but that means protecting the law-abiding majority from the minority who abuse the system."
"493","We believe in being tough on crime and its causes so we will expand drugs testing and treatment, and tackle the conditions - from lack of youth provision to irresponsible drinking - that foster crime and anti-social behaviour."
"494","In a third term we will make the contract of rights and responsibilities an enduring foundation of community life."
"496","A neighbourhood policing team for every community. Overall crime as measured by the authoritative British Crime Survey is down 30 per cent - the equivalent of almost five million fewer crimes a year."
"497","Record numbers of police - almost 13,000 more than in 1997 - working with 4,600 new Community Support Officers (CSOs), local councils, and the Crown Prosecution Service deserve the credit."
"498","But local people want a more visible police presence and a role in setting local police priorities."
"499","So our pledge is a neighbourhood policing team for every community."
"500","We will carry on funding the police service to enable it to continue to employ historically high numbers of police officers."
"501","Hard-working police officers should be supported by professional and trained support staff."
"502","So a new £340 million a year fund will take CSO numbers up to 24,000 - to work alongside the equivalent of an additional 12,000 police officers freed up for frontline duties."
"503","And we will work with representatives of police officers and other police staff to develop a modern career framework for the whole police team."
"504","Not all problems need a 999 response, so a single phone number staffed by police, local councils and other local services will be available across the country to deal with anti-social behaviour and other non-emergency problems."
"506","Empowering communities against anti-social behavior. People want communities where the decent law-abiding majority are in charge."
"507","The experience of almost 4,000 Anti-Social Behaviour Orders, nearly 66,000 Penalty Notices for Disorder, and the closure of over 150 crack houses shows that communities can fight back against crime."
"508","We are ready to go further."
"509","Parish Council wardens, like those working for local authorities, will be given the power to issue Penalty Notices for Disorder for noise, graffiti and throwing fireworks."
"510","Victims of anti-social behaviour will be able to give evidence anonymously."
"511","Local people will be able to take on `neighbours from hell' by triggering action by councils and the police."
"512","We have reformed housing and planning legislation to ensure that councils plan for the needs of genuine Gypsies and travellers."
"513","But with rights must go responsibilities so we have provided tough new powers for councils and the police to tackle the problem of unauthorised sites."
"514","We are giving the police and local councils the power to tackle anti-social behaviour"
"515","we will develop neighbourhood policing for ever y community "
"516","Excessive alcohol consumption fuels anti-social behaviour and violence."
"517","The new Licensing Act will make it easier for the police and councils to deal with pubs and clubs that cause problems."
"518","Local councils and police will be able to designate Alcohol Disorder Zones to help pay for extra policing around city centre pubs and clubs, with new powers to immediately shut down premises selling alcohol to underage drinkers, and bans from town and city centres for persistent offenders."
"519","Police will be able to exclude yobs from town centres for 24 hours when they issue a Penalty Notice for Disorder."
"520","We will continue to overhaul our youth justice system and improve Young Offender Institutions."
"521","We will make more use of intensive community programmes, including electronic tagging and tracking to deal with the most persistent young offenders, and will increase the number of parents of young offenders getting help with their children's behaviour."
"522","We will increase, by at least a half, programmes targeted at young people most at risk of offending and will expand drug-treatment services for young people."
"524","Cutting crime through cutting drug dependency. Communities know that crime reduction depends on drug reduction."
"525","There are now 54 per cent more drug users in treatment and new powers for the police to close crack houses and get drug dealers off our streets."
"526","We will introduce compulsory drug testing at arrest for all proper ty and drugs offenders, beginning in high-crime areas, with compulsor y treatment assessment for those who test positive."
"527","Offenders under probation supervision will be randomly drug tested to mirror what already happens to offenders in custody."
"528","From 2006, the Serious Organised Crime Agency will bring together over 4,000 specialist staff to tackle terrorism, drug dealers, people traffickers and other national and international organized criminals."
"529","And in consultation with local police authorities and chief constables we will re-structure police resources in order to develop strong leadership, streamline all police support ser vices, and focus upon national and regional organised crime."
"530","We believe in being tough on crime and its causes so we will expand drugs testing and treatment, and tackle the conditions -from lack of youth provision to irresponsible drinking- that foster crime and anti-social behaviour."
"532","Reducing the use of guns and knives. Dangerous weapons fuel violence."
"533","We have banned all handguns, introduced five-year minimum sentences for those caught with an unlawful firearm and raised the age limit for owning an air gun."
"534","Now we will go further."
"535","We will introduce a Violent Crime Reduction Bill to restrict the sale of replica guns, raise the age limit for buying knives to 18 and tighten the law on air guns."
"536","Head teachers will have legal rights to search pupils for knives or guns."
"537","At-risk pubs and clubs will be required to search for them and we will introduce tougher sentences for carrying replica guns, for those involved in serious knife crimes and for those convicted of assaulting workers serving the public."
"539","Punishing criminals, reducing offending. As court sentences have got tougher, we have built over 16,000 more prison places than there were in 1997."
"540","The most high-risk violent  offenders will now be detained in custody indefinitely and our 2003 Criminal Justice Act confirmed that life sentences must mean life for the most heinous murders."
"541","Where significant new evidence comes to light we have abolished the `double jeopardy' rule so that serious criminals who have been unjustly acquitted can be tried again."
"542","And we will introduce much tougher penalties for those who cause death by careless driving or who kill while driving without a licence or while disqualified."
"543","We will tackle reoffending."
"544","By 2007 every offender will be supervised after release"
"545"," we will increase the use of electronic tagging"
"546"," and we will test the use of compulsory lie detector tests to monitor convicted sex offenders."
"547","Our new National Offender Management Service will ensure that every offender is individually case-managed from beginning to end of their sentence, both in and out of custody - with increased effort targeted on drugs treatment, education and basic skills training to reduce reoffending."
"548","Voluntary organisations and the private sector will be offered greater opportunities to deliver offender services and we will give local people a greater say in shaping community punishment."
"550","Making sure crime does not pay. Those who commit crimes should not profit from them."
"551","Already we have introduced laws that enable the courts to confiscate the assets and property of drug dealers and other major criminals."
"552","We will enable the police and prosecuting authorities to keep at least half of all the criminal assets they seize to fund local crime-fighting priorities."
"553","And we will develop new proposals to ensure that criminals are not able to profit from publishing books about their crimes."
"554","In addition we will support magistrates effectively in fighting crime and improve the enforcement of court decisions - including the payment of fines."
"555","Where a defendant fails to turn up for court without good excuse,the presumption should be that the trial and sentencing should go ahead anyway."
"556","We will overhaul laws on fraud and the way that fraud trials are conducted to update them for the 21st century and make them quicker and more effective."
"557","Overall crime as measured by the authoritative British Crime Survey is down 30 per cent - the equivalent of almost five million fewer crimes a year."
"559","Backing the victim. The legal system must dispense justice to the victim as well as the accused."
"560","We have invested to create a modern, self-confident prosecution service."
"561","With new powers and new technology to bring more offenders to justice more speedily and effectively."
"562","We will improve the way the courts work for victims, witnesses and jurors by: "
"563"," Building a nationwide network of witness and victim support units that provide practical help."
"564"," Expanding specialist courts to deal with domestic violence and specialist advocates to support the victims of such crime and of other serious crimes like murder and rape."
"565","We will extend the use of restorative justice schemes and Community Justice Centres to address the needs of victims, resolve disputes and help offenders to make recompense to victims for their crimes."
"566","Legal aid will be reformed to better help the vulnerable."
"567","We will ensure independent regulation of the legal profession, and greater competition in the legal services market to ensure people get value for money."
"568","We will tackle the compensation culture - resisting invalid claims, but upholding people's rights."
"569","Following consultation on the draft Bill we have published, we will legislate for a new offence of corporate manslaughter."
"571","Migration: The facts. Over seven million people entered the UK from outside the EU in 2003: of whom 180,000 came here to work and over 300,000 to study, with the rest coming here as business visitors and tourists."
"572","People from overseas spent almost £12 billion in the UK, and overseas students alone are worth £5 billion a year to our economy."
"573","At a time when we have over 600,000 vacancies in the UK job market, skilled migrants are contributing 10-15 per cent of our economy's overall growth."
"574","Since 1997, the time taken to process an initial asylum application has been reduced from 20 months to two months in over 80 per cent of cases."
"575","The number of asylum applications has been cut by two-thirds since 2002."
"576","The backlog of claims has been cut from over 50,000 at the end of 1996 to just over 10,000."
"577","There are 550 UK Immigration Officers posted in France and Belgium to check passports of people boarding boats and trains, and Airline Liaison Officers and overseas entry clearance staff are helping to stop 1,000 people a day improperly entering the UK."
"578","We prize the liberty of the individual"
"579"," but that means protecting the law-abiding majority from the minority who abuse the system."
"581","Building a strong and diverse country. For centuries Britain has been a home for people from the rest of Europe and further afield."
"582","Immigration has been good for Britain."
"583","We want to keep it that way."
"584","Our philosophy is simple: if you are ready to work hard and there is work for you to do, then you are welcome here."
"585","We need controls that work and a crackdown on abuse to ensure that we have a robust and fair immigration system fit for the 21st century that is in the interests of Britain."
"587","A points system for immigration. We need skilled workers."
"588","So we will establish a points system for those seeking to migrate here."
"589","More skills mean more points and more chance of being allowed to come here."
"590","We will ensure that only skilled workers are allowed to settle long-term in the UK, with English language tests for everyone who wants to stay permanently and an end to chain migration."
"591","Where there has been evidence of abuse from particular countries, the immigration service will be able to ask for financial bonds to guarantee that migrants return home."
"592","We will continue to improve the quality and speed of immigration and asylum decisions."
"593","Appeal rights for non-family immigration cases will be removed and we will introduce civil penalties on employers of up to £2,000 for each illegal immigrant they employ."
"595","Strong and secure borders. While the Tories would halve investment in our immigration services, we would invest in the latest technology to keep our borders strong and secure."
"596","By 2008, those needing a visa to enter the UK will be fingerprinted."
"597","We will issue ID cards to all visitors planning to stay for more than three months."
"598","Over the next five years we will implement a new electronic borders system that will track visitors entering or leaving the UK."
"599","Across the world there is a drive to increase the security of identity documents and we cannot be left behind."
"600","From next year we are introducing biometric `ePassports'."
"601","It makes sense to provide citizens with an equally secure identity card to protect them at home from identity theft and clamp down on illegal working and fraudulent use of public ser vices."
"602","We will introduce ID cards, including biometric data like fingerprints, backed up by a national register and rolling out initially on a voluntary basis as people renew their passports."
"604","Fair rules. We can and should honour our obligations to victims of persecution without allowing abuse of the asylum system."
"605","We will:  Fast-track all unfounded asylum seekers with electronic tagging where necessar y and more use of detention as we expand the number of detention places available."
"606"," Remove more failed applicants."
"607","We have more than doubled the number of failed asylum seekers we remove from the UK compared to 1996."
"608","By finger printing every visa applicant and prosecuting those who deliberately destroy their documents we will speed up the time taken to redocument and remove people and will take action against those countries that refuse to cooperate."
"609","By the end of 2005, our aim is for removals of failed asylum seekers to exceed new unfounded claims."
"611","Tough action to combat international terrorism. We know that there are people already in the country and who seek to enter the United Kingdom who want to attack our way of life."
"612","Our liberties are prized but so is our security."
"613","Police and other law enforcement agencies now have the powers they need to ban terrorist organisations, to clampdown on their fundraising and to hold suspects for extended questioning while charges are brought."
"614","Over 700 arrests have been made since 2001."
"615","Wherever possible, suspects should be prosecuted through the courts in the normal way."
"616","So we will introduce new laws to help catch and convict those involved in helping to plan terrorist activity or who glorify or condone acts of terror."
"617","But we also need to disrupt and prevent terrorist activity."
"618","New control orders will enable police and security agencies to keep track on those they suspect of planning terrorist outrages including bans on who they can contact or meet, electronic tagging and curfew orders, and for those who present the highest risk, a requirement to stay permanently at home."
"619","We will continue to improve coordination between enforcement agencies and cooperation with other countries so that every effort is made to defeat the terrorists."
"621","The choice for 2010. Labour's goals for 2010 are clear."
"622","Overall crime down, the number of offenders brought to justice up, with a neighbourhood policing team in every community to crack down on crime and disorder and a modern criminal justice system fit for the 21st centur y."
"623","And to reduce threats from overseas: secure borders backed up by ID cards and a crackdown on abuse of our immigration system."
"624","The Conservative threat is equally clear."
"625","Savage cuts to our border controls, `fantasy island' asylum policies and a return to the days of broken promises on police numbers and crime investment."
"626","We will introduce ID cards, including biometric data like fingerprints, backed up by a national register and rolling out initially on a voluntary basis as people renew their passports."
"629","Chapter 4 Our NHS: Free to all, personal to each. Forward to personalised healthcare for all of us, not back to two-tier healthcare. 1997: 12-hour waits in Accident and Emergency, and waiting more than 18 months for operations."
"630","2005: Less than four hours in A&E for 97 per cent of patients."
"631","Virtually no one waiting more than nine months for an operation."
"632","2008: No one waiting more than 18 weeks from referral to treatment."
"633","No hidden waits."
"634","Free choice of hospital."
"635","The NHS is being restored to good health: more doctors, more nurses, better facilities."
"636","Waiting times are coming down and the survival rates for the biggest killers are improving."
"637","The revolution in quantity of care must be matched by a revolution in quality of care."
"638","With equal access for all and no charges for operations."
"639","That means new types of health provision, more say for patients in how, where and when they are treated, and tackling ill-health at source."
"641","The new Labour case. Healthcare is too precious to be left to chance, too central to life chances to be left to your wealth."
"642","Access to treatment should be based on your clinical need not on your ability to pay."
"643","This means defeating those who would dismantle the NHS."
"644","But it also means fundamentally reforming the NHS to meet new challenges - a more demanding citizenr y with higher expectations, major advances in science and medical technology, changes in the composition and needs of the population."
"645","We promised to revive the NHS"
"646"," we have."
"647","In our third term we will make the NHS safe for a generation."
"648","So our aim is an NHS free to all of us and personal to each of us."
"649","We will deliver through high national standards backed by sustained investment, by using new providers where they add capacity or promote innovation, and most importantly by giving more power to patients over their own treatment and over their own health."
"651","New investment. NHS spending has doubled since 1997, and will triple by 2008"
"652"," already we have an extra 27,000 doctors in post or in training and 79,000 extra nurses"
"653"," over 100 new hospital building projects under way"
"654"," 500,000 more operations a year."
"655","We are proud of the dedication and commitment of NHS staff."
"656","We have widened the responsibilities of nurses and pharmacists, paramedics and porters, creating health services more convenient for patients."
"657","Together with our organisational reforms, the investment is paying off."
"658","The maximum time that people waited for operations in 1997 was well over 18 months."
"659","Now virtually no one waits longer than nine months, and this year it will fall further to six months."
"660","For a heart operation or for cataract removal no one is waiting longer than three months"
"661"," 97 per cent of people wait less than four hours in Accident and Emergency before treatment, admission or discharge."
"662","And speedier treatment saves lives."
"663","Death rates from heart disease are down by 27 per cent since 1996"
"664"," from cancer by 12 per cent."
"665","We will do even better."
"666","For too long waiting times have only counted the time after diagnosis."
"667","We will be the first Government to include all waiting times in this calculation, including waiting for outpatient appointments and for test results."
"668","There will be no hidden waits."
"669","So: "
"670"," By the end of 2008, no NHS patient will have to wait longer than a maximum of 18 weeks from the time they are referred for a hospital operation by their GP until the time they have that operation."
"671","This would mean an average wait of nine to ten weeks."
"672","We will commit to faster test results for cervical smears."
"673","We will go further in improving cancer waiting times."
"674","The NHS is being restored to good health: more doctors, more nurses, better facilities."
"675","Waiting times are coming down and the survival rates are for the biggest killers are improving."
"676","The revolution in quantity of care must be matched by a revolution in quality of care."
"677","With equal access to all and no charges for operations."
"678","We have tightened the rules on NHS operations so that `health tourists' now have to pay for treatment."
"679","We will deal with the challenge of MRSA."
"680","Infections acquired in hospital are not new."
"681","The time to destroy MRSA was in the early 1990s - when only five per cent of the bacteria were resistant to antibiotics."
"682","At that time the Tory government did not even keep records about the incidence of MRSA and were forcing hospitals to contract out cleaning services."
"683","We were the first government to publish statistics on the problem."
"684","Now, thanks to the tough measures we have already taken, including the end to a two-tier workforce for contracted-out cleaning services, MRSA rates are on their way down."
"685","But there is still some way to go."
"686","We all want clean hospitals, free of infection."
"687","We have already reintroduced hospital matrons and given them unprecedented powers to deal with cleanliness and infections in their wards"
"688"," we shall reinforce this by consulting on new laws to enforce higher hygiene standards And by strengthening accountability and cutting bureaucracy, we shall ensure that the new investment is not squandered."
"689","We are decreasing the numbers of staff in the Department of Health by a third, and are halving the numbers of quangos - freeing up £500 million for frontline staff."
"690","Given the pace of change within medical services we will ensure that it is possible for the NHS to change the way in which it organises its services as quickly as possible."
"691","Further streamlining measures will allow us to release an additional £250 million a year for frontline services by 2007."
"692","In the light of the findings of the Shipman Inquiry, we will strengthen clinical governance in the NHS to ensure that professional activity is fully accountable to patients, their families and the wider public."
"693","Following the recommendation of the Health Select Committee, we will require registration of all clinical trials and publication of their findings for all trials of medicinal products with a marketing authorisation in the UK."
"694","One principle underpins our reforms - putting patients centre stage."
"695","And extending patient power and choice is crucial to achieving this."
"697","Innovation and reform. To achieve our goals we need to expand and develop different types of provision."
"698","We will put more money into the frontline, develop practice-based commissioning, and so ensure that family doctors have more power over their budgets."
"699","We will create more services in primary care."
"700","We will build on our family doctor service with more GPs delivering more advanced services more locally"
"701"," new walk-in centres for commuters"
"702"," specialised diagnostic and testing services"
"703"," comprehensive out-of-hours services"
"704"," high-street drop-in centres for chiropody, physiotherapy and check-ups."
"705","And we will continue to expand the role of nurses."
"706","These changes will result in more quality, convenience and care."
"707","Expansion in NHS capacity will come both from within the National Health Service - where we will develop the NHS Foundation Trust model and the new freedom for GPs to expand provision - as well as from the independent and voluntary sector, where specialist services are available at NHS standards to meet NHS need."
"708","To help create an even greater range of provision and further improve convenience, we will over the next five years develop a new generation of modern NHS community hospitals."
"709","These state-of-the-art centres will provide diagnostics, day surgery and outpatients facilities closer to where people live and work."
"710","We shall continue to encourage innovation and reform through the use of the independent sector to add capacity to, and drive contestability within, the NHS."
"711","We have already commissioned 460,000 operations from the independent sector, which will all be delivered free - with equal access for all based on need, not the ability to pay."
"712","Whenever NHS patients need new capacity for their healthcare, we will ensure that it is provided from whatever source."
"713","Healthcare is too precious to be left to chance, too central to life chances to be left to your wealth."
"714","This means defeating those who would dismantle the NHS."
"716","Empowering patients: choosing not waiting. One principle underpins our reforms - putting patients centre stage."
"717","And extending patient power and choice is crucial to achieving this."
"718","We shall be embedding both throughout the NHS."
"719","So: "
"720"," By the end of 2008, patients whose GPs refer them for an operation will be able to choose from any hospital that can provide that operation to NHS medical and financial standards."
"721","There will be the choice of a convenient time and place for a non-urgent operation for example a location close to relatives."
"722","We will expand capacity and choice in primary care too."
"723","Where GPs' lists are full we will expand provision by encouraging entrepreneurial GPs and other providers to expand into that location."
"724"," By 2009 all women will have choice over where and how they have their baby and what pain relief to use."
"725","We want every woman to be supported by the same midwife throughout her pregnancy."
"726","Support will be linked closely to other services that will be provided in Children's Centres."
"727"," In order to increase choices for patients with cancer we will double the investment going into palliative care services, giving more people the choice to be treated at home."
"728","By October 2005 we will have recruited more than 1,000 new NHS dentists and will have increased the number of dental school places by 25 per cent."
"729","We will undertake a fundamental review of the scope and resourcing of NHS dentistry."
"730","We will provide more information and advice."
"731","Through NHS Direct, Health Direct, interactive TV, print media and the internet we will give more convenient access to much better information about health and health services, including the performance of doctors and hospitals."
"733","Empowering patients: long-term conditions and social care. We will promote the integration of health and social care at local level, so that older people and those with long-term conditions can retain their independence."
"734","We will continue to provide healthcare free in long-term care establishments, and provide the right framework for schemes such as equity release which make staying at home an attractive option."
"735","We will develop our policy of community matrons for those with severe conditions, helping to keep people out of hospital by providing better care at home."
"736","We will develop personalised budgets in social care where people can decide for themselves what they need and how it should be provided."
"737","We shall extend case-management for the 18 million people with long-term conditions."
"738","We will treble the investment in the Expert Patients Programme, and help many more patients take control of their own care plans."
"739"," Almost a third of people attending GP surgeries have mental health problems and mental health occupies approximately one third of a GP's time."
"740","So we will continue to invest in and improve our services for people with mental health problems at primary and secondary levels, including behavioural as well as drug therapies."
"741","We shall provide safeguards for the few people with long-term mental health problems who need compulsory treatment coupled with appropriate protection for the public."
"742","We shall also strengthen the system for protecting the public from offenders who have served their sentence but may still pose a threat because they have a serious psychopathic disorder."
"744","Living healthier lives. People want to take responsibility for their own health outside the NHS as well as within it."
"745","They have the right to expect help from government."
"746","The killer diseases of the heart and the many forms of cancer are often the product of poor diet, lack of exercise and above all smoking."
"747","By 2010 we aim to reduce deaths from coronary heart disease and strokes by 40 per cent from 1997."
"748","And we want death rates from cancer to be cut by 20 per cent."
"750","Healthy choices for children. We will start the drive for better health early - at school."
"751","We have already extended the provision of free fruit to all 4- to 6-year-olds at school."
"752","We will invest more in renovating and building new kitchens as well as investing an extra £210 million in school meals, guaranteeing that at least 50p per meal is spent on ingredients in primary schools, and at least 60p in secondary schools."
"753","We are introducing an independent School Food Trust, better training for dinner ladies and Ofsted inspection of healthy eating."
"754","We will legislate for tougher standards of nutrition for school meals and will encourage schools to teach more about healthy eating."
"755","We will ban certain products that are high in fat/salt content from school meals and ensure that fresh fruit and vegetables are part of every school meal."
"756","We will encourage secondary schools to keep pupils on the premises to ensure that they have a healthy meal."
"757","We will ensure that all school children have access to a school nurse."
"759","Healthy choices for all. We will put in place a simple system of labelling to make it easier for busy shoppers to see at a glance how individual foods contribute to a healthy balanced diet."
"760","We will help parents by restricting further the advertising and promotion to children of those foods and drinks that are high in fat, salt and sugar."
"761","We recognise that many people want smoke-free environments and need regulation to help them get this."
"762","We therefore intend to shift the balance significantly in their favour."
"763","We will legislate to ensure that all enclosed public places and workplaces other than licensed premises will be smoke-free."
"764","The legislation will ensure that all restaurants will be smoke-free"
"765"," all pubs and bars preparing and serving food will be smoke-free"
"766"," and other pubs and bars will be free to choose whether to allow smoking or to be smoke-free."
"767","In membership clubs the members will be free to choose whether to allow smoking or to be smoke-free."
"768","However, whatever the general status, to protect employees, smoking in the bar area will be prohibited everywhere."
"769","These restrictions will be accompanied by an expansion of NHS smoking cessation services to encourage and support smokers to improve their own health by giving up smoking Starting with the poorest areas of the country we will introduce health trainers to help people maintain their healthy choices."
"770","By 2010, through this activity we plan to reduce the health inequalities that exist between rich and poor."
"771","All this will be free at the point of need."
"773","The choice for 2010. Today's Conservatives want to do what not even Margaret Thatcher would countenance - introducing charges for hospital operations so that those who can afford to pay thousands of pounds can push ahead of those who cannot."
"774","As well as ending the founding principle of the health service, this would take more than £1 billion out of the system to subsidise those who can afford to pay."
"775","For the rest of us, the Tories would abandon waiting-list targets and allow a return to the 18-month waits that were their NHS legacy."
"776","The choice is forward with new Labour to a health system with patients in the driving seat, free to all and personal to each of us."
"777","Or back with the Tories to longer waits, and to a health system where treatment depends not on your condition but on your bank balance."
"780","Chapter 5 Older people: Secure today, prepared for the future. Forward to new opportunities in old age, not back to poverty and insecurity. 1997: 2.8 million pensioners in poverty, the poorest living on £69 per week."
"781","2005: Minimum income for pensioners of £109 per week."
"782","2010: A long-term settlement for pensions."
"783","Our priority since 1997 has been to tackle pensioner poverty."
"784","Nearly two million pensioners have been lifted out of absolute poverty as a result of Labour's measures, which are now getting on average an extra £2,000 a year to the poorest third."
"785","Our priorities now are to build a national consensus for tomorrow's pensioners, combining public and private pension schemes to build security in retirement, and to extend the quality of life of older people."
"787","The new Labour case. By 2020 there will be more people over the age of 80 than under the age of five."
"788","For a progressive government there can be no compromise of our duty to today's pensioners."
"789","But while we fulfil that duty we must also see old age as a time of independence and opportunity."
"790","On pensions, our aim is a system that provides security and decency for all, which encourages and rewards saving, and is financially sustainable."
"791","And because, more than anything, people need certainty to plan for the future we will seek a national consensus - cross-party, cross-generation - for long-term reform."
