"","sentence_text_new"
"447","We will encourage the use of 'planning for real' strategies, in which local people can make a direct input into major planning projects in their community."
"449","Arts and media. Flourishing arts and a diverse culture are essential for a lively and open society."
"450","They can be engines of innovation that bring life to the economy."
"451","At the same time, the world is experiencing an information revolution as important and far-reaching as the Industrial Revolution."
"452","Britain must maintain a free and effective media capable of being a check on the abuse of power, and of giving people the information they need to make informed decisions."
"453","We will: Tackle the concentration of media power."
"454","We will act to prevent media mergers or take-overs, except where these can be shown to advance quality, diversity and access."
"455","We will require the Independent Television Commission to protect the position of smaller regional ITV companies, within the network supply agreement."
"456","Maintain the role of the BBC as the benchmark of public service broadcasting, committed to quality, diversity and universal access."
"457","We will protect the independence and impartiality of the BBC through its Board of Governors and its licence fee."
"458","Improve access to information technology and the Internet."
"459","We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000."
"460","Increase access to the arts."
"461","We will use the National Lottery to endow, house and improve access to the arts."
"462","We aim to move towards the European average for public funding of the arts."
"463","We aim to restore the principle of free access to national museum and gallery collections, starting with the removal of charges for school parties."
"464","Promote Britain's culture."
"465","We will promote film production in Britain."
"466","We will actively support the British Council and rejoin UNESCO."
"467","We will enhance the BBC World Service as a national asset."
"469","Which party will care for the NHS and put my patients first? Our aim: To make year-on-year improvements in the health of Britain's people and the quality of the National Health Service."
"470","The problem: The NHS has been squeezed between rising demand and government underfunding, and disrupted by repeated changes in government policy."
"471","Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen."
"472","Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future."
"473","We will maintain the NHS as a comprehensive service, free at the point of need and funded primarily from general taxation."
"474","We will immediately tackle the crisis in the hospital sector make the NHS more accountable and begin a long term shift towards preventive medicine."
"475","Our priorities are to: Halt all finance driven closures for 6 months, pending an independent audit of needs and facilities."
"476","Invest £200 million each year to recruit more staff for front-line patient care."
"477","This would be enough, for example, for 10,000 extra nurses or 5,000 extra doctors."
"478","Cut hospital waiting lists to a maximum of 6 months over 3 years."
"479","End the two-tier system in the NHS."
"480","Restore free eye and dental checks."
"482","Raising standards in the NHS. Whilst many of the recent reforms to the NHS have been beneficial, they have resulted in the creation of a two-tier health service."
"483","The standard of health care a person receives is increasingly becoming a lottery."
"484","The length of time people have to wait, the chance of treatment being postponed and the quality of health care vary enormously from one part of the UK to another."
"485","We will: Match NHS facilities to needs."
"486","We will place an immediate 6-month halt on the finance driven closure of beds and wards, and set up an independent audit of needs and facilities."
"487","End the built-in two-tier service in the NHS."
"488","We will end the present system where treatment depends on the type of GP people go to."
"489","We will treat all GPs equally, with a common basis for funding."
"490","We want all GPs to have the benefits of flexibility and access to services currently enjoyed by fundholders."
"491","Those who choose to manage their own affairs will be able to do so on their own or as part of a consortium."
"492","Those who do not will be able to leave management to the local health authority."
"493","Raise standards of care in all areas."
"494","We will set up a National Inspectorate for Health and Social Care to improve standards and promote patients' interests."
"495","This body will work with the Audit Commission to ensure that all spending is monitored and results in real improvements in patient care."
"497","Funding the Health Service. The NHS is underfunded."
"498","Too much goes into bureaucracy and not enough into patient care."
"499","There is a crisis in the NHS, especially in hospitals."
"500","Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession."
"501","We will: Invest more in the NHS."
"502","We will invest at least an extra £540 million every year in the NHS to pay for our policy priorities."
"503","This will be paid for by closing the loophole that allows employers to avoid paying National Insurance contributions on certain benefits in kind and by putting 5p on the price of a packet of 20 cigarettes."
"504","We will use these extra funds to tackle the crisis in staffing, especially in the hospital sector, and begin a shift to preventive care."
"505","We will ensure that the NHS budget keeps pace with increasing cost pressures."
"506","Shift money from unnecessary bureaucracy into patient care."
"507","We will move from annual to at least three yearly contracts between Health Authorities and Trusts, and shift the money saved into front-line patient care."
"508","We will replace time consuming local pay bargaining with a new national pay structure and a single NHS-wide Pay Review Body that covers all pay, from the cleaner to the chief executive."
"510","Building on the best of the NHS. The NHS needs to be strengthened and improved."
"511","We will: Cut waiting lists."
"512","We will cut waiting times between diagnosis and treatment to a maximum of 6 months over 3 years."
"513","Improve the quality of care and raise morale."
"514","We will recruit and train more professional staff."
"515","Our carefully costed plans would, for instance, pay for the equivalent of 10,000 more nurses or 5,000 more doctors."
"516","We will ban the use of gagging clauses in employment contracts which prevent professional staff from speaking out against unsafe standards."
"517","Tackle the crisis in NHS dental care."
"518","We will require local authorities to ensure that the public has access to NHS dentistry in all areas."
"520","Promoting good health. Britain has a health service that concentrates too much on curing illness rather than preventing it."
"521","A healthier nation and a more cost-effective NHS depend on shifting the emphasis towards prevention, tackling the root causes of ill health (e.g.poverty and homelessness) and making people more responsible for their own health."
"522","We will: Make prevention a priority."
"523","We will immediately abolish charges for eye and dental check-ups and freeze prescription charges as the first steps in a radical shift of policy that emphasises the prevention of illness rather than treatment."
"524","Encourage people to take more responsibility for their own health."
"525","We will improve health education and promote healthy living."
"526","We will ban tobacco advertising and promotion and increase the duty on tobacco products."
"527","We will make the Health Education Authority truly independent and free to criticise government policy."
"528","Ensure that food is healthy and safe."
"529","We will create an independent and powerful Food Commission, separate from MAFF, and responsible to Parliament for food quality and safety."
"530","Put health promotion at the heart of government policy."
"531","We will require all government departments to assess the impact of their policies on health."
"532","Each year there will be an independent report, to be published and debated in Parliament, on the state of the nation's health."
"534","Bringing health services closer to people. The local institutions of the NHS must become more accountable to those they serve and more responsive to patients' needs."
"535","We will: Enable citizens to play a part in setting health policies in their area."
"536","We will build on current pilot schemes to bring together Health Authorities and Social Services Departments, within the framework of elected local authorities."
"537","Give local people a stronger voice on NHS Trusts."
"538","We will end the right of the Secretary of State for Health to appoint members of NHS Trusts, Authorities and Boards."
"539","We will require at least half the membership of Trusts to be drawn from the population they serve."
"540","We will open up meetings of NHS Trust boards to the public and press, and give local people, staff and professionals speaking rights."
"541","We will guarantee direct representation from the staff of each Trust."
"542","We will give Community Health Councils improved rights to consultation and greater access to information and meetings."
"543","Give the public more say in setting priorities within the NHS."
"544","Difficult choices about priorities must be faced, they cannot be left to bureaucrats and health professionals alone."
"545","We will develop new ways of involving the public in setting health service priorities."
"547","Giving patients more choice. Patients should have more choice over their type of treatment, who delivers it and when."
"548","We will: Enhance the rights of patients."
"549","We will strengthen the Patients' Charter and include rights to treatment within a specified time, a choice of GP, information about the options for treatment, guaranteed access to health records and better redress."
"550","Ensure that action is taken to improve poor quality services."
"551","We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light."
"553","Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity."
"554","We will: Give people choice in the services they use and the way they are provided."
"555","We will require Councils to extend to those over 65 the right to arrange their own care privately, if they wish."
"556","This will promote independence and enable them to find better value for money."
"557","Care for carers."
"558","We will introduce a new Carer's Benefit, in place of the Independent Living Allowance, in order to meet more of the financial cost of caring."
"559","We will extend the Carer's Benefit, as resources allow, to those over retirement age and work to improve advice, information, training and counselling for carers."
"560","We will seek to increase access to respite care and ensure that carers and users are involved in decisions about care."
"561","We will draw up a Charter that sets out carers' rights and responsibilities."
"562","Establish high national standards for all community care services."
"563","Our new independent Inspectorate of Health and Social Care will publish codes of practice for residential and nursing homes, and have the power to close any home that consistently falls short of national standards."
"564","We will introduce national charging and eligibility guidelines to ensure a 'level playing field' of provision and charges."
"565","Protect people from the excessive cost of care."
"566","We will, as resources allow, raise the threshold at which older people are required to make a contribution to their long-term care."
"567","We are committed to working on a cross party basis, to establish a national agreement on a system for funding care services that does not penalise thrift."
"569","Which party will clean up the mess in our politics? Our aim: To restore trust in British politics."
"570","The problem: People know that British politics isn't working."
"571","Their politicians have lied to them, their Parliament has become tainted by sleaze and their government is out of touch and doesn't listen."
"572","Our commitment: Liberal Democrats will modernise Britain's outdated institutions, rebuild trust, renew democracy and give Britain's nations, regions and local communities a greater say over their affairs."
"573","Our priorities are to: Restore trust between people and government, by ending secrecy and guaranteeing peoples' rights and freedoms."
"574","Renew Britain's democracy, by creating a fair voting system, reforming Parliament and setting higher standards for politicians' conduct."
"575","Give government back to the people, by decentralising power to the nations, regions and communities of the United Kingdom."
"577","Restoring trust in politics. British politics remains far too secretive."
"578","We cannot rebuild trust in politics without making government more open and accountable."
"579","We will: Safeguard individual liberties, by establishing a Bill of Rights."
"580","As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK."
"581","We will set up a Human Rights Commission to strengthen the protection of individual rights."
"582","We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid."
"583","We oppose the introduction of Identity Cards."
"584","Break open the excessive secrecy of government, by passing a Freedom of Information Act establishing a citizens right to know."
"585","Cut back the quango state. "
"586","We will scrap unnecessary quangos, handing their functions over to elected bodies."
"587","We will require those that remain to meet in public and to list their members' interests."
"588","We will establish a fair, open and more representative appointment process for all quangos."
"589","Give people more say in decision-making."
"590","We will make greater use of national referendums for constitutional issues, for example, changing the voting system or any further transfer of power to European institutions."
"591","We will enable referendums to be held on specific local issues where there is public demand."
"593","Renewing democracy. Britain's political institutions are outdated and unrepresentative."
"594","We will: Modernise the House of Commons."
"595","We will reduce the number of MPs by 200 (one third) and introduce tougher rules for their conduct, behaviour and outside sources of income."
"596","We will improve drafting and consultation on legislation, and strengthen MPs' ability to hold the government to account."
"597","Create an effective and democratic upper house."
"598","We will, over two Parliaments, transform the House of Lords into a predominantly elected second chamber capable of representing the nations and regions of the UK and of playing a key role in scrutinising European legislation."
"599","Introduce a fair system of voting."
"600","We will introduce proportional representation for all elections, to put more power in the hands of voters and make government more representative."
"601","Make politics more stable."
"602","We will establish a fixed Parliamentary term of four years."
"603","Clean up party funding."
"604","We will reform the way political parties are funded and limit the amount they can spend on national election campaigns."
"605","We will make each party publish its accounts and list all large donors."
"607","Giving government back to the people. Far too much power has been concentrated in Westminster and Whitehall."
"608","Democratic government should be as close to ordinary people as possible."
"609","We will: Introduce Home Rule for Scotland, with the creation of a Scottish Parliament, elected by proportional representation, and able to raise and reduce income tax."
"610","Introduce Home Rule for Wales, with the creation of a Welsh Senedd, elected by proportional representation, and able to raise and reduce income tax."
"611","Create the framework to make existing regional decision-making in England democratically accountable, and enable the establishment of elected regional assemblies, where there is demonstrated public demand."
"612","We will create a strategic authority for London."
"613","Strengthen local government."
"614","We will establish a 'power of general competence', giving Councils wider scope for action."
"615","We will allow local authorities to raise more of their funds locally, give them greater discretion over spending and allow them, within strict limits, to go directly to the markets to raise finance for capital projects."
"616","We will, in the long-term replace Council Tax with a Local Income Tax, and replace the Uniform Business Rate with a fairer system of business rates, raised through local Councils and set in accordance with local priorities."
"618","Northern Ireland. Peace in Northern Ireland depends on containing and ultimately removing the entrenched hostility between the two main communities in Northern Ireland."
"619","We will: Establish a power-sharing executive for Northern Ireland, elected under a fair and proportional system of voting."
"620","We will press for a new constitutional settlement based on the protection of individual rights through a Bill of Rights, incorporating the European Convention."
"621","Give individuals more power and political responsibility."
"622","We will introduce a fair and proportional voting system for all elections, and reform and strengthen local government in the province."
"623","Ensure respect for civil liberties."
"624","We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials."
"625","We will urgently implement the North Report's recommendations for an independent commission to supervise parades and marches."
"626","Promote economic growth."
"627","We will strengthen the all-Ireland economy through the creation of effective cross-border agencies."
"628","We will invest in education and promote inward investment."
"629","Build on the Joint Declaration and the Framework Document, by working with the Irish Government to create agreement between as many of the constitutional parties as possible."
"630","Sinn Fein can only be admitted to this process if, in accordance with the Mitchell principles, they and the IRA turn their backs on terrorism."
"631","Meanwhile, we must remain vigilant and keep in place the present means for countering terrorism."
"633","Which party will give me the opportunity to make the most of my life? Our aim: To widen opportunities for everyone in Britain to make the most of their lives."
"634","The problem: Poverty, lack of training, low pay and discrimination deny too many people the opportunity to make the most of their lives."
"635","Meanwhile, the welfare system no longer meets the needs of a modern society."
"636","It locks too many into dependency and, too often, penalises those who wish to work and save."
"637","Our commitment: Liberal Democrats will promote individual self-reliance, strengthen equality for all before the law and in employment, and work for a society that cherishes diversity."
"638","Our priorities are to: Ensure that, by the millennium, every young person has had the opportunity to work learn, train and make a positive contribution to society."
"639","Give women greater opportunities to play a full role in work and in society."
"640","Ensure dignity in retirement."
"641","Break open the poverty trap that makes people better off on the dole than in work."
"642","Modernise Britain's welfare state for the twenty-first century, building a new cross-party partnership for reform."
"644","Breaking the poverty trap. Unemployment wastes the talents and denies people the opportunity to contribute to the well-being of their families and increase Britain's wealth."
"645","We will: Help long-term unemployed people back to work."
"646","We will establish a self-financing Benefit Transfer Programme allowing those who have been unemployed for a year or more to turn their unemployment benefits into an incentive for employers to recruit and train them."
"647","The value of the benefit to employers will gradually be reduced."
"648","Break open the poverty trap."
"649","We will take nearly 500,000 low earners out of income tax altogether by raising tax thresholds."
"650","This will provide lower taxes and new incentives to work, while cutting the benefits bill and reducing tax for 99.5 per cent of all income taxpayers."
"651","This will be paid for by introducing a new top tax rate of 5Op on taxable income of over £100,000 per year. "
"652","We will replace Income Support and Family Credit with a simpler, more efficient Low Income Benefit that increases financial incentives for people going back to work."
"653","Modernise Britain's welfare system."
"654","We will initiate a comprehensive review of the welfare system to build a new framework for welfare and opportunity, on a cross-party basis."
"655","Our aim is to provide a more effective safety net for the disadvantaged, to encourage work, without compulsion, and to widen opportunities."
"656","Help parents to return to work."
"657","We will develop a national childcare strategy, drawing on public and private provision."
"658","We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care."
"659","Establish a voluntary Citizens Service to give people, especially young people, up to 2 years' work on such projects as environmental conservation, crime prevention, housing renovation, social services and the armed services."
"660","Encourage a flexible labour market, while protecting the low paid with a regionally variable, minimum hourly rate."
"661","Crack down on social security fraud and tax evasion and shift the money saved into new policies to enhance opportunities."
"662","We will tackle the high levels of fraud and overpayment in the social security budget."
"663","We will stop tax evasion and close off tax avoidance loopholes."
"665","Older people. Everyone in Britain should be able to look forward to a retirement of security, opportunity and dignity."
"666","Old people feel that they are fast becoming Britain's forgotten generation."
"667","We will: Guarantee everyone an acceptable minimum standard of living in retirement."
"668","We will create an additional top-up pension for pensioners with incomes below the Income Support level."
"669","This will be indexed to earnings and tapered as outside income increases."
"670","The basic state pension will remain indexed to prices."
"671","We will start to phase out the expensive, unfair contributory system and base the right to a state pension on citizenship and residence."
"672","Enable people to choose when to start drawing a pension."
"673","We will bring in a flexible 'decade of retirement', between the ages of 60 and 70."
"674","Protect the rights of older people."
"675","We will legislate against discrimination on the grounds of age."
"676","Expand private pensions and give people more control over their pensions."
"677","We wish to see more people making provision for their old age."
"678","We will replace the State Earnings Related Scheme (SERPS) with a scheme under which all employees have personal or occupational pensions."
"679","Existing accrued SERPS will, however, be preserved."
"680","We will expand occupational and personal pension schemes by giving all employees an entitlement to participate in a pension scheme of their choice, funded by contributions from employers and employees."
"681","Pension rights will be fully secured if people change jobs. "
"682","We will treat pensions as deferred income over which pension-holders have full rights of security, control and portability."
"683","Abolish standing charges for water and create a fairer system of charging."
"685","Young people. We propose a new deal for young people, in which new rights and new responsibilities go hand in hand."
"686","We will: Expand opportunities."
"687","Our aim is that every young person between the ages of 16 and 19 will have the opportunity to either work, learn, train or take a place on our new Citizens Service."
"688","Restore security to excluded young people."
"689","The withdrawal of benefit rights has condemned thousands of young people to life out of work and on the streets, at great long-term public cost."
"690","We will restore access to benefits for 16 and 17 year-olds."
"691","In the longer term, we aim to scrap the lower rate of income support for those under 25."
"692","Ensure that young people can learn their rights and responsibilities, with citizenship classes in every school and parenting classes for young adults."
"693","We will give children and young people access to information about their legal rights and obligations, review the age of majority and ensure that young people are represented on bodies that especially concern them."
"694","Expand local youth services."
"695","We will require local Councils to provide a statutory youth service in partnership with the voluntary sector. "
"697","Families. Families, in all their forms, are a basic building block of society."
"698","But the nature of families is changing."
"699","This has brought new stresses which must be addressed."
"700","But it has also brought new attitudes, such as the sharing of family responsibilities, which should be encouraged."
"701","We will: Give families more security."
"702","We will take nearly 500,000 low earners out of tax altogether, by raising tax thresholds."
"703","We will replace Income Support and Family Credit with a simpler, more efficient Low Income Benefit that helps people back to work. "
"704","We aim to improve the support for those caring for older people and people with disabilities."
"705","Introduce fair and workable child support legislation."
"706","We will repeal the Child Support Act and abolish the Child Support Agency."
"707","We believe that parents should financially support their children at an appropriate level."
"708","Where there are disputes between the parents, these should be decided by the courts, not by an inflexible formula."
"709","We will create a new system of unified family courts to decide these questions, after they have heard all the evidence."
"710","Promote good parenting."
"711","We will encourage the provision of parenting classes for young adults."
"712","We will increase the role of parents in education by extending home/school/pupil links, and develop home-school partnership arrangements, to assist in addressing the needs of the child."
"713","Expand parental rights."
"714","We will introduce a statutory right to parental leave and develop Maternity Benefit into a new, flexible parental benefit to be shared between partners."
"715","We will ensure that fostering and adoption law is based on the suitability of prospective fosterers and the needs of the child."
"716","Help parents to return to work."
"717","We will, over time, extend tax relief on workplace nurseries to other forms of day nursery care."
"718","We will develop a national childcare strategy, drawing on public and private provision."
"719","Encourage flexible working patterns."
"720","We will encourage job sharing and family-friendly employment practices, especially in the public sector. "
"721","We will give private sector employees approaching retirement age, or with responsibilities for young children, the right to negotiate reduced hours or a career break."
"723","Women. There is still a long way to go before women in Britain have equal opportunities."
"724","We will: Promote equality in the workplace."
"725","We will, over time, extend employment and pensions rights to part-time employees, on a pro-rata basis."
"726","We will bring in tougher obligations on employers to establish equal opportunities procedures and pursue the principle of equal pay for work of equal value."
"727","Make pensions fairer to women, by working to replace the contributory system with pension rights based on citizenship and residence in the UK."
"728","We will bring forward the introduction of pension splitting on divorce."
"729","Improve the services that women receive from the NHS."
"730","We will promote equal treatment of the sexes within the Health Service."
"731","We will set targets for the expansion of facilities which enable women to consult female health professionals."
"732","Make the legal system fairer to women."
"733","We will strengthen the civil law remedies for domestic violence and improve the treatment of rape victims by the court system."
"734","We will seek to improve the provision of refuge places for victims of domestic violence."
"735","Enhance the role of women in public life. "
"736","We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women."
"737","We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families."
"739","Disabled people. Progress in equal opportunities for disabled people remains patchy and unacceptably slow."
"740","We will: Guarantee the rights of disabled people."
"741","We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people."
"742","We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people."
"743","Give disabled people more independence."
"744","We will introduce a Partial Capacity Benefit, building on the Disability Working Allowance, to assist those in work who cannot fully support themselves financially."
"745","We aim to increase financial support for disabled people who cannot find work and to make provision for the real costs of disability."
"746","Improve access."
"747","We will publish a code of practice to improve access to buildings and transport."
"748","We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape."
"749","Make education inclusive."
"750","As part of our £2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs."
"752","Ethnic minorities. Despite progress over recent years, members of ethnic minorities are too often denied equal opportunities and have to face racism and discrimination on a daily basis."
"753","Diversity, pluralism and a multicultural society are sources of strength for Britain."
"754","We will: Strengthen action against discrimination."
"755","We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission."
"756","We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union."
"757","Ensure equal opportunities for all."
"758","We will require local authorities and housing associations to ensure equal opportunities in housing allocation."
"759","We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups."
"760","Free immigration laws from racial discrimination."
"761","We will ensure that immigration policy is non-discriminatory in its application."
"762","We will reform current immigration laws so as to enable genuine family reunions."
"763","We will restore benefit rights to asylum seekers and ensure that asylum claims are dealt with swiftly."
"764","Increase ethnic minorities' confidence in the police."
"765","We will encourage the recruitment of ethnic minorities into the police force and require action to be taken against discrimination within the force."
"766","We will tackle any discriminatory use of police powers, such as stop and search, and enhance police action to deal with racial attacks."
"767","We will encourage the use of aggravated sentencing for racially motivated crimes."
"769","Lesbians and gay men. In a free and tolerant society, discrimination on any grounds is unacceptable."
"770","Diversity is a source of strength."
"771","We will: Ensure equality before the law for lesbians and gay men through our new Human Rights Commission and the Bill of Rights."
"772","We will create a common age of consent regardless of gender or sexual orientation."
"773","Stop discrimination."
"774","We will outlaw incitement to hatred and discrimination in housing and employment, including the armed forces, on grounds of sexual orientation."
"775","We will repeal 'section 28' of the 1988 Local Government Act."
"776","We will reform the law, ensure that the police and local authorities deal more effectively with homophobic attacks, and encourage police forces to be more representative of the communities they serve."
"778","Which party has the vision to build the kind of world I want to live in? Our aim: To recast Britain's foreign policy and enable this country to play a leading role in shaping Europe and strengthening international institutions."
"779","The problem: For too long British foreign policy has looked backwards to its imperial past."
"780","Britain's interests have been damaged by an attitude to Europe that has been, at best, ambivalent and, at worst, hostile."
"781","This attitude has also cost Britain opportunities for influence and advantage."
"782","Our commitment: Liberal Democrats will ensure that Britain plays a leading role in shaping Europe, democratising its institutions and strengthening its role as a framework for prosperity, peace and security."
"783","Britain, with its world experience, expert armed forces and permanent membership of the UN Security Council, has a unique role to play in reforming international institutions for the next century."
"784","Our priorities are to: Make the European Union (EU) work more effectively and democratise its institutions."
"785","Widen Europe to include the new democracies of central and eastern Europe."
"786","Create a strong framework for Britain's defence and security through NATO and European co-operation."
"787","Give Britain a leading role in reforming and strengthening the UN and other international institutions."
"788","Promote an enforceable framework for international law, human rights and the protection of the environment."
"790","Positive leadership in Europe. Britain's interests can only best be pursued through constructive participation in an enlarged European Union."
"791","Our vision is of a European Union that is decentralised, democratic and diverse."
"792","A strong and united Europe, but one that respects cultural traditions and national and regional identities."
"793","In seeking to reform the EU, our priorities are to: Give the British people a say."
"794","Reform that fundamentally changes Britain's place in Europe should only proceed if it has the explicit support of Britain's people."
"795","If there is any substantial change in Britain's relationship with the EU, the British people must give their consent through a referendum."
"796","Make EU institutions more democratic and accountable."
"797","We will give the House of Commons a more effective role in scrutinising European policy."
"798","We also want the Council of Ministers and the EC Commission to be more accountable to the elected European Parliament."
"799","We will introduce a fair and proportional voting system for British MEPs in time for the 1999 European Parliament elections."
"800","Make EU decision-making more efficient and effective."
"801","Europe cannot effectively enlarge without improving its decision-making."
"802","We therefore favour the wider application of majority voting."
"803","But we will keep the veto on all issues relating to the constitution, budgetary matters and regulations on pay and social security."
"804","We support the use of the double majority', especially on matters such as foreign and security policy. "
"805","Each member state must retain the unfettered right to make its own decisions on the commitment of its national troops."
"807","Pursuing Britain's interests in Europe. Britain has much to gain from EU membership."
"808","This will take new leadership, a new approach and a renewed sense of national confidence."
"809","Our aims in Europe are to: Enhance economic prosperity, by promoting the freedom of movement of people, goods, services and money throughout the EU and by completing the European Single Market, particularly in areas of financial services, pensions and air travel."
"810","Participate in a successful single currency."
"811","Being part of a successful single currency will bring low inflation and low interest rates."
"812","Staying out will result in less investment and a loss of influence."
"813","However, three conditions must be met before Britain can join."
"814","First, the single currency must be firmly founded on the Maastricht criteria."
"815","Second, Britain must meet those criteria."
"816","Third, the British people must have agreed to it in a referendum."
"817","Strengthen the European framework for peace and security."
"818","Britain's security and national interests are best pursued in partnership with its European neighbours."
"819","We will work to strengthen European Common Foreign and Security policy to enable greater scope for united European action."
"820","Individual member states must be free to decide whether or not their national forces will take part in any particular action."
"821","Fight crime and protect citizens' rights through more effective co-operation between EU states' police and customs forces with greater democratic accountability."
"822","We will work to improve European co-operation against cross-border criminal activity and allow free movement for Britain's people throughout Europe."
"823","The administration of border controls should remain with individual member nations until they can be confident that the EU's external borders are secure."
"824","Reform the Common Agricultural Policy, converting it into a system of direct payments to support economic, social and environmental goals in rural communities."
"825","Reform fisheries policies, scrapping the Common Fisheries Policy and replacing it with a new Europe-wide fisheries policy based on the regional management of fish stocks."
"826","We will take urgent action to end quota-hopping and begin the phased abolition of industrial fishing."
"828","Strong defence in an uncertain world. The first decades of the next century are likely to be turbulent and unstable everywhere, including within and around Europe."
"829","Britain must maintain an effective security capability."
"830","This will best be achieved through NATO and European co-operation, and this country must continue to play a full part in both."
"831","We will: Maintain a strong defence at home and enable the UK to play a leading role in keeping international peace."
"832","We will maintain Britain's overall defence capability at its current level, whilst ensuring UK forces meet current needs and are appropriate to potential threats."
"833","Retain Britain's basic nuclear capability through the Trident submarine force until such time as international multilateral nuclear disarmament can be achieved."
"834","We will restrict the number of nuclear warheads on Trident to the same number as previously deployed on Polaris."
"835","Resist the proliferation of weapons of mass destruction."
"836","We will press for the conclusion of a verifiable Comprehensive Test Ban Treaty."
"837","We will ensure that Britain plays an active part in talks to reduce the holdings of strategic nuclear weapons."
"838","Support the principle of common security."
"839","We support the extension of the security guarantees, from which western Europe has benefited, to the new democracies of central and eastern Europe."
"840","We support NATO and its enlargement."
"842","Working for peace, security and sustainability. In an increasingly inter-dependent world, the security of a medium sized nation like Britain is best preserved within a framework of international law that is effective and enforceable."
"844","Reforming the United Nations. Playing a leading role in strengthening and reforming the United Nations should be a central aspect of Britain's foreign policy over the next decade."
"845","We will work to: Strengthen the UN's peacekeeping capability so that it can take earlier and more effective action to prevent or suppress conflict."
"846","This should include establishing fast track machinery for negotiations"
"847","permanent, on-call, peacekeeping forces made up from high-calibre troops provided by member states"
"848","the reinstatement of a Military Staff Committee"
"849","the establishment of a UN Staff College to train officers"
"850","and improvements to the UN's command control, communication and intelligence capabilities."
"851","Support the establishment of an International Criminal Court to deal with genocide and war crimes."
"853","Protecting the global environment. Pollution and environmental degradation do not respect national borders."
"854","Countries must work together if the world's environment is to be protected."
"855","We will: Take a lead in international environmental negotiations."
"856","We will press for tough and legally binding international targets for greenhouse gas emissions and other pollutants."
"857","Develop a global system of environmental protection."
"858","We will work for the creation of a global environmental organisation."
"859","We will promote an environmental equivalent of the Geneva Convention, to outlaw gross acts of environmental destruction in times of war.  "
"861","Tackling world poverty. The elimination of global famine, pestilence and poverty is not only a moral challenge, it is also essential for the world's long-term stability and peace."
"862","We will: Increase Britain's contribution to overseas aid."
"863","We will set out a timetable for sustained progress towards achieving the UN target for overseas development aid of 0.7 per cent of GNP within the next 10 years."
"864","Promote a timetable for debt relief to the poorest states including a programme for cancelling debt and the creation of new and additional resources for debt relief."
"865","Target Britain's bilateral aid where it is most needed."
"866","We will focus Britain's bilateral aid on the least developed countries and end the practice of tying aid."
"867","Require states that receive UK development assistance to respect the fundamental human rights of their people and suspend UK programmes where these standards are breached."
"869","Controlling arms sales. The global arms trade fuels conflicts, hinders prosperity and robs the world's poor of resources."
"870","Its growth must be diminished."
"871","We will: End the sale of British arms, war material, and 'dual use' technologies to regimes which abuse human rights, and strictly control arms sales to regions of tension or potential conflict."
"872","Seek a new international regime to control the arms trade."
"873","We will support tighter EU-wide restrictions on transfers of military technology to non-democratic regimes and press for the establishment of a mandatory UN register, in which all arms sales and transfers must be listed."
"874","Ban landmines."
"875","We will place an immediate and total ban on the production, stockpiling and export of anti-personnel landmines and work towards a global ban on Iandmine production."
"877","Free and fair trade. Free and fair trade benefits all."
"878","The GATT Uruguay Round has successfully lowered barriers to international trade, but further reforms are needed."
"879","We will seek action to: Enhance free trade by further reducing tariff and non-tariff barriers, especially against the poorest countries."
"880","Improve global labour standards by permitting countries to discriminate against goods produced by nations that maintain practices such as child, slave and forced labour. "
"881","We will support the work of the International Labour Organisation in raising labour standards throughout the world."
"882","Advance environmental objectives."
"883","We support the addition of an environmental sustainability clause to the GATT setting out agreed principles of environmental policy against which trade measures can be judged."
"884","Reduce trans-national corporations' ability to abuse market power, through the development of a framework for global competition policy."
"886","The Liberal Democrats and your tax. A copy of our Annual Tax Contract will be delivered to each UK household following the Budget each year."
"887","Some of the information which would be included is provided on the next page."
"888","This Annual Tax Contract will be in keeping with our four Tax Pledges:  1) No taxation without explanation."
