"","sentence_text_new"
"429","To relieve anxiety about funeral costs, we will introduce a funeral payment of £600, available on request."
"430","The costs will in most cases be recovered from the deceased's estate, although small estates will be disregarded."
"432","We will abolish the poll tax. Labour will abolish the poll tax immediately."
"433","We will replace it with our Fair Rates system, related to people's ability to pay."
"434","We reject the Conservatives' unfair banding and discount system, which would create a property poll tax."
"435","We will modernise the valuation system to ensure that properties are fairly assessed."
"436","Abolition of the minimum 20 per cent contribution - which will be of particular help to young people - will be followed by an improved rebate system, with special help to retired people on low incomes living alone."
"437","Business rates will become a local tax again, with rate rebates for small firms."
"439","People need decent homes. Labour will establish mortgage rescue schemes throughout the country, enabling home buyers to remain as tenants or part-owners."
"440","Mortgage interest tax relief will continue at the present rate."
"441","We will seek new arrangements to enable first-time buyers to concentrate relief in the early years."
"442","Housing log books and an end to gazumping will also help home buyers."
"443","We will also ensure that home-buyers receive proper advice about the potential cost of their mortgages in future years."
"444","Councils and housing associations will be allowed to lease or buy empty homes in order to provide accommodation for homeless people."
"445","Homes left empty without good r reason by any public authority will be e transferred to a better social landlord."
"446","We will restore housing benefit to people under 18 and provide more refuges for women escaping domestic violence."
"447","Labour will keep the right to buy."
"448","We will increase the number of homes for rent by establishing a Housing Bank to facilitate the balanced use of councils' capital receipts and offer investment capital at attractive rates of interest."
"449","Tenants will be offered the option to 'part rent, part buy'."
"450","Steps will be taken to improve sub-standard housing."
"451","Council tenants will be guaranteed real rights over their homes."
"452","Councils will set rents at a reasonable level, reflecting income levels in the different regions and localities."
"453","We will eliminate racial discrimination in housing allocation and improve safety on estates."
"454","In the private sector there is a need both for homes at market rents and those where rents are regulated and housing benefit payable."
"455","We will consult fully before introducing reforms and will not legislate retrospectively."
"456","All tenants must be protected against noise, nuisance, harassment and shoddy service."
"457","Leaseholders will have new rights, either to extend their lease, or collectively buy the freehold of their property from non-resident freeholders."
"459","We will protect people against crime. Crime in Britain has more than doubled since 1979."
"460","Over five million crimes were recorded last year, but the real total is certainly higher."
"461","Labour will insist that local councils work with the police to improve crime prevention by: modernising vulnerable estates"
"462","improving street lighting"
"463","demolishing derelict buildings"
"464","fencing off waste-land."
"465","Planning applications will be examined against crime prevention criteria."
"466","The sale of replica guns will be banned."
"467","Elected police authorities will use the extra resources available for the war against crime to ensure that more police officers are visible on the beat, backed up by the modern technology which is essential to crime prevention and detection."
"468","We will implement the recommendations of he Woolf Report to improve prison conditions."
"469","Prison must offer training for employment, not for crime."
"470","We will promote ion-custodial sentences for non-violent rimes and take steps to eradicate the discrimination in sentencing policy which particularly affects women and ethnic minority offenders. "
"472","People have a right to first-class services. We will develop customer contracts for local services, along the lines pioneered by Labour authorities."
"473","Local communities will help design services to meet their needs, with voluntary groups playing a key role in delivering services."
"474","Our new Quality Commission, incorporating the work of the Audit Commission, will ensure councils provide high-quality, value-for-money services, with clear avenues for complaint and redress."
"475","We will not tolerate shoddy service, inefficiency or waste."
"476","Councils will have to carry out an annual survey of customer satisfaction, published just before local elections."
"477","The contracts of chief officers will be linked to quality targets, with senior managers quired to sample the service they provide."
"478","Compulsory competitive tendering will be abolished, but the Quality Commission will have the power, where services have broken own, to insist that they are put out to tender, with contractors required to meet conditions such as quality thresholds and fair employment."
"479","Local planning must reflect what people, not developers, want."
"480","The Conservatives' bonfire of planning controls has led to ill-thought out development, often against the wishes of local people."
"481","Labour will give people more say in drawing up plans for their area and create a new right of appeal for residents against developments which fly in the face of their local plan."
"482","Beneficial development will be speeded up, damaging development checked and the green belt safeguarded."
"483","We will reverse the present planning presumption in favour of opencast coal mining and give top priority to local people and their environment."
"485","Councils must be accountable to local people. We shall introduce annual elections in England and Wales, with one third of councillors elected each year."
"486","Councillors must get proper support, to ensure that they are drawn from all parts of the community and are not financially disadvantaged."
"487","Labour will sign the European Charter of Local Self Government and give local councils a general power of competence, in line with other European countries, so that councils can develop new and imaginative services."
"488","We will reform the system for allocating grants to local councils and introduce less centralised rules on capital spending, enabling councils to make prudent long-term investment."
"490","We will support arts and leisure. Building on the example of many Labour councils which have developed imaginative arts initiatives, we will make the arts a statutory responsibility for local authorities."
"491","Labour's Ministry for the Arts and Media will encourage Britain's arts and their associated industries, including broadcasting and the press, to develop new ideas and attract more people."
"492","Government will commission the best designers, artists and architects, for instance, to help communities transform run-down city centres."
"493","We will renew the BBC's Charter in a way a which guarantees continuation of high-quality public service broadcasting - available in all parts of the country and covering a wide spectrum of programmes."
"494","The licence fee remains the best way of financing the BBC and preserving its independence."
"495","A concessionary fee will be introduced for all pensioners."
"496","As people have more leisure, they also need better facilities for sport."
"497","We will encourage councils to invest in modern, well-staffed sports centres for the enjoyment of people of all ages and abilities, and give mandatory rate relief to voluntary sports clubs."
"498","New facilities and better backing for people with outstanding talent will help put Britain back on the international sporting map."
"499","We will review sports taxation, reform the Sports Councils and make football grounds safe for spectators."
"500","We will stop the wanton sale of school playing fields and ensure that sport takes its proper place within the curriculum."
"502","We will protect consumers. Our Consumers' Charter will cover all goods and services."
"503","It will include: tougher health and safety standards"
"504","compensation for injury from dangerous products"
"505","comprehensive guarantees"
"506","a fast, simple remedy if things go wrong."
"507","We will press for similar standards throughout the European Community and strengthen the work of consumer groups and advice centres so that aspirations and standards are met."
"508","Every utility will be required to provide a customer contract, with compensation if standards are not met."
"509","Gas and electricity disconnections will be banned completely where young children or elderly people are concerned."
"510","We will regulate telephone services which demean women and corrupt children."
"511","We will strengthen the regulation of the utilities, enforce standards through our Consumer Protection Commission, and ensure prices are cut or other action taken where profits are excessive so that the customer gets a fair deal."
"512","We will establish a Petroleum Products Regulator."
"513","Government and Parliament will have a stronger role to work on the consumer's behalf."
"514","We will help consumers have a voice locally and nationally."
"516","We will create a cleaner, safer environment. The greatest challenge we face is the responsibility to ensure the survival of the planet."
"517","Economic progress goes hand in hand with environmental responsibility."
"518","Labour will embrace the goal of sustainable development, with environmental modernisation an integral part of our industrial strategy."
"519","Labour's Prime Minister will go to the Earth Summit in June, with a commitment to stabilising emissions of CO2 (the main source of global warming) at their 1990 levels by the end of the decade and a recognition that significant cuts will be needed in the early years of the new century."
"520","We will adopt the tightest possible timetable for eliminating CFCs and other chemicals which deplete the ozone layer."
"521","Our tough pollution standards, based on the health and safety of children, will be enforced by an independent Environmental Protection Executive."
"522","We will develop a national waste strategy promoting waste minimisation, re-use and recycling."
"523","Business will be encouraged to have environmental audits."
"524","The trade in toxic waste will be banned."
"525","We will establish a new legal right to a clean environment, ensure environmental freedom of information, implement European environmental standards such as Environmental Impact Assessment and promote a European Environmental Charter."
"526","Every government policy will be subjected to environmental appraisal, co-ordinated by a Cabinet Minister for Environmental Protection."
"527","An annual Green Book assessing the environmental impact of government economic policy will accompany the traditional financial Red Book."
"529","Improving inner cities. We will reverse the unfair treatment which has meant that the inner cities have lost out in terms of local government finance, housing investment and support for employment."
"530","Labour will pull together the present unco-ordinated initiatives into a coherent urban programme which will strengthen local economies, generate jobs and improve the quality of people's lives."
"531","We will encourage local councils to create enterprise partnerships with employers, trade unions and the community, which will mobilise the commitment and the enthusiasm of local people."
"532","The composition and terms of reference of urban development corporations will be changed immediately and they will in due course be wound up in an orderly way."
"533","At the local level, we will tackle litter and graffiti and start to transform inner city environments by establishing neighbourhood action areas where local communities can develop their own plans for regenerating the area."
"535","Clean water, healthy food. We will ensure that our drinking water, beaches and rivers meet the highest European standards and end the dumping of industrial waste at sea."
"536","The provision of water is so fundamental that it is a priority for return to public control."
"537","In the meantime, we will protect consumers against high prices and poor service and give greater priority to environmental problems."
"538","Labour's independent Food Standards Agency will ensure high food quality standards."
"539","Our Department of Food and Farming will offer British farmers and consumers a better deal."
"540","Subsidies for production will gradually be replaced with green premium payments to promote environmentally sound management of the countryside."
"542","We will invest in decent public transport. We will transform transport policy by ensuring, for the first time, that all road railway, aviation, shipping and inland waterways projects are judged on the basis of their environmental, social and economic impact."
"543","Within six months we will review the roads programme and mobilise private capital for large-scale public transport investment."
"544","All major transport projects will be subject to Environment Impact Assessment and we will fullly observe the requirements of the European Directive on EIAs."
"545","Road building proposals for sensitive areas such as Oxleas Wood and Twyford Down must be subject to full environmental assessment."
"546","We reject Conservative plans to privatise British Rail."
"547","Instead, we will modernise, setting clear performance targets to improve the quality of service and shift more freight from road to rail."
"548","We will tackle the problem of congestion and environmental damage by enabling local authorities to provide better quality transport."
"549","We will end the deregulation of buses, introduce bus priority measures integrated with new rapid transit systems within a 'green light' programme designed to encourage people to transfer to public transport."
"550","Proper concessionary fare schemes will be developed in every area."
"551","Traffic management schemes to cut unnecessary car use and better facilities for cyclists and pedestrians will make town centres safer and more attractive."
"552","We will reform transport taxation in order to encourage smaller, cleaner cars and the use of catalytic converters."
"553","The subsidy to company cars will be phased out."
"554","In London and the south-east, congestion costs the economy over £10 billion a year."
"555","We will stop bus deregulation and privatisation of London Transport and promote efficient public transport."
"556","We will seek to reverse the unacceptable decline in Britain's merchant navy and encourage the greater use of British-owned and crewed vessels, adding to Britain's security and reducing the cost to our balance of payments."
"557","All transport services will be required to meet high standards of service and safety, with effective avenues for complaint and compensation where appropriate."
"558","We will establish a new independent transport safety inspectorate within the health and safety legislation to improve the safety environment which has led to the terrible tragedies of recent years."
"559","Increased security measures and better staffing will be particularly welcome to women, elderly and disabled people."
"561","Saving energy. Labour will give top priority to energy saving rather than energy sales."
"562","We will set up an Energy Efficiency Agency and a Renewable Energy Agency."
"563","We will require the gas and electricity companies to invest in insulation and other energy-saving measures."
"564","We will not invest in new nuclear power stations, continue with those in the planning process or extend the lives of existing nuclear stations beyond their safe life span."
"565","Britain's dependence on nuclear power will therefore steadily diminish."
"566","We will use the most modern technology to deal with the problems of decommissioning and nuclear waste."
"568","A beffer life in the country. We will expand affordable housing in rural areas, develop countryside colleges to meet wider training needs and invest in workshops and small business units."
"569","We will support rural schools and improve public transport."
"570","The work of the Rural Development Commission and the Development Board for Rural Wales will be boosted."
"571","The ecological richness of our countryside must be protected."
"572","We will give people a new right of access to open country, create new national parks and step up protection for special sites."
"573","We will consult widely on the best way forward for nature conservation and countryside bodies, including independent boards for all national parks."
"574","We will safeguard Britain's rivers and canals and improve leisure facilities."
"575","Anglers will benefit from and contribute to our plans for improved river quality."
"577","We will protect animals. We will reduce cruelty to animals within Britain and Europe."
"578","We will ban the testing of beauty aids on animals, outlaw fur farming and ensure better treatment of farm animals and animals in transit."
"579","Our national dog registration scheme will provide the money for a warden service."
"580","As part of our programme to outlaw cruelty wild mammals, we will allow a free vote in the House of Commons on a proposal to ban the hunting of live quarry with hounds and, if it is passed, provide parliamentary time for the necessary legislation."
"581","There will be no new limitations on the country sports of angling or shooting."
"583","A modern democracy. It is time to modernise Britain's democracy."
"584","Central to Labour's purpose in government is our commitment to radical constitutional reform."
"585","Our Charter of Rights, backed up by a complementary and democratically enforced bill of rights, will establish in law the specific rights of every citizen."
"586","We will start in our first parliamentary session with a Freedom of Information Act which will open up government to the people."
"587","Exceptions will be tightly drawn."
"589","We will give power to the nations and regions. We will move immediately to establish an elected Scottish Parliament."
"590","It will have powers to legislate for and administer Scotland's domestic affairs and modernise Scotland's economy and the ability to represent Scotland within the United Kingdom and Europe."
"591","Labour's legislation will be firmly based on the proposals agreed in the Scottish Constitutional Convention."
"592","The Parliament will be elected on an Additional Member System."
"593","It will be responsible for local government, health, housing, education, transport, environmental and other policies within Scotland."
"594","In our first year, we will introduce a new Welsh Language Act."
"595","We will establish, in the lifetime of a full Parliament, an elected Welsh Assembly in Cardiff with powers and functions which reflect the existing administrative structure."
"596","Local government in Wales will be reformed to create between 25 and 30 'most purpose' authorities."
"597","A regional tier of government in the English regions will take over many powers now exercised nationally, such as regional economic planning and transport."
"598","These new administrations will later form the basis for elected regional governments."
"599","To simplify local government in England, we will establish 'most purpose' authorities generally based on district councils."
"600","In some areas, a county-wide authority or the amalgamation of districts may be more appropriate."
"601","We will consult widely before finalising proposals."
"602","London is now the only European capital without the advantage of its own elected authority."
"603","Labour will give Londoners the right to elect a new Greater London Authority responsible for making London a better place to live and work."
"605","We will safeguard press freedom. We will remove unjustified restrictions on broadcasting and establish an urgent enquiry by the Monopolies and Mergers Commission into the concentration of media ownership."
"606","If the press fail to deal with abuses of individual privacy, we will implement the Calcutt Report's recommendations for statutory protection."
"607","Individuals must be able to control personal information about themselves."
"608","We will strengthen Britain's Data Protection Act in line with European practice."
"609","The security services will be brought under the scrutiny of a Parliamentary Select Committee."
"611","We will see that justice is done. There is widespread concern about the miscarriages of justice which have imprisoned innocent people."
"612","As part of our sweeping programme of law reform, we will establish an additional appeals tribunal, including lay members as well as lawyers, to examine the most contentious convictions."
"613","The Police and Criminal Evidence Act will be reformed."
"614","Convictions will no longer be possible on uncorroborated confession evidence."
"615","We will improve access to legal aid and, when resources allow, extend it to tribunal hearings."
"616","We will encourage the expansion of voluntary advice centres and invest in better support for victims."
"617","We will appoint from the House of Commons a Minister for Legal Administration, who will initially be part of the Lord Chancellor's Department."
"618","We will go on to create a Department of Legal Administration headed by a Minister in the Commons who will be responsible for all courts and tribunals in England and Wales."
"619","Future reform of the distinctive Scottish legal system will be the responsibility of the Scottish Parliament."
"620","We will work with the legal profession to open up new opportunities to women and to black and ethnic minority groups, and create an independent judicial appointments commission."
"621","A Sentencing Council will bring some consistency into what is now often a haphazard process."
"622","A Court Inspectorate will improve the efficiency of our often outdated judicial system."
"624","We will offer everyone a the fair chance. Stronger sex and race discrimination laws will ensure that organisations awarded government contracts take positive steps to promote equal treatment."
"625","We will introduce a new law dealing with discrimination on grounds of sexuality, repeal the unjust Clause 28 and allow a free vote in the House of Commons on the age of consent."
"626","In order to safeguard the rights of people with disabilities, we will appoint a Minister for the Disabled and extend anti-discrimination laws to cover this group."
"627","We will establish a Children's Minister within the Home Office to co-ordinate policies for children across departments."
"628","One independent Children's Commissioner will promote the interests of all children."
"629","Protecting children will be high on the agenda, as will the full implementation of the Children Act and the UN Convention to promote childrens rights."
"631","Labour's Ministry for Women. Following the successful example of France, Germany and many other countries, Labour will appoint a Cabinet Minister for Women."
"632","She will ensure that women's voices are heard at the highest level."
"633","She will monitor the work of all other departments and co-ordinate action for equal opportunities across government."
"634","The Ministry will also initiate legislation for women."
"635","In particular, we will introduce a new Sex Equality Act which will combine and strengthen the current equal pay and sex discrimination laws."
"636","The Ministry for Women will have special responsibility for co-ordinating childcare policy, improving women's safety and encouraging more women to participate in public life."
"638","The black and ethnic minority communities. We are determined to ensure that women and men from ethnic minority groups are full and equal members of the community."
"639","As well as strengthening the race discrimination laws and extending the powers of the Commission for Racial Equality, we will press for similar laws throughout the European Community."
"640","We will not tolerate the present level of racial harassment and attacks, and will ensure that more effective protection is given to vulnerable groups."
"641","Contract compliance laws will be the first step towards guaranteeing the black and Asian British their fair share of jobs."
"643","Fair citizenship law. We will introduce fair immigration and citizenship laws which restore the right to British citizenship for every child born in Britain."
"644","Our laws, which will not discriminate on grounds of sex or race, will respect the right to family life."
"645","A new Act will guarantee sanctuary to genuine refugees but prevent bogus applications for asylum."
"646","We are determined to see that equally fair laws apply throughout the European Community and will oppose any attempt to remove voting rights from Commonwealth citizens in European elections."
"648","Northern Ireland. Labour will continue the present talks on Northern Ireland."
"649","In the long term, we want to see a united Ireland achieved by consensus and without violence."
"650","We support the commitment in the Anglo-Irish Agreement that 'any change in the status of Northern reland would only come about with the consent of a majority in Northern Ireland'."
"651","We will work within the agreement to achieve our policy of unity by consent, and strengthen measures against injustice, discrimination and deprivation."
"652","We will fight terrorism by every lawful means, repealing the counter-productive Prevention of Terrorism Act and replacing it with measure which is more effective and genuinely acceptable in a democratic society."
"654","A modern Parliament. Westminster must become more effective in protecting citizens and holding government to account."
"655","We will therefore improve the procedures and facilities of the House of Commons, strengthen scrutiny of EC legislation, and end ministerial misuse of the Royal Prerogative."
"656","We will give shareholders the right to vote upon all political donations made by public companies, require donations to political parties to be declared in a public register, require the accounts of political parties to be published and, as recommended by the Houghton Report, introduce state aid for political parties."
"657","Further constitutional reforms will include those leading to the replacement of the House of Lords with a new elected Second Chamber which will have the power to delay, for the lifetime of a Parliament, change to designated legislation reducing individual or constitutional rights."
"658","We will continue to encourage a wide and well-informed public debate on the electoral system."
"659","The working party on electoral systems which we established in opposition under the distinguished chairmanship of Professor Raymond Plant will continue its work with an extended membership and enhanced authority and report to the next Labour government."
"660","This general election was called only after months of on-again, off-again dithering which damaged our economy and weakened our democracy."
"661","No government with a majority should be allowed to put the interests of party above country as the Conservatives have done."
"662","Although an early election will sometimes be necessary, we will introduce as a general rule a fixed parliamentary term."
"664","Britain in a new world. We need a new government to grasp new opportunities."
"665","A Labour government ready to exploit Britain's unique, interlinking membership of the United Nations Security Council, NATO, the Commonwealth, the European Community and the G7."
"667","It's a new chance to enhance peace in the world. Labour, which in opposition joined our NATO allies in rejecting the Conservative government's cold war nostalgia, will in government partner the United States in negotiating to reduce the world's stocks of nuclear weapons."
"668","We shall seek to involve the four former Soviet nuclear republics, together with France and China."
"669","Until elimination of those stocks is achieved, Labour will retain Britain's nuclear capability, with the number of warheads no greater than the present total."
"670","With the increase in major nuclear powers from five to eight, proliferation is a dangerous reality and may become an even greater threat to peace and stability."
"671","The Tory government contributed to proliferation when it permitted the supply of nuclear weapons material to Saddam Hussein."
"672","The Labour government will work in the United Nations for a strengthened nuclear non-proliferation treaty, backed by meaningful sanctions and by a comprehensive nuclear test ban treaty."
"673","We will in addition work for a global ban on chemical and biological weapons and stronger controls to prevent proliferation of ballistic missiles."
"674","Meanwhile, we will join Russia in ending nuclear tests."
"675","We will actively support the peace-making role of the UN - for example, in Cambodia and Somalia - and work for a permanent United Nations peace-keeping force."
"677","It's a new chance to solve long-running disputes. The Labour government will work in the United Nations and the European Community to enhance peace prospects in the Middle East."
"678","Our aims are security for Israel and self-determination for the Palestinians."
"679","There must be strict control on arms sales to the region."
"680","Labour will work in the United Nations, the Commonwealth, the European Community and NATO to help bring about the peaceful reunification of Cyprus, on the federal basis advocated by the sovereign government of Cyprus."
"681","The Labour government will make itself available to our friends in India and Pakistan to assist in achieving a negotiated solution to the problem of Kashmir that is acceptable to all the people of Kashmir - Moslems, Hindus and Buddhists."
"682","We will, as a matter of urgency, discuss with Hong Kong's representatives what measures may best enhance democracy and confidence during Britain's five remaining years of responsibility for the colony."
"684","It's a new chance to provide genuine security for Britain. As the party which took Britain into NATO, Labour will base its defence policies on UK membership of the alliance."
"685","We will provide whatever resources are needed for effective defence for our country, providing the necessary level of forces with the appropriate equipment and weapons."
"686","Unlike the Tories, we recognise that disarmament negotiations and technological change can bring about problems for our defence industries."
"687","Nearly 100,000 lobs have already been lost during the past two years and 123,000 more are in danger."
"688","Selling more arms to poor countries is not an acceptable or effective way of maintaining Britain's defence industries."
"689","We will stop sales to countries which might use them for internal repression or international aggression."
"690","The Labour government will set up a Defence Diversification Agency to assist workers, communities and companies affected by change."
"691","The agency will ensure that resources made available by reductions in defence spending - reductions already planned by the Conservative government - are used in the first instance for rebuilding and investing in our manufacturing base."
"692","From the fruits of this investment can stem finance for health and the social services."
"694","It's a new chance for a new Europe. The Labour government will promote Britain out of the European second division into which our country has been relegated by the Tories."
"695","Our first chance will be the United Kingdom's six-months' presidency of the Community, starting on 1 July."
"696","We shall use that presidency to end the Tories' opt-out from the Social Chapter, so that the British people can benefit from European safeguards."
"697","We will also use our presidency to help ensure that poorer countries are not disadvantaged as a result of the Single Market."
"698","We shall play an active part in negotiations on Economic and Monetary Union."
"699","We shall fight for Britain's interests, working for Europe-wide policies to fight unemployment and to enhance regional and structural industrial policy."
"700","The elected finance ministers of the different countries must become the effective political counterpart to the central bank whose headquarters should be in Britain."
"701","As part of the evolving role of the regions of Europe, we will establish a Scottish representative office in Brussels and seek appropriate representation for the Scottish Parliament in European institutions."
"702","We shall seek fundamental changes in the wasteful Common Agricultural Policy."
"703","Savings can help finance other Community projects."
"704","We shall make the widening of the Community a priority, and shall advocate speedy admission for Austria, Sweden, Finland and Cyprus, whose membership applications have been or are about to be lodged."
"705","We shall seek to create conditions in which, at the appropriate time, the new democracies of Central and Eastern Europe can join the Community."
"707","It's a new chance for human rights. Labour will set up a Human Rights Division in the Foreign and Commonwealth Office, and require all Britain's diplomatic posts abroad to appoint an officer to monitor human rights."
"708","There will be an annual report to Parliament."
"709","Decisions on economic aid and arms sales will be linked to human rights records."
"711","It's a new chance to win friends abroad. Labour will end Tory government meddling in the valuable work of the British Council."
"712","Within carefully controlled costings, Labour will consider new scope for the BBC World Service, praised by listeners such as Terry Waite and Mikhail Gorbachev, and for the BBC's World Service Television Service."
"714","It's a new chance to fight world hunger and poverty. Under the Tories, Britain's aid budget has been cut to its lowest ever."
"715","The Labour government will aim to meet the United Nations aid target of 0.7 per cent of GNP within five years - the lifetime of a full Parliament."
"716","Labour will establish a separate Department of State for International development, whose Minister will be in the Cabinet."
"717","Tackling poverty will be the top priority of our aid programme."
"718","We will make aid more effective, work more closely with non-governmental agencies, put women at the heart of our programme and, in co-ordination with other donors, reduce the share of tied aid."
"719","Labour will promote environmentally sustainable development and encourage new approaches to reduce Third World debt."
"720","We will restore funding for development education in the UK."
"721","We will promote greater and fairer trade for poor countries, to enable their economies to grow and diversify."
"722","UN and European Community action to help the world's poor must become more effective."
"723","Labour will take Britain back into UNESCO."
"724","The Labour government will work within the G7 and the European Community to win support for a New Marshall Plan to assist the former communist countries of Central and Eastern Europe and of the ex-Soviet Union."
"725","Instability in those countries, caused by shortages and discontent, could be as great a threat to world peace as the armed communism that has now disappeared."
"727","It's a new chance for Britain in the Commonwealth. The Tories have regarded the Commonwealth as a wearisome obligation."
"728","Labour believes that this unique inter-racial and inter-hemispheric organization can play a central role in fighting racism, hunger and human rights violations."
"729","We shall play an active part in the Commonwealth and join the South Africa Committee of Foreign Ministers which the Tories have boycotted."
"731","It's a new chance to safeguard the environment. The Tories have been laggardly and reluctant in international moves to protect our planet's environment."
"732","Labour will set the pace in pressing for international action to safeguard the ozone layer, to combat acid rain, to tackle the problem of global warming, to face up to the environmental needs of the poorest people of the world."
"733","We will scrap the Tory government's opt-out on European Community environmental protection measures and deadlines."
"734","Labour will adamantly oppose any attempts to permit commercial exploitation of the virgin continent of Antarctica.  "
