"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"40000901","Since then, it has continued rising on the continent, while we have restrained public spending here.",,,,,"The choice between the two economic philosophies is clean. In the years before 1979, public spending in Britain kept pace with the average for Europe as a whole.","Now, public spending takes about 40% of our national income as against an average of 50% on the continent. We have broken free from a trend in which the rest of Europe is still trapped.",,4,,,,
"40001111","No Conservative government will jeopardise this achievement.",,,,,"Homeowners are now enjoying mortgage rates at the lowest levels for 30 years. It has taken tough decisions to break free from our reputation as a high inflation economy.","During the next parliament, we will maintain an inflation target of 2.5% or less. Rising Living Standards. The only secure base for rising living standards is a strongly growing economy, low levels of public spending and taxation, and stable prices.",,4,,,,
"40001191","The goal which we set ourselves in 1995 is to double living standards over 25 years.",,,,,"Since 1979 it has increased by <U+00A3>100 a week this year alone it will increase by <U+00A3>7 a week.","We are on course to achieve our goal. 2. Jobs and Business. Our priority is to create jobs.",,4,,,,
"40001221","This is not just an economic priority, but also a social and moral one.",,,,,"We are on course to achieve our goal. 2. Jobs and Business. Our priority is to create jobs.","Jobs and enterprise are the best ways of tackling poverty and deprivation. Britain is succeeding.",,4,,,,
"40001571","We will continue to simplify the administration of NICs and PAYE for small firms, allowing them to concentrate on satisfying customers not bureaucrats.",,,,,"In the next parliament, we will reform business rates to reduce the cost that falls upon small businesses. No businessman has time to fill out reams of forms.","We are also tackling a problem that hits small businesses particularly hard - the late payment of bills. On top of our programme to ensure government departments and local authorities pay on time we have legislated to require companies to publish their payment policy and to report their record on how quickly they pay their bills to small businesses.",,4,,,,
"40001751","As companies in the rest of Europe have grown more uncompetitive, employers have found it too expensive to employ new workers, investment has gone elsewhere, and the dole queues have lengthened.",,,,,"This provides a false sense of security, playing a cruel trick on working people. It also excludes the unemployed from work.","The European social model is not social and not a model for us to follow. But if Britain signed up to the Social Chapter it would be used to impose that model on us - destroying British jobs.",,4,,,,
"40001821","We now have in place a battery of schemes working with Training and Enterprise Councils to provide targeted help and training, including remedial education in literacy and numeracy.",,,,,"We will resist the imposition of other social burdens on the work place through a new European employment chapter. Welfare into Work. Although governments cannot create jobs, they can help people train and find work.","We are also developing new incentives, alongside Family Credit, to help people move off benefit into work. We will always help those in genuine need: in return, the unemployed have a responsibility to look for work and accept a reasonable offer.",,4,,,,
"40002121","Thanks to Conservative policies of liberalisation and privatisation we are strong in industries of the future such as telecommunications, financial services, and information technology.",,,,,"We have always looked out beyond these shores, beyond this continent. Our language, our heritage of international trading links, our foreign investments - second only to America's - are historic strengths which mean we are ideally placed to seize the opportunities of the global economy.","These are the industries that will benefit from opening up trade around the world. We will push for completion of the European Single Market and continue to pursue the objective of transatlantic free trade against the background of world trade liberalisation.",,4,,,,
"40006611","To achieve that, we have encouraged them to work in partnership with central government, with private enterprise, and other organisations in their community.",,,,,"Local Government. We are developing a new vision for local government. We believe local government should take a lead in the planning and development of their communities.","The impact of local government is multiplied when they work in this way. To encourage this partnership, we have developed the new approach of Challenge Funding.",,4,,,,
"40006731","There are, however, still great disparities between the best and worst performers, as the Audit Commission shows in their thought-provoking reports.",,,,,"They must look after the interests of users of their services - and that is often best done by being a purchaser, not an employer. Standards of service are rising in many local authorities.","We will keep up the pressure for higher standards and improved value for money by insisting on compulsory competitive tendering. The development of Challenge Funding and the shift in the role of local authorities from direct employers to purchasers of services will transform local authorities over the coming years.",,4,,,,
"40007171","3,300 matches have so far been made between suspects and crime stains.",,,,,"We have helped fund over 4,000 closed circuit TV schemes over the last 2 years for additional security. Our national DNA database - the first in the world - now has over 112,000 samples on it.","The Government has increased the maximum penalty for taking a gun to a crime and for attempted rape to life imprisonment. Since 1985 the average sentence for violence against the person has risen by a third and for sexual offences by nearly 40%.",,4,,,,
"40007341","Recorded crime has fallen every year for the last 4 years.",,,,,"Our reforms are aimed at ensuring that crime does not pay. And they are working - the pessimists and the scoffers are wrong.","It is now 10% lower than it was in 1992. That is over half a million fewer crimes - the biggest drop since records were first kept in the middle of the 19th century.",,4,,,,
"40007591","Conditions might include a requirement to keep their children in at night, taking their children to and from school, attending a drug rehabilitation clinic or going to sessions to improve their skills as parents.",,,,,"The courts would be able to impose an order - a Parental Control Order - on the parents of children whom they believed could keep control of their children but were refusing to do so. Courts will be given the power to attach conditions to Parental Control Orders.","Parents who breached these conditions - in defiance of the court - would face a range of possible sanctions. Appearing before a youth court should be a daunting experience for the juvenile concerned.",,4,,,,
"40007681","We are piloting a tough new regime, with a heavy emphasis on discipline, at a young offenders institution and at the military prison in Colchester.",,,,,"The probation service - rather than social services - will be responsible for enforcing community punishments for under-16s. Persistent juvenile offenders need to be properly punished.","In 1994 we doubled the maximum sentence for 15-17 year olds to 2 years detention in a young offenders institution. We have given the courts the freedom to allow the publication of the names of convicted juveniles.",,4,,,,
"40007761","There are now about 16,000 more police officers - and over 18,000 more civilians helping them - than when we took office.",,,,,"If successful we will consider extending them nationwide. Catching, Convicting and Punishing. We back the police every inch of the way.","We are providing chief constables with the resources to recruit 5,000 extra police constables in the three years to 1999. We support police initiatives to target the hard core of persistent criminals.",,4,,,,
"40008041","We will bring forward in the next parliament a package of measures designed to modernise the current systems for dealing with City fraud.",,,,,"The City's unchallenged position as Europe's most dynamic and successful financial centre owes a great deal to its reputation for honesty and fair dealing. We will help ensure that this reputation is maintained.","This will include legislation to allow the Inland Revenue to pass confidential information to the police, the Serious Fraud Office and the financial regulators to assist in the investigation of cases involving serious financial fraud. We will also remove the remaining legal obstacles to the controlled exchange of confidential information between the police and the regulators in this kind of case.",,4,,,,
"40008341","They can destroy whole neighbourhoods.",,,,,"Drugs. Drugs are a menace to the very fabric of our society. They ruin the lives of addicts and their families.","The promising youth of today can too easily become the sad dropouts of tomorrow turning to crime and violence. The Conservative Government has a comprehensive strategy, launched in 1995, committed to fighting drugs in communities and in schools.",,4,,,,
"40008371","It is tough on criminals and vigilant at our ports.",,,,,"The promising youth of today can too easily become the sad dropouts of tomorrow turning to crime and violence. The Conservative Government has a comprehensive strategy, launched in 1995, committed to fighting drugs in communities and in schools.","It is respected throughout the world. We spend over <U+00A3>500m every year in tackling all aspects of drug problems.",,4,,,,
"40008421","tackling drug abuse at local level through Drug Action Teams",,,,,"We will continue the fight against drugs through a coordinated approach: being tough on pushers reducing demand by educating young people","saying No to legalising drugs and working with international agencies and foreign governments to resist the menace spreading.",,4,,,,
"40008461","A Confident, United and Sovereign Nation. Our Record - The Nation. Many of our old cities have been rejuvenated through a partnership of public and private investment.",,,,,"and working with international agencies and foreign governments to resist the menace spreading. This pernicious evil has to be fought by all of us.","The area of green belt has doubled since 1979. Water and air quality in the UK have improved significantly.",,4,,,,
"40008801","We will use this approach to regenerate the worst housing estates and transform the lives of those who live in them - targeting support for programmes to improve education standards, employment and crime prevention alongside new private sector investment.",,,,,"Over the next decade, we aim to raise some <U+00A3>25bn of new private investment in housing estates by encouraging tenants in more than half of the remaining public sector housing stock to opt for transferring their homes to new landlords. These transfers will only occur where tenants choose this mute to improve theft estates.","As well as this attack on poor housing, we will continue to help the homeless. We will carry through our planned extension of the Rough Sleeper Initiative from London to other big cities.",,4,,,,
"40009371","Everybody, regardless of colour or creed, has the right to go about his or her life free from the threat of intimidation.",,,,,"Britain - A Tolerant Country. Tolerance, civility and respect have always been hallmarks of our nation. It is thanks to them that we have an excellent record in race relations.","We are taking tough action to tackle harassment. Under proposals in the Protection from Harassment Act 1997, it will be a crime to behave in a way which causes someone else to be harassed.",,4,,,,
"40009391","Under proposals in the Protection from Harassment Act 1997, it will be a crime to behave in a way which causes someone else to be harassed.",,,,,"Everybody, regardless of colour or creed, has the right to go about his or her life free from the threat of intimidation. We are taking tough action to tackle harassment.","The maximum penalty will be 6 months in prison. Firm, but fair, immigration controls underpin good race relations.",,4,,,,
"40009821","Britain and the European Union. We believe that in an uncertain, competitive world, the nation state is a rock of security.",,,,,"We will also continue to provide leadership in Europe and internationally on environmental issues, building on the Rio Conference to encourage sustainable development - meeting our commitment to reduce Carbon Dioxide (CO2) emissions by 10% on 1990 levels by 2010 to prevent climate change. The Prime Minister has committed himself to attending the next UN Environmental Conference in June.","A nation's common heritage, culture, values and outlook are a precious source of stability. Nationhood gives people a sense of belonging.",,4,,,,
"40009841","Nationhood gives people a sense of belonging.",,,,,"Britain and the European Union. We believe that in an uncertain, competitive world, the nation state is a rock of security. A nation's common heritage, culture, values and outlook are a precious source of stability.","The government has a positive vision for the European Union as a partnership of nations. We want to be in Europe but not run by Europe.",,4,,,,
"40010051","We will not accept other changes to the Treaty that would further centralise decision-making, reduce national sovereignty, or remove our right to permanent opt-outs.",,,,,"This is how we are approaching the Inter-Governmental Conference. We will argue for a flexible Europe which fully accommodates the interests and aspirations of all its member states and where any new proposals have to be open to all and agreed by all.","We will retain Britain's veto and oppose further extension of qualified majority voting in order to ensure we can prevent policies that would be harmful to the national interest. We will defend the rights of national parliaments and oppose more powers being given to the European Parliament at the expense of national parliaments.",,4,,,,
"40010281","John Major secured for us at Maastricht an opt-out from the commitment to enter a single currency.",,,,,"A Single Currency: Our Referendum Guarantee. The creation of a European single currency would be of enormous significance for all European states whether they are members or not. We must take account of all the consequences for Britain of such a major development of policy.","It is only because of this opt-out that we have the right to negotiate and then decide whether it is in Britain's interest to join. It is in our national interest to take part in the negotiations.",,4,,,,
"40010411","If a single currency is created, without sustainable convergence, a British Conservative government will not be part of it.",,,,,"We will argue this case in the negotiations that lie ahead. We believe it is in our national interest to keep our options open to take a decision on a single currency when all the facts are before us.","If, during the course of the next parliament, a Conservative government were to conclude that it was in our national interest to join a single currency, we have given a guarantee that no such decision would be implemented unless the British people gave their express approval in a referendum. Defence in an Unstable World. The old rivalries of the Cold War have been replaced by new tensions.",,4,,,,
"40010691","Open, Accountable Government. In recent years we have taken significant steps to open up government to public scrutiny, and give individuals more information to hold government and public services to account.",,,,,"In recent years we have opened up government, devolved power and accountability, and introduced reforms to make parliament work more effectively. It is that evolutionary process that we are committed to continue.","We have introduced a code on access to government information, policed by the Ombudsman. We have published information on the workings of government previously held secret -including the composition of cabinet committees, and the structure of the security and intelligence services.",,4,,,,
"50000161","We are in politics not just to manage things better, but to make things happen.",,,,,"Or modernise our politics to give people more say. The Liberal Democrats reject this timidity.","To build a more prosperous, fair and open society. We believe in the market economy as the best way to deliver prosperity and distribute economic benefits.",,4,,,,
"50000461","Tackle the backlog of repair and maintenance to buildings with <U+00A3>500m additional investment over 5 years.",,,,,"In the first year, we will double spending on books and equipment to overcome the effect of recent cuts. Reduce primary school class sizes so that within 5 years no child between 5 and 11 I will need to be in a class of more than 30.","Boost chances for all adults to improve their skills and get better qualifications. Making the best start. Early years education is the essential building block for higher standards and achievement later on.",,4,,,,
"50001521","First, the single currency must be firmly founded on the Maastricht criteria.",,,,,"The best framework for this is a single European currency and it is in Britain's interests to take part in this. However, three conditions must be met before this can happen.","Second, Britain must meet those criteria. Third, the British people must have said yes' in a referendum.",,4,,,,
"50001671","Invest in a highly-skilled workforce.",,,,,"We will break open the poverty traps that stop unemployed people from working. Our plans for boosting investment in infrastructure, promoting small businesses and encouraging energy conservation will create hundreds of thousands of new jobs.","Our investment of an additional <U+00A3>2 billion a year in education and training will improve skills and increase the nation's knowledge base. Promote environmental sustainability.",,4,,,,
"50001781","We will seek to expand the sources of 'seed-corn' capital.",,,,,"We will: Support small and medium-sized businesses. We will encourage the banks to develop new sources of private finance, including grants, equity finance and mutual guarantee schemes.","We will legislate for a statutory right to interest on late debt payments. We will require the banks to develop new codes of banking practice for small businesses.",,4,,,,
"50001931","We will bring together the marketing and infrastructure work of government, local Councils and tourist boards.",,,,,"We will encourage regional technology transfer centres to bring together the resources of industry, universities and government laboratories. Promote tourism.","We will ensure that local communities are involved in the planning of tourist developments from the earliest stages. Build new partnerships at work.",,4,,,,
"50001961","We will give employees new rights to consultation and participation in decisions and give companies and their employees access to advice on the forms of partnership which best suit them.",,,,,"We will ensure that local communities are involved in the planning of tourist developments from the earliest stages. Build new partnerships at work.","We will promote profit-sharing, mutual structures and employee share-ownership schemes. We will extend the benefits of the Social Chapter of the Maastricht Treaty to all UK employees, while resisting the adoption of new rules that unnecessarily harm job opportunities.",,4,,,,
"50002101","We will strengthen customer guarantees, improve product standards and labelling, especially for environmental purposes, and encourage products that are easier to repair, reuse and recycle.",,,,,"Give consumers more power. We will promote the establishment of industry-wide Ombudsmen schemes to improve complaints procedures and consumer redress.","We will insist on clear labelling for food products which include genetically modified ingredients. Reform the privatised utilities.",,4,,,,
"50002341","Cut VAT and taxes on jobs, and make up the difference by taxing pollution instead.",,,,,"This will help reduce global warming, cut air pollution and prevent waste. Our targets include cutting carbon dioxide emissions (the main cause of climate change) by 30 per cent from the 1990 level over the next 15 years.","This will help create more jobs and a better standard of living. Adopt a Green Action Programme.",,4,,,,
"50002691","To encourage energy saving, we will gradually introduce a 'carbon tax' on fossil fuels, using the funds raised to cut VAT and employers' National Insurance Contributions (the tax on jobs).",,,,,"By contrast, cutting VAT on fuel bills to 5 per cent would save the average household only <U+00A3>19 per year. Cut taxes on people by taxing pollution instead.","This is a tax switch, not a tax rise, and will be phased in gradually. Improve energy efficiency.",,4,,,,
"50003021","We will halt the trade in endangered species as pets.",,,,,"We will: Promote animal welfare. We will set up a compulsory national dog registration scheme.","We will promote and extend training and qualification for those who work with livestock. We will insist on the enforcement of maximum time limits and for transporting live animals in the EU, a stricter timetable for banning veal crates and improved rearing conditions for pigs and chickens across the EU.",,4,,,,
"50003531","Strengthen the criminal justice system.",,,,,"We will reserve custodial sentences for more serious and persistent offenders. Our voluntary Citizens Service will enable young people to get directly involved in crime prevention schemes.","We will make the justice system work more quickly and effectively and review sentencing policy. We will overhaul the Crown Prosecution Service.",,4,,,,
"50003741","We will: Seek further reform of the Common Agricultural Policy (CAP).",,,,,"Rural communities. Britain's rural economy and communities have been transformed over the last fifty years. The challenge for the next fifty years is to protect and enhance the richness of rural life, while developing a thriving rural economy.","We will work to replace the CAP, which currently subsidises production, with Countryside Management Contracts - a targeted system of direct payments to support economic, social and environmental goals in rural communities. Countryside Management Contracts will enable farmers and landowners to choose from a wide range of options, for example, to improve the rural environment, maximise food quality, protect natural habitats or move to less intensive or organic farming methods.",,4,,,,
"50003801","We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas.",,,,,"We will, in partnership with the agriculture industry, draw up a national strategy for farming in order to provide a framework for public policy and private decision-making over the next 10 years. We will promote agricultural research and development, and assist farmers wishing to diversify.","Tackle rural crime. We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police.",,4,,,,
"50003851","We will support smaller village schools through greater use of information technology and specialist teaching teams.",,,,,"We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve. Enhance rural services.","We will encourage schemes that enable local communities to make use of school buildings and equipment. We will promote community hospitals and use them for more out-patient consultations.",,4,,,,
"50004421","The problem: The NHS has been squeezed between rising demand and government underfunding, and disrupted by repeated changes in government policy.",,,,,"We will enhance the BBC World Service as a national asset. Which party will care for the NHS and put my patients first? Our aim: To make year-on-year improvements in the health of Britain's people and the quality of the National Health Service.","Morale amongst NHS professionals is falling, and bureaucracy has grown at the expense of front-line patient care, while numbers of nurses and hospital beds have fallen. Our commitment: Liberal Democrats will increase funding for the NHS and secure funding for the future.",,4,,,,
"50004721","We will invest at least an extra <U+00A3>540 million every year in the NHS to pay for our policy priorities.",,,,,"Morale is dropping, standards of care are at risk from underfunding and highly qualified doctors and nurses are leaving the profession. We will: Invest more in the NHS.","This will be paid for by closing the loophole that allows employers to avoid paying National Insurance contributions on certain benefits in kind and by putting 5p on the price of a packet of 20 cigarettes. We will use these extra funds to tackle the crisis in staffing, especially in the hospital sector, and begin a shift to preventive care.",,4,,,,
"50005171","We will enable patients and staff to apply directly to our new National Inspectorate of Health and Social Care to carry out inspections and take action where deficiencies come to light.",,,,,"We will strengthen the Patients' Charter and include rights to treatment within a specified time, a choice of GP, information about the options for treatment, guaranteed access to health records and better redress. Ensure that action is taken to improve poor quality services.","Community care. Our aim is to create a society in which people, whatever their needs, can live their lives with dignity. We will: Give people choice in the services they use and the way they are provided.",,4,,,,
"50005361","Our commitment: Liberal Democrats will modernise Britain's outdated institutions, rebuild trust, renew democracy and give Britain's nations, regions and local communities a greater say over their affairs.",,,,,"The problem: People know that British politics isn't working. Their politicians have lied to them, their Parliament has become tainted by sleaze and their government is out of touch and doesn't listen.","Our priorities are to: Restore trust between people and government, by ending secrecy and guaranteeing peoples' rights and freedoms. Renew Britain's democracy, by creating a fair voting system, reforming Parliament and setting higher standards for politicians' conduct.",,4,,,,
"50005801","We will press for a new constitutional settlement based on the protection of individual rights through a Bill of Rights, incorporating the European Convention.",,,,,"Northern Ireland. Peace in Northern Ireland depends on containing and ultimately removing the entrenched hostility between the two main communities in Northern Ireland. We will: Establish a power-sharing executive for Northern Ireland, elected under a fair and proportional system of voting.","Give individuals more power and political responsibility. We will introduce a fair and proportional voting system for all elections, and reform and strengthen local government in the province.",,4,,,,
"50005831","Ensure respect for civil liberties.",,,,,"Give individuals more power and political responsibility. We will introduce a fair and proportional voting system for all elections, and reform and strengthen local government in the province.","We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials. We will urgently implement the North Report's recommendations for an independent commission to supervise parades and marches.",,4,,,,
"50006071","We will take nearly 500,000 low earners out of income tax altogether by raising tax thresholds.",,,,,"The value of the benefit to employers will gradually be reduced. Break open the poverty trap.","This will provide lower taxes and new incentives to work, while cutting the benefits bill and reducing tax for 99.5 per cent of all income taxpayers. This will be paid for by introducing a new top tax rate of 5Op on taxable income of over <U+00A3>100,000 per year. ",,4,,,,
"50006241","We will: Guarantee everyone an acceptable minimum standard of living in retirement.",,,,,"Older people. Everyone in Britain should be able to look forward to a retirement of security, opportunity and dignity. Old people feel that they are fast becoming Britain's forgotten generation.","We will create an additional top-up pension for pensioners with incomes below the Income Support level. This will be indexed to earnings and tapered as outside income increases.",,4,,,,
"50006331","Expand private pensions and give people more control over their pensions.",,,,,"Protect the rights of older people. We will legislate against discrimination on the grounds of age.","We wish to see more people making provision for their old age. We will replace the State Earnings Related Scheme (SERPS) with a scheme under which all employees have personal or occupational pensions.",,4,,,,
"50006431","Our aim is that every young person between the ages of 16 and 19 will have the opportunity to either work, learn, train or take a place on our new Citizens Service.",,,,,"Young people. We propose a new deal for young people, in which new rights and new responsibilities go hand in hand. We will: Expand opportunities.","Restore security to excluded young people. The withdrawal of benefit rights has condemned thousands of young people to life out of work and on the streets, at great long-term public cost.",,4,,,,
"50007011","We will require government departments, local Councils and public organisations to make their key public literature available in Braille or where appropriate tape.",,,,,"Improve access. We will publish a code of practice to improve access to buildings and transport.","Make education inclusive. As part of our <U+00A3>2 billion investment in education, we will increase funding for, and enforce implementation of, the Code of Practice for Special Educational Needs.",,4,,,,
"50008091","We will focus Britain's bilateral aid on the least developed countries and end the practice of tying aid.",,,,,"Promote a timetable for debt relief to the poorest states including a programme for cancelling debt and the creation of new and additional resources for debt relief. Target Britain's bilateral aid where it is most needed.","Require states that receive UK development assistance to respect the fundamental human rights of their people and suspend UK programmes where these standards are breached. Controlling arms sales. The global arms trade fuels conflicts, hinders prosperity and robs the world's poor of resources.",,4,,,,
"50008241","We support the addition of an environmental sustainability clause to the GATT setting out agreed principles of environmental policy against which trade measures can be judged.",,,,,"We will support the work of the International Labour Organisation in raising labour standards throughout the world. Advance environmental objectives.","Reduce trans-national corporations' ability to abuse market power, through the development of a framework for global competition policy. The Liberal Democrats and your tax. A copy of our Annual Tax Contract will be delivered to each UK household following the Budget each year.",,4,,,,
"50008651","As do decent public services and a more secure society.",,,,,"And we do not pretend that they are easy - or free. High-quality education has to be paid for.","You cannot, in the present climate, have these and tax cuts as well. You have to choose.",,4,,,,
"60000631","And I want a society in which ambition and compassion are seen as partners not opposites - where we value public service as well as material wealth.",,,,,"We need more successful entrepreneurs, not fewer of them. But these life-chances should be for all the people.","New Labour believes in a society where we do not simply pursue our own individual aims but where we hold many aims in common and work together to achieve them. How we build the industry and employment opportunities of the future;",,4,,,,
"60000671","how we care for and enhance our environment and quality of life;",,,,,"How we build the industry and employment opportunities of the future; how we tackle the division and inequality in our society;","how we develop modern education and health services; how we create communities that are safe, where mutual respect and tolerance are the order of the day.",,4,,,,
"60000931","The key is to root out unnecessary administrative cost, and to spend money on the right things - frontline care.",,,,,"In<U+00CA>health<U+00CA>policy, we will safeguard the basic principles of the NHS, which we founded, but will not return to the top-down management of the 1970s. So we will keep the planning and provision of healthcare separate, but put planning on a longer-term, decentralised and more co-operative basis.","On<U+00CA>crime, we believe in personal responsibility and in punishing crime, but also tackling its underlying causes - so, tough on crime, tough on the causes of crime, different from the Labour approach of the past and the Tory policy of today. Over-centralisation of<U+00CA>government<U+00CA>and lack of accountability was a problem in governments of both left and right.",,4,,,,
"60001091","But the definition of radicalism will not be that of doctrine, whether of left or right, but of achievement.",,,,,"how to put public and private sector together in partnership to give us the infrastructure and transport system we need. We will be a radical government.","New Labour is a party of ideas and ideals but not of outdated ideology. What counts is what works.",,4,,,,
"60001811","Our approach will be to intervene where there are problems, not where schools are succeeding.",,,,,"Standards, more than structures, are the key to success. Labour will never put dogma before children's education.","Labour will never force the abolition of good schools whether in the private or state sector. Any changes in the admissions policies of grammar schools will be decided by local parents.",,4,,,,
"60002021","and piloting literacy summer schools to meet our new target that within a decade every child leaves primary school with a reading age of at least 11 (barely half do today).",,,,,"We will achieve this by improving the skills of the teaching force; ensuring a stronger focus on literacy in the curriculum;","Our numeracy taskforce will develop equally ambitious targets. We will encourage the use of the most effective teaching methods, including phonics for reading and whole class interactive teaching for maths.",,4,,,,
"60002091","and by creating new opportunities for children, after the age of 14, to enhance their studies by acquiring knowledge and experience within industry and commerce.",,,,,"There will be education action zones to attack low standards by recruiting the best teachers and head teachers to under-achieving schools; by supporting voluntary mentoring schemes to provide one-to-one support for disadvantaged pupils;","To attack under-achievement in urban areas, we have developed a new scheme with the Premier League. In partnerships between central government, local government and football clubs, study support centres will be set up at Premier League grounds for the benefit of local children.",,4,,,,
"60002241","The role of parents. We will increase the powers and responsibilities of parents.",,,,,"and the provision for every child of an individual email address. An independent standing committee will continue to advise us on the implementation of our plans in government.","There will be more parent governors and, for the first time, parent representatives on LEAs. A major objective is to promote a culture of responsibility for learning within the family, through contracts between all schools and parents, defining the responsibilities of each.",,4,,,,
"60002591","In schools and colleges, we support broader A-levels and upgraded vocational qualifications, underpinned by rigorous standards and key skills.",,,,,"Lifelong learning. We must learn throughout life, to retain employment through new and improved skills. We will promote adult learning both at work and in the critical sector of further education.","Employers have the primary responsibility for training their workforces in job-related skills. But individuals should be given the power to invest in training.",,4,,,,
"60002631","We will kickstart the programme for up to a million people, using <U+00A3>150 million of TEC money which could be better used and which would provide a contribution of <U+00A3>150, alongside individuals making small investments of their own.",,,,,"But individuals should be given the power to invest in training. We will invest public money for training in Individual Learning Accounts which individuals - for example women returning to the labour force - can then use to gain the skills they want.","Employers will be encouraged to make voluntary contributions to these funds. We will also promote the extension of the Investors in People initiative into many more small firms.",,4,,,,
"60002841","too narrow an industrial base and too little sense of common purpose in the workplace or across the nation.",,,,,"too little investment in education and skills, and in the application of new technologies  too few opportunities to find jobs, start new businesses or become self-employed ","Britain can do better. We must build on the British qualities of inventiveness, creativity and adaptability.",,4,,,,
"60003231","The promises we make we will keep.",,,,,"Just as, for example, work should be encouraged through the tax system, environmental pollution should be discouraged. New Labour will establish a new trust on tax with the British people.","The principles that will underpin our tax policy are clear: to encourage employment opportunities and work incentives for all  to promote savings and investment ",,4,,,,
"60003451","For the next two years Labour will work within the departmental ceilings for spending already announced.",,,,,"Stick to planned public spending allocations for the first two years of office. Our decisions have not been taken lightly. They are a recognition of Conservative mismanagement of the public finances.","We will resist unreasonable demands on the public purse, including any unreasonable public sector pay demands. Switch spending from economic failure to investment. We will conduct a central spending review and departmental reviews to assess how to use resources better, while rooting out waste and inefficiency in public spending.",,4,,,,
"60003701","New Labour believes in a flexible labour market that serves employers and employees alike.",,,,,"We need to win on higher quality, skill, innovation and reliability. With Labour, British and inward investors will find this country an attractive and profitable place to do business.","But flexibility alone is not enough. We need 'flexibility plus': plus higher skills and higher standards in our schools and colleges ",,4,,,,
"60003761","A reformed and tougher competition law. Competitiveness abroad must begin with competition at home.",,,,,"plus partnership with business to raise investment in infrastructure, science and research and to back small firms o plus new leadership from Britain to reform Europe, in place of the current policy of drift and disengagement from our largest market  plus guaranteeing Britain's membership of the single market - indeed opening up further markets inside and outside the EU - helping make Britain an attractive place to do business o plus minimum standards of fair treatment, including a national minimum wage o plus an imaginative welfare-to-work programme to put the long-term unemployed back to work and to cut social security costs.","Effective competition can bring value and quality to consumers. As an early priority we will reform Britain's competition law.",,4,,,,
"60003891","and we will ensure that best practice is spread throughout government.",,,,,"We will set priorities between projects, saving time and expense; we will seek a realistic allocation of risk between the partners to a project;","We will aim to simplify and speed up the planning process for major infrastructure projects of vital national interest. We will ensure that self-financing commercial organisations within the public sector - the Post Office is a prime example - are given greater commercial freedom to make the most of new opportunities.",,4,,,,
"60003901","We will aim to simplify and speed up the planning process for major infrastructure projects of vital national interest.",,,,,"we will seek a realistic allocation of risk between the partners to a project; and we will ensure that best practice is spread throughout government.","We will ensure that self-financing commercial organisations within the public sector - the Post Office is a prime example - are given greater commercial freedom to make the most of new opportunities. Backing small business. The number of small employers has declined by half a million since 1990.",,4,,,,
"60003961","improve support for high-tech start-ups;",,,,,"We will cut unnecessary red tape; provide for statutory interest on late payment of debts;","improve the quality and relevance of advice and training through a reformed Business Links network and the University for Industry; and assist firms to enter overseas markets more effectively.",,4,,,,
"60004301","Effective help for lone parents",,,,,"250,000 young unemployed off benefit and into work  Tax cuts for employers who create new jobs for the long-term unemployed ","There are over one million fewer jobs in Britain than in 1990. One in five families has no one working.",,4,,,,
"60004361","Our long-term objective is high and stable levels of employment.",,,,,"There is a wider gap between rich and poor than for generations. We are determined not to continue down the road of a permanent have-not class, unemployed and disaffected from society.","This is the true meaning of a stakeholder economy - where everyone has a stake in society and owes responsibilities to it. The best way to tackle poverty is to help people into jobs - real jobs.",,4,,,,
"60004421","A one-off windfall levy on the excess profits of the privatised utilities will fund our ambitious programme.",,,,,"The government's workfare proposals - with a success rate of one in ten - fail this test. Labour's welfare-to-work programme will attack unemployment and break the spiral of escalating spending on social security.","Every young person unemployed for more than six months in a job or training. We will give 250,000 under-25s opportunities for work, education and training. Four options will be on offer, each involving day-release education or training leading to a qualification: private-sector job: employers will be offered a 60 pound-a-week rebate for six months work with a non-profit voluntary sector employer, paying a weekly wage, equivalent to benefit plus a fixed sum for six months full-time study for young people without qualifications on an approved course a job with the environment taskforce, linked to Labour's citizens' service programme.",,4,,,,
"60004441","Four options will be on offer, each involving day-release education or training leading to a qualification: private-sector job: employers will be offered a 60 pound-a-week rebate for six months work with a non-profit voluntary sector employer, paying a weekly wage, equivalent to benefit plus a fixed sum for six months full-time study for young people without qualifications on an approved course a job with the environment taskforce, linked to Labour's citizens' service programme.",,,,,"A one-off windfall levy on the excess profits of the privatised utilities will fund our ambitious programme. Every young person unemployed for more than six months in a job or training. We will give 250,000 under-25s opportunities for work, education and training.","Rights and responsibilities must go hand in hand, without a fifth option of life on full benefit. Every 16 and 17 year-old on the road to a proper qualification by the year 2000. Nearly a third of young people do not achieve an NVQ level two qualification by age 19.",,4,,,,
