"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"40009671","in Cyprus",,,,,"We will continue to work with international partners to secure peace and stability in areas of tension such as former Yugoslavia in Kashmir","and in the Middle East. We will promote reform of the United Nations to make it a more effective organisation for securing international stability.",,10,,,,
"40003801","To meet that demand, we will continue to allow local authority and housing association tenants to buy their homes, or move to houses which they buy.",,,,,"Over the last 18 years, the number of homeowners has increased by 4.7 million - including 1.7 million who have bought their home under the right to buy scheme. Over the next 10 years, we expect to see another one and a half million people buying their own homes - some 3,000 every week.","We will also carry through our draft Bill, creating the option for those buying flats to choose a new form of commonhold ownership. For those who wish to rent their home, we are encouraging a thriving private rental market, building on the success of housing investment trusts and protecting assured tenancies.",,10,,,,
"30000591","These are the ingredients of economic vitality, and the foundations of fairness.",,,,,"But we know, from our own history and from the example set by our competitors, that national economic success cannot be achieved without government. Britain will win with a Labour government that invests to enable people to use their abilities and to stimulate modern training, research, development, production and marketing.","The Priority Programme. For our first two years in government we will concentrate resources on the essential tasks of combating unemployment and poverty. In the course of that action, we will strengthen the health, housing, education, social services and crime-fighting services that are vital to social and economic well-being, and begin to rebuild our manufacturing industry.",,10,,,,
"40003651","Social Security must be there to help families, pensioners and people in need.",,,,,"We are doing this by focusing benefits on those most in need, helping people off welfare and into work, and curbing welfare fraud. These policies are underpinned by our measures to help families help themselves.","We will protect the value of Child Benefit and Family Credit which help with the cost of bringing up children. This is our Family Benefits Guarantee.",,10,,,,
"10002811","No final conclusions have been reached, but we believe that top-up loans to supplement grants are one way, among others, of bringing in new finance to help students and relieve pressure on their parents.",,,,,"We need to modernise this system which has not changed for 25 years. The purpose of the review is to improve the overall prospects of students so that more are encouraged to enter higher education.","We will take care to ensure that the best aspects of the present system are retained in any new proposals which we bring forward. Trade Unions. It is not only in relation to government, however, that people's right to choice and independence must be safeguarded and extended.",,15,,,,
"40003121","We need to ensure that role is properly fulfilled.",,,,,"They deliver an ever wider range of services to people with learning difficulties or who are mentally ill.  Our community care reforms have given them a central role ensuring that elderly people get care of the highest quality: and in their own homes where possible.","Early in the next Parliament we will introduce a Social Services Reform Bill which will create a new statutory framework for social services. The Bill will provide for greater openness and accountability in social services.",,14,,,,
"20002131","Security grants to pay for entry phones and security locks",,,,,"Local police stations re-opened. Police Posts should be established where no station is close by","Projects to make crime danger spots safe and to provide effective street lighting and more caretakers on estates New housing estates designed to minimise opportunities for crime, and hazardous public areas will be redesigned",,10,,,,
"40009201","We are determined that standards should continue to rise and that all EU countries should have to meet them.",,,,,"In 1995 we secured a major breakthrough in the treatment of animals in transport in 1996 we won victory in our campaign to ban veal crates throughout the EU.","We will seek to ensure that all European countries have to raise animal welfare standards. We are not going to take any risks with rabies.",,10,,,,
"60010021","Labour will work for the effective implementation of the Chemical Weapons Convention and for a strengthening of the Biological Weapons Convention.",,,,,"We will press for multilateral negotiations towards mutual, balanced and verifiable reductions in nuclear weapons. When satisfied with verified progress towards our goal of the global elimination of nuclear weapons, we will ensure that British nuclear weapons are included in multilateral negotiations.","Labour will ban the import, export, transfer and manufacture of all forms of anti-personnel landmines. We will introduce an immediate moratorium on their use.",,10,,,,
"20004251","No-one should be kept waiting for years in pain, with unnecessary crippling disabilities for lack of a hospital bed.",,,,,"We uphold the right of individuals to use their own resources to obtain private medical care, but we will not allow private medicine to exploit the NHS by using facilities at subsidised cost and we will work to end the delays which give rise to queue-jumping through private medicine. Right to Treatment. No client of the NHS should have to wait longer than six months for hospital treatment.","Patients should have the right to treatment in other authorities where there is spare capacity. The Alliance will work to ensure that every patient receives hospital treatment for routine operations within six months of referral by a GP.",,15,,,,
"10003461","Giving to charities has doubled since we first took office",,,,,"reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad increased greatly the tax relief for charitable donations.","abolished four taxes completely: the national insurance surcharge - the tax which Labour put on jobs - the investment income surcharge, the development land tax and the lifetime gifts tax reformed and simplified corporation tax, and cut its rate to the lowest of any major industrial country",,10,,,,
"20006171","Far more effort into energy efficiency and conservation, including higher standards of insulation in homes and encouragement of Combined Heat and Power schemes",,,,,"Much more research and development work on renewable energy sources, including wind, solar, wave and geothermal energy we will vigorously pursue proposals for tidal barrages such as those suggested for the Severn and the Mersey, subject to taking the environmental impact into account","nevertheless there will need to be a programme of replacement and decommissioning for power stations which are reaching or have reached the end of their design lives. Existing capacity and planned coal-tired power stations are enough to meet our needs for some time to come and we see no case for proceeding with a PWR at Sizewell or other nuclear power stations at the present time.",,10,,,,
"60007381","Labour plans a new public/private partnership to improve the Underground, safeguard its commitment to the public interest and guarantee value for money to taxpayers and passengers.",,,,,"Much-needed investment would be delayed. The core public responsibilities of the Underground would be threatened.","Road transport. A balanced transport system must cater for all the familiar modes of transport: cars - whether owned, leased or shared; taxis;",,15,,,,
"20005271","Many of these pupils have suffered repeated disruption of their schooling over the past three years",,,,,"Our schools are in turmoil. The decision of the two largest teachers unions to conduct a series of strikes in protest at the removal of their bargaining rights by the Teachers Pay and Conditions Act, means another term of disrupted education for the children of England and Wales, with especially serious consequences for those taking public examinations this summer.","they are innocent victims of other people's actions. To continue with the current Government's present policy, which would deny to the teachers negotiating rights for the next three years, cannot create the mutual trust between the teachers, the local education authorities and the Secretary of State that is essential to improved morale in the profession.",,15,,,,
"30000631","The Jobs Programme. Immediately after the election the Labour Government will call together a National Economic Summit to assess fully the condition of the economy and set the recovery programme in motion - producing the jobs that need to be done by people who need to do them in a country that wants them done.",,,,,"In the course of that action, we will strengthen the health, housing, education, social services and crime-fighting services that are vital to social and economic well-being, and begin to rebuild our manufacturing industry. Clearly, all other programmes that require substantial public finance must take lower priority in terms of timescale and public resources.","The Summit will establish the first stage of the National Economic Assessment. This will identify the concerted action that will need to be taken by government, employers in the private and public sectors and trade unions to increase investment, contain inflation and achieve sustained recovery.",,10,,,,
"40004551","Rigorous tests show how individual children and schools are performing and expose schools that are not giving children the education they deserve.",,,,,"We will continue to uphold the gold standard of A-levels, and ensure that the great classics of our literature are studied at A-level. At the same time students should have the chance to study more subjects in the sixth form.","To underwrite our guarantee, we will then take action to improve standards. We cannot tolerate schools that fail their pupils.",,10,,,,
"10006061","After the latest award, we will have increased nurses' pay by 30 per cent since 1979, after allowing for inflation.",,,,,"Nurses wanted the assurance that, without recourse to strike action, they would receive fair treatment over pay. That is why we set up the independent Nurses' Pay Review Body.","That compares to the severe reduction of more than 20 per cent, which they suffered under the last Labour Government. Nurses also want a training and career structure which reinforces their professionalism, rewards experience, and offers opportunities for managerial responsibility without being removed to a distant desk.",,15,,,,
"50008721","Every vote we get and every seat we win will ensure that in the next Parliament, Britain, can at last face, up to the challenge, as we enter the next millennium. ",,,,,"And with your support we believe we can make a difference too. Every vote we receive is a vote for better education, the modern isation of our politics, a cleaner environment, a better health service and more crime free communities.","",,10,,,,
"10005421","We will continue: to play a leading part in European Community negotiations to reform the CAP",,,,,"It is just as much in the farmers' interest as in the consumers' and taxpayers' that this over-production be stopped and a radical overhaul of the Common Agricultural Policy achieved. Farmers need a more sustainable environment in which to plan ahead.","to strive for even-handed and fair treatment between Member States and between the different regions of the UK to work for an early devaluation of the Green Pound, especially in relation to beef",,15,,,,
"50000631","We will help poor teachers improve, but if they cannot, we will ensure they do not continue to teach.",,,,,"We will set up a General Teaching Council, charged with improving teaching standards and making teaching a profession to be proud of again. We will provide more opportunities for professional development and reward excellence in teaching.","Encourage schools to succeed. We will strengthen the inspection system so that it helps schools and we will extend inspection to monitoring Local Education Authorities (LEAs).",,10,,,,
"60001151","The vision is clear.",,,,,"The means will be modern. So the party is transformed.","And from that vision stems a modern programme of change and renewal for Britain. We understand that after 18 years of one-party rule, people want change, believe that it is necessary for the country and for democracy, but require faith to make the change.",,10,,,,
"40006131","Our reforms have made these services more responsive to the public by breaking up cumbersome bureaucratic structures and shifting power to small responsive local institutions and the people who work in them.",,,,,"Everyone else wants to learn from our vision of a smaller state doing fewer things and doing them better. Old style public services were centrally planned with little information or choice for the public who used the service.","The schools, hospitals and police have all been transformed in this way. We support the people who do, not the people who plan.",,10,,,,
"40003561","At the same time as protecting the state pension, our encouragement of private pensions is already transforming the living standards of pensioners.",,,,,"We will do so. We will also ensure that less well off pensioners continue to get extra help on top of the b asic pension.","The average net income of pensioners has risen by 60% since 1979. This has been achieved by our encouragement of saving for retirement.",,10,,,,
"20007531","Our Aims. The Alliance is firmly internationalist.",,,,,"Our concern that people should have basic human rights and a decent life cannot stop at the Channel. The huge public support for famine relief, the vigorous public debates on peace and defence and the public compassion for those suffering from oppression in many parts of the world refute the narrow-minded view that world affairs are not an election issue in Britain.","Opportunities for international co-operation have been thrown away by the Governments of the post-war years, when Britain needed to develop a new role and new relationships in a changed world. We see the future of the United Kingdom as being bound up with the future of the European Community.",,10,,,,
"60007051","Improve life in rural areas ",,,,,"New arts and science talent fund for young people  Reform the lottery ","Back World Cup bid  The millennium is the time to reaffirm our responsibility to protect and enhance our environment so that the country we hand on to our children and our grandchildren is a better place in which to live.",,10,,,,
"40003271","We will introduce a Respite Care Programme.",,,,,"Caring for older - or disabled - relatives is one of the most natural human instincts. We recognise the crucial and often demanding role carers play, and will help them more.","This will enable family members with heavy responsibilities caring for a relative to take a much needed break. We will also offer more practical advice for carers who want to go back to paid work.",,10,,,,
"20008591","If we get that majority we will at once set out to reform the system which produced it.",,,,,"That is why our prime aim is an Alliance majority government, an aim that can certainly be realised at this election. Indeed, such are the absurdities of the voting system that quite small increases in Alliance support can make the difference between fifty Alliance seats and three hundred.","Our commitment to fair elections is clear. We are the only political grouping who, if given a majority, would use that majority power forthwith to reform the system under which we gained it.",,10,,,,
"20006081","These functions should be restored to democratic control.",,,,,"Protection of the green belt round our cities. The Alliance is opposed to privatisation of the water authorities, which would hand over vital environmental responsibilities affecting rivers, sewerage, water quality, pollution control and fisheries to private hands.","Energy and the Environment. We will institute an energy policy which meets the needs of industry and the domestic consumer and has full regard to the environment. Britain is in a better position than many other countries to do this because of the natural assets we have.",,10,,,,
"30000971","We will reverse the Tory cuts in the number of those who can claim criminal injuries compensation.",,,,,"We will work with the police to get more police on the beat. Uniformed police officers will be relieved of non-law-and-order tasks which take them away from crime prevention, pursuit and detection.","We will give the Criminal Injuries Compensation Board more staff to cut the all-time record 64,000 queue awaiting compensation. Paying for the Recovery Programme. These immediate programmes will cost £6 billion a year net for the first two years.",,10,,,,
"20008601","Our commitment to fair elections is clear.",,,,,"Indeed, such are the absurdities of the voting system that quite small increases in Alliance support can make the difference between fifty Alliance seats and three hundred. If we get that majority we will at once set out to reform the system which produced it.","We are the only political grouping who, if given a majority, would use that majority power forthwith to reform the system under which we gained it. But we will also be able to get on with the job of bringing down unemployment while managing the economy on a sound basis so as to prevent inflation from increasing dramatically again.",,20,,,,
"20007971","In government we would maintain, with whatever necessary modernisation, our minimum nuclear deterrent until it can be negotiated away, as part of a global arms negotiation process, in return for worthwhile concessions by the USSR which would enhance British and European security.",,,,,"We would continue Britain's efforts to achieve a multilateral treaty prohibiting the manufacture, development and possession of chemical weapons. In the meantime, we would oppose any manufacture of fresh stocks of chemical or biological weapons.","In any such modernisation we would maintain our capability in the sense of freezing our capacity at a level no greater than that of the Polaris system. We would cancel Trident because of its excessive number of warheads and megatonnage, high cost and continued dependence on US technology.",,20,,,,
"50005861","Promote economic growth.",,,,,"We will introduce an independent procedure for investigating complaints against the security forces, and reform the Diplock system so that three judges instead of one preside over non-jury trials. We will urgently implement the North Report's recommendations for an independent commission to supervise parades and marches.","We will strengthen the all-Ireland economy through the creation of effective cross-border agencies. We will invest in education and promote inward investment.",,10,,,,
"60001481","And new Labour will be better for Britain.",,,,,"and being prepared to give a moral lead where government has responsibilities it should not avoid. Britain does deserve better.","Tony Blair. We will make education our number one priority. Cut class sizes to 30 or under for 5, 6 and 7 year-olds ",,10,,,,
"40006031","In the future we believe these requirements will be best met in a partnership with the private sector which allows the private sector to improve the facilities in which NHS healthcare is delivered.",,,,,"Furthermore we also believe that the NHS must have access to sufficient resources to allow it to invest in the facilities required to deliver up-to-date healthcare. Since 1979 capital investment in the NHS has proceeded at an unprecedented rate.","We will promote the Private Finance Initiative which will unleash a new flow of investment funds into the modernisation of the NHS. The NHS is a British success story.",,10,,,,
"60010011","When satisfied with verified progress towards our goal of the global elimination of nuclear weapons, we will ensure that British nuclear weapons are included in multilateral negotiations.",,,,,"Arms control. A new Labour government will retain Trident. We will press for multilateral negotiations towards mutual, balanced and verifiable reductions in nuclear weapons.","Labour will work for the effective implementation of the Chemical Weapons Convention and for a strengthening of the Biological Weapons Convention. Labour will ban the import, export, transfer and manufacture of all forms of anti-personnel landmines.",,10,,,,
"20007821","Britain cannot defend itself or the values of western democracy alone, just as it cannot achieve international disarmament solely by its own actions: both the other Parties have chosen in different ways to ignore the reality that our defence and disarmament efforts are interdependent with those of other countries.",,,,,"The Alliance is determined to combine sound defence against any possible threat with determined efforts to reduce and even remove the massive nuclear stockpile, which causes increasing anxiety to the peoples of the world. New opportunities for arms agreements are being opened up by the changed priorities of a new Soviet leadership: we cannot afford to assume that this new and welcome trend in Moscow will continue unchecked, but at this delicate and hopeful stage it is vital that we have a British Government determined to seize the opportunity to drive sensible bargains on arms control which are secure because they are seen on each side as being realistic.","The Alliance is committed to NATO, and we accept the obligations of NATO, including the presence of Allied bases and nuclear weapons on British soil on the basis of clear arrangements for a British veto over their operations including where appropriate, dual-key systems we believe it is essential to strengthen the European contribution to NATO.",,10,,,,
"40007431","Where such behaviour goes unchecked more serious crimes will follow.",,,,,"Safer Communities. Anti-social behaviour and petty crime disrupt communities and spread human misery. The police are rightly now vigorously tackling problems such as graffiti vandalism and drunkenness.","We will support chief constables who develop local schemes to crack down on petty crime and improve public order. Closed circuit television has proved enormously successful in increasing public safety.",,15,,,,
"60010501","get 250,000 under-25 year-olds off benefit and into work by using money from a windfall levy on the privatised utilities ",,,,,"fast-track punishment for persistent young offenders by halving the time from arrest to sentencing  cut NHS waiting lists by treating an extra 100,000 patients as a first step by releasing £100 million saved from NHS red tape ","no rise in income tax rates, cut VAT on heating to 5 per cent and inflation and interest rates as low as possible  ",,10,,,,
"20001871","For the criminals, sentences become more of a lottery than a deterring force.",,,,,"We will establish a family court system and set up a new legal services council. Sentencing Policy. Sentencing is often seen as arbitrary, with the same crime attracting widely divergent punishments.","We will strengthen the role of the Judicial Studies Board in setting guidelines for sentencing. This will mean that any judge stepping outside the Board's recommendations would be asked to explain the reason and any special circumstances.",,15,,,,
"20008001","We would assign our minimum deterrent to NATO and seek every opportunity to improve European co-operation on procurement and strategic questions.",,,,,"In any such modernisation we would maintain our capability in the sense of freezing our capacity at a level no greater than that of the Polaris system. We would cancel Trident because of its excessive number of warheads and megatonnage, high cost and continued dependence on US technology.","We would seek to reduce the flow of arms to areas of conflict and to ensure that arms from Britain are not supplied to repressive regimes, particularly for their internal security operations. Shared Earth. The Alliance will:  Increase the share of Britain's GNP which goes in development aid, which has gone down from 0.52% to 0.33% under the Conservatives, so that we reach the UN target of 0.7% by the end of a five-year Parliament",,10,,,,
"50004311","Improve access to information technology and the Internet.",,,,,"Maintain the role of the BBC as the benchmark of public service broadcasting, committed to quality, diversity and universal access. We will protect the independence and impartiality of the BBC through its Board of Governors and its licence fee.","We will ensure that everyone in Britain can have access, either individually or through a wide range of public access points, to a nationwide interactive communications network by the year 2000. Increase access to the arts.",,10,,,,
"20003611","The Alliance will work to reform the CAP.",,,,,"Adequate price and income support is required to enable necessary farming adjustments to be made. We will join the exchange rate mechanism of the European Monetary System to lower interest rates, promote financial stability and prevent unfair discrimination against British farmers through over-valuation of the green pound.","the policy has achieved secure food supplies but has gone on unchecked to produce wasteful and hugely expensive surpluses. Many farmers who borrowed heavily on inflated land prices to meet production demands are now threatened with bankruptcy.",,15,,,,
"50002411","We will pass stronger laws to conserve the countryside.",,,,,"The Prime Minister will report to Parliament each year on the country's success in meeting these environmental targets. Protect the local environment.","We will cut road congestion and help local Councils make Britain's towns and cities healthier and cleaner places to live. Improve the way environment policy is made.",,10,,,,
"40006501","The network of sub-post offices is vital and most are already run as private businesses.",,,,,"The Post Office occupies an important part in national life. It comprises Counter Services, the Royal Mail and Parcelforce.","The Royal Mail provides a universal service at a standard price in every part of the United Kingdom. No one can imagine a stamp that does not bear the Queen's head.",,10,,,,
"60006581","Their skills and experience should be utilised within their communities.",,,,,"and our welfare-to-work programme will lead the young unemployed into work and financial independence. Older citizens. We value the positive contribution that older people make to our society, through their families, voluntary activities and work.","That is why, for example, we support the proposal to involve older people as volunteers to help children learn in pre-school and after-school clubs. In work, they should not be discriminated against because of their age.",,10,,,,
"50001881","We will encourage industrial development by promoting geographical centres of industrial excellence.",,,,,"We will encourage these bodies to come together to provide 'one-stop shops'. We will enable Councils to raise capital for local infrastructure investment, where they work in partnership with the private sector ","Invest in research and innovation. We will expand support for science and research by shifting government funds away from military Research and Development and into civil science and research, and improve specialist research facilities for industry.",,14,,,,
"30000791","Millions who are not poor regard it as a disgrace.",,,,,"Much of it is the result of deliberate government policies. Millions of poor people endure it in despair.","The Labour government will combat poverty directly. We will immediately increase the single pension by £5 a week and the pension for a married couple by £8, as the first step in re-establishing a link between pensions and average earnings or living costs, whichever is the most favourable to pensioners.",,10,,,,
"20008271","Not only that - if we find ourselves exercising power in a Parliament with no overall majority, we guarantee that we will use that power to block extremism and to fight for the kind of reforms which make sure that governments cannot push people around and individuals have the opportunity and the means to achieve their full potential.",,,,,"Our intention is not simply to get into the driving seat but to re-design the vehicle. Once the Alliance has reformed the voting system, no future government will be awarded the power of a majority without the support of a majority of the people, and no kind of extremism, whether of the left or of the right, will be able to get in through the back door.","The Alliance is different too, in its belief about the nature of society. Our aim is a civilised society in which individual freedom goes hand-in-hand with care for others.",,10,,,,
"60001911","Quality nursery education guaranteed for all four year-olds. Nursery vouchers have been proven not to work.",,,,,"For those failing schools unable to improve, ministers will order a 'fresh start' - close the school and start afresh on the same site. Where good schools and bad schools coexist side by side we will authorise LEAs to allow one school to take over the other to set the underperforming school on a new path.","They are costly and do not generate more quality nursery places. We will use the money saved by scrapping nursery vouchers to guarantee places for four year-olds.",,14,,,,
"50000931","We will promote school councils and guarantee automatic representation on governing bodies to staff and, where appropriate, students.",,,,,"We will extend home/school/pupil links, develop home-school partnership arrangements and support parents with information and resources to help them help their child. We will require the schools inspection service to report on home-school partnerships as part of school inspections.","Open up schools to the whole community. We will encourage schools to develop courses for parents, build links with local leisure organisations to open up school sports facilities to the community and work with local businesses to provide improved computer education.",,10,,,,
"20006441","However, our planning strategy will allow for alternative land use which is in keeping with, and makes a sensitive contribution to the local rural economy.",,,,,"Protecting and Enhancing Our Countryside. The Alliance seeks to provide better opportunities for those who live and work in the countryside, to check decline and depopulation, (especially of young people), to support small businesses and to encourage self-help solutions to rural problems. Our agricultural policies are designed to allow farmland to remain in use rather than being set aside.","We will give strong support to the Development Commission and COSIRA, in their efforts to promote local enterprise and to re-use existing buildings for these purposes. In regions where Development Agencies are set up they will promote a co-ordinated approach to the rural economy.",,10,,,,
"20007881","We will seek to revive negotiations on a Comprehensive Test Ban.",,,,,"The Alliance believes that this must be only the first, vital step in a continuing process which will include both shorter-range nuclear weapons and conventional forces. The Alliance would withdraw UK support for President Reagan's Strategic Defence Initiative, which clearly involves breaching the ABM Treaty, is destabilising and is likely to lead to further escalation.","In the meantime Britain should itself ban nuclear weapons testing and should encourage the US to do likewise. We would seek a battlefield-nuclear-weapon-free zone in Central Europe extending 150km in each direction from the East-West divide.",,10,,,,
"40000681","Britain's current account is broadly in balance, reflecting our increased competitiveness and improved trading.",,,,,"Britain ranks fifth in the world in international trade, and exports more per head than America or Japan. Exports account for 28% of GDP as against 9% for Japan, 11 % for USA and 24% for Germany and France.","1. Doubling Living Standards. The free market is winning the battle of ideas the world over. From Russia to Vietnam, from China to Romania, people are realising that the socialist model has failed.",,10,,,,
"20001451","Changing the electoral system to a form of proportional representation will increase the opportunities for women to be elected to Parliament.",,,,,"We will promote measures that give employees with family responsibilities rights to parental and family leave. The Alliance wants to see more women in Westminster.","Northern Ireland. We intend to secure progress towards a peaceful and secure life for the people of Northern Ireland. That depends on the acceptance of three fundamental principles:  ",,10,,,,
"40011011","But fundamental changes which have not been fully thought through - such as opposition proposals on the House of Lords - would be extremely damaging.",,,,,"This is not the British way. We have demonstrated we are not against change where it is practical and beneficial.","We will oppose change for change's sake. The Union. The Union between Scotland, Wales, Northern Ireland and England underpins our nation's stability.",,20,,,,
"50004201","We will create a strategic authority for London.",,,,,"Reform and strengthen elected local government. We will give local Councils greater control over their own affairs.","We will encourage the use of 'planning for real' strategies, in which local people can make a direct input into major planning projects in their community. Arts and media. Flourishing arts and a diverse culture are essential for a lively and open society.",,10,,,,
"40010591","We will resist attempts to bring the Western European Union under the control of the European Union, and ensure that defence policy remains a matter for sovereign nations.",,,,,"We will continue to support Britain's defence industry, and we will work with companies to identify the technologies of the future. NATO will remain the cornerstone of our security.","10. The Constitution. Alone in Europe, the history of the United Kingdom has been one of stability and security We owe much of that to the strength and stability of our constitution - the institutions, laws and traditions that bind us together as a nation.",,10,,,,
"20007431","We will secure the maximum access to sports facilities for the whole community.",,,,,"We will co-operate with artists to achieve better deals through stronger copyright and public lending right laws We regard the BBC World Service, the British Council and the provision of educational facilities for overseas students as very effective cultural ambassadors and we will ensure that increased funds are available to carry out that task","ANIMALS. We will strengthen the protection of animals. A civilised society treats animals with care and compassion.",,10,,,,
"60003631","Many of the fundamentals of the British economy are still weak.",,,,,"We see healthy profits as an essential motor of a dynamic market economy, and believe they depend on quality products, innovative entrepreneurs and skilled employees. We will build a new partnership with business to improve the competitiveness of British industry for the 21st century, leading to faster growth.","Low pay and low skills go together: insecurity is the consequence of economic instability; the absence of quality jobs is a product of the weakness of our industrial base;",,15,,,,
"40009721","After the transfer of Hong Kong, we will work under the terms of the Joint Declaration to help sustain the prosperity and way of life of the people of Hong Kong and build on the substantial British interests that will remain.",,,,,"Britain will continue to deploy our outstanding Armed Forces as peacekeepers under the United Nations. And we will support the aspirations of the Poles, Czechs, Hungarians and others to join the European Union and NATO.","We will continue to support the Commonwealth, our unique global network, to encourage the spread of democracy as set out in the Harare Declaration.",,10,,,,
"10001691","rent arrears are reduced",,,,,"maintenance and management are improved resources are directed to the areas where the problems are greatest","and fewer houses are left empty. Housing is the biggest single investment that most people make - whether in money or in time, skill and effort.",,10,,,,
"40008491","We are one of only a few nations on course to meet our commitment to return emissions of all greenhouse gases to 1990 levels by 2000.",,,,,"The area of green belt has doubled since 1979. Water and air quality in the UK have improved significantly.","The Lottery has been established as the most successful in the world - raising £3 billion for good causes in a little over 2 years. More support is now given to arts and heritage than at any time in our nation's history.",,10,,,,
"50006341","We wish to see more people making provision for their old age.",,,,,"We will legislate against discrimination on the grounds of age. Expand private pensions and give people more control over their pensions.","We will replace the State Earnings Related Scheme (SERPS) with a scheme under which all employees have personal or occupational pensions. Existing accrued SERPS will, however, be preserved.",,10,,,,
"50007531","We support the use of the double majority', especially on matters such as foreign and security policy. ",,,,,"We therefore favour the wider application of majority voting. But we will keep the veto on all issues relating to the constitution, budgetary matters and regulations on pay and social security.","Each member state must retain the unfettered right to make its own decisions on the commitment of its national troops. Pursuing Britain's interests in Europe. Britain has much to gain from EU membership.",,10,,,,
"40006421","Refunds may be made when performance standards are not met.",,,,,"Before privatisation published service standards did not exist. Now industry regulators monitor legal requirements to provide quality services in a competitive environment.","Privatisation has benefitted - and will continue to benefit - consumers, shareholders, employees, and taxpayers. In 1979 the then-nationalised industries required a £50 million per week subsidy from the taxpayer.",,10,,,,
"60000541","Young people have flooded in to join us in what is the fastest growing youth section of any political party in the western world.",,,,,"We submitted our draft manifesto, new Labour new life for Britain, to a ballot of all our members, 95 per cent of whom gave it their express endorsement. We are a national party, supported today by people from all walks of life, from the successful businessman or woman to the pensioner on a council estate.","The vision. We are a broad-based movement for progress and justice. New Labour is the political arm of none other than the British people as a whole.",,20,,,,
"40003311","Financing long term care worries many families.",,,,,"We will also offer more practical advice for carers who want to go back to paid work. But in some cases, elderly people need more care than their friends or relatives can provide.","We will create an imaginative, fair partnership between individuals and the public sector to resolve this problem. In the first session of the next Parliament we will implement our partnership scheme for long term care, making it easier for people to afford the cost of care in old age without giving up their lifetime savings.",,10,,,,
"40006291","Privatisation and Competition. In 20 years, privatisation has gone from the dream of a few Conservative visionaries to the big idea which is transforming decaying public sector industries in almost every country in the world.",,,,,"People will be able to use simple computer terminals to enter information directly. This will transform time-consuming transactions like completing a tax return or registering a new business.","Britain has led the way with this new industrial revolution: we can be proud of what we have achieved. In 1979 the Government inherited a range of businesses which had come into the public sector for different reasons.",,10,,,,
"30002401","The clear-up rate fell to 32 per cent.",,,,,"Protecting Our People. The Thatcher government has broken its promises on law and order. Last year 4,311,000 crimes were committed in Britain.","Millions of women are scared to go out at night. Many old people lock themselves into their homes.",,15,,,,
"50005441","We will set up a Human Rights Commission to strengthen the protection of individual rights.",,,,,"We will: Safeguard individual liberties, by establishing a Bill of Rights. As a first step, we will incorporate the European Convention on Human Rights into UK law so that it is enforceable by the courts in the UK.","We will create a Ministry for Justice responsible for protecting human rights and overseeing the administration of the legal system, the courts and legal aid. We oppose the introduction of Identity Cards.",,15,,,,
"40003701","We will pilot our Parent Plus Scheme that gives special help to lone parents who want to work, and extend it if it proves successful.",,,,,"We will bring the structure of benefits for lone parents into line with that for two-parent families. We will continue to help lone parents obtain maintenance, and assist with childcare in work: both these measures help lone parents obtain work.","Social Security fraud must be stamped out. We will intensify our current initiatives of inspections and checks, including more home visits, to crack down further on benefit cheats.",,10,,,,
"30002661","A Safter Environment. The countryside and the urban areas all suffer from pollution and the misuse of the environment.",,,,,"We shall promote services for those with special needs, such as dial-a-ride and taxicard schemes offering cheap travel for the disabled. We shall invest to ensure a continuing future for British Rail Engineering as a high-quality supplier both for British Rail and to world markets.","Labour will establish a Ministry of Environmental Protection to take positive action to safeguard the quality and safety of life. We will: Set up an Environmental Protection Service and a Wildlife and Countryside Service.",,10,,,,
"60008861","On its advice, government will where necessary send in a management team with full powers to remedy failure.",,,,,"Every council will be required to publish a local performance plan with targets for service improvement, and be expected to achieve them. The Audit Commission will be given additional powers to monitor performance and promote efficiency.","Labour councils have been at the forefront of environmental initiatives under Local Agenda 21, the international framework for local action arising from the 1992 Earth Summit. A Labour government will encourage all local authorities to adopt plans to protect and enhance their local environment.",,10,,,,
"50005001","Each year there will be an independent report, to be published and debated in Parliament, on the state of the nation's health.",,,,,"Put health promotion at the heart of government policy. We will require all government departments to assess the impact of their policies on health.","Bringing health services closer to people. The local institutions of the NHS must become more accountable to those they serve and more responsive to patients' needs. We will: Enable citizens to play a part in setting health policies in their area.",,10,,,,
"60001271","Over the five years of a Labour government: ",,,,,"I pledge to Britain a government which shares their hopes, which understands their fears, and which will work as partners with and for all our people, not just the privileged few. This is our contract with the people.","1. Education will be our number one priority, and we will increase the share of national income spent on education as we decrease it on the bills of economic and social failure  2. There will be no increase in the basic or top rates of income tax ",,10,,,,
"30001501","These will cover quality of supply, frequency of metering, general service arrangements and proper provision for the disabled, those in poverty and others with special needs.",,,,,"We will ensure a safe future for Sellafield and develop a new strategy for the monitoring, storage and disposal of nuclear waste. Labour will take effective steps to improve the service provided by the energy industry to energy consumers.","A Prosperous Agriculture. A more efficient agricultural industry can clearly make a valuable contribution to Britain's recovery. We will support good environmental practices in agriculture.",,10,,,,
