"sentenceid","sentence_text","policy_area_gold","econ_scale_gold","soc_scale_gold","_golden","pre_sentence","post_sentence","policy_area_gold_reason","codesneeded","econ_scale_gold_min","econ_scale_gold_max","soc_scale_gold_min","soc_scale_gold_max"
"20000591","Under our proposals no government will be able to ride roughshod over the rights of its citizens.",,,,,"That means government which can carry the people with it in its major policies, and it means government which the citizens can call to account. Our system is currently failing in both respects, and it is getting worse.","First, we insist that the voting system should be reformed so that no minority - which is what Mrs. Thatcher's Party was at the last election - is given an inflated Parliamentary majority. Fewer people voted Conservative at the last election than the one before, yet the system gave the absolute power of a massively increased majority to Mrs. Thatcher, and ensured that the House of Commons could be little more than a talking shop.",,5,,,,
"20000671","We will end the scandal whereby England, Scotland and Wales are denied fair representation in the European Parliament",,,,,"We will reform the voting system for local government on a similar basis, which is the real answer to the abuse of power by the Town Hall extremists. Fairly elected local councils can and should be entrusted with important responsibilities because they are not run as one party states.","we will introduce a new Great Reform Charter covering a range of specific legislation, all aimed at strengthening our democracy both locally and nationally. We will open the doors of government so that incompetence and deceit cannot be hidden behind them.",,5,,,,
"20000701","We will repeal Section Two of the Official Secrets Act and introduce a Freedom of Information Act so that the public have access to government information to give people access to their personal files, including medical files, held about them by public bodies and to build on the foundation laid by the Access to Personal Files Act, which was introduced as a private members bill by a Liberal MP.",,,,,"we will introduce a new Great Reform Charter covering a range of specific legislation, all aimed at strengthening our democracy both locally and nationally. We will open the doors of government so that incompetence and deceit cannot be hidden behind them.","We hope to strengthen data protection laws. In areas of government where secrecy is needed, we will introduce new safeguards including a committee of Privy Counsellors to oversee the security services.",,5,,,,
"20000771","This centralisation is inefficient as well as dangerous.",,,,,"In education, health and every aspect of local government, power has been taken over by Ministers. As a result of what the Conservatives have done, an extremist government would have far more opportunities than ever before to control people's lives.","How on earth can the man or woman in Whitehall know the needs, the problems and the potential of every community from Shetland to the Scillies? The Alliance will reverse this trend.",,5,,,,
"20000791","The Alliance will reverse this trend.",,,,,"This centralisation is inefficient as well as dangerous. How on earth can the man or woman in Whitehall know the needs, the problems and the potential of every community from Shetland to the Scillies?","We will introduce a code for the public service and reassert the safeguards of ministerial responsibility and civil service impartiality which have been severely eroded under Mrs. Thatcher's Government as the handling of the Westland affair showed. We will devolve power to the nations and regions of Britain.",,5,,,,
"20000921","Local government needs a fair system of local finance which the rates no longer provide.",,,,,"Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible. We shall publish an early Green Paper with proposals for an elected Greater London regional assembly and setting out the proposals, as the need and demand is established, for the creation of democratically elected regional governments in England.","The Government's alternative of a poll tax is unacceptable because it is grossly unfair: it does not relate taxation to the ability to pay. We are committed to the planned introduction of a local income tax as the main source of local government revenue in place of domestic rates.",,5,,,,
"20000941","We are committed to the planned introduction of a local income tax as the main source of local government revenue in place of domestic rates.",,,,,"Local government needs a fair system of local finance which the rates no longer provide. The Government's alternative of a poll tax is unacceptable because it is grossly unfair: it does not relate taxation to the ability to pay.","We believe that business rates should be related to ability to pay and we will consult with industry and commerce as to how this can be achieved. Parliament itself needs a shake-up.",,5,,,,
"20000951","We believe that business rates should be related to ability to pay and we will consult with industry and commerce as to how this can be achieved.",,,,,"The Government's alternative of a poll tax is unacceptable because it is grossly unfair: it does not relate taxation to the ability to pay. We are committed to the planned introduction of a local income tax as the main source of local government revenue in place of domestic rates.","Parliament itself needs a shake-up. A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented.",,5,,,,
"20001031","We will greatly strengthen the rights of the individual.",,,,,"But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers. The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the Lords.","British Governments have sought to lull citizens into a false sense of security by claiming that our rights are protected by an unwritten constitution. Hundreds of British people find out every year that these protections are inadequate and they have to go to Strasbourg to seek protection from the European Convention on Human Rights.",,5,,,,
"20001061","We will enact the European Convention into British law, so that the citizen can secure redress in the British courts.",,,,,"British Governments have sought to lull citizens into a false sense of security by claiming that our rights are protected by an unwritten constitution. Hundreds of British people find out every year that these protections are inadequate and they have to go to Strasbourg to seek protection from the European Convention on Human Rights.","We will establish a Human Rights Commission, which will take over the work of the Equal Opportunities and Racial Equality Commissions, and counter all discrimination on grounds of race, sex, creed, class, disability or sexual orientation. The Commission would be able to initiate action in the courts.",,5,,,,
"20001071","We will establish a Human Rights Commission, which will take over the work of the Equal Opportunities and Racial Equality Commissions, and counter all discrimination on grounds of race, sex, creed, class, disability or sexual orientation.",,,,,"Hundreds of British people find out every year that these protections are inadequate and they have to go to Strasbourg to seek protection from the European Convention on Human Rights. We will enact the European Convention into British law, so that the citizen can secure redress in the British courts.","The Commission would be able to initiate action in the courts. We will open up opportunities for women at work and in public life.",,5,,,,
"20001091","We will open up opportunities for women at work and in public life.",,,,,"We will establish a Human Rights Commission, which will take over the work of the Equal Opportunities and Racial Equality Commissions, and counter all discrimination on grounds of race, sex, creed, class, disability or sexual orientation. The Commission would be able to initiate action in the courts.","Today, fewer than one in five of Government appointees on public bodies are women. We will secure equal representation of women on all appointed public bodies within a decade.",,5,,,,
"20001371","Opportunities for Women. The Alliance is committed to the principle that women should have equal opportunities and in government we will take positive steps to ensure this ideal becomes a reality.",,,,,"Reform the House of Commons procedures. Reform the House of Lords.","We will open up opportunities for women in public life by securing equal representation of women on all appointed bodies within a decade. We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers.",,5,,,,
"20001381","We will open up opportunities for women in public life by securing equal representation of women on all appointed bodies within a decade.",,,,,"Reform the House of Lords. Opportunities for Women. The Alliance is committed to the principle that women should have equal opportunities and in government we will take positive steps to ensure this ideal becomes a reality.","We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers. We will restore the maternity grant and improve benefits for families.",,5,,,,
"20001391","We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers.",,,,,"Opportunities for Women. The Alliance is committed to the principle that women should have equal opportunities and in government we will take positive steps to ensure this ideal becomes a reality. We will open up opportunities for women in public life by securing equal representation of women on all appointed bodies within a decade.","We will restore the maternity grant and improve benefits for families. We will offer a tax allowance to help with the costs of childcare and remove the tax on the use of workplace nurseries.",,5,,,,
"20001411","We will offer a tax allowance to help with the costs of childcare and remove the tax on the use of workplace nurseries.",,,,,"We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers. We will restore the maternity grant and improve benefits for families.","We will ensure that girls and women have equal opportunities in education and training. We will promote measures that give employees with family responsibilities rights to parental and family leave.",,5,,,,
"20001421","We will ensure that girls and women have equal opportunities in education and training.",,,,,"We will restore the maternity grant and improve benefits for families. We will offer a tax allowance to help with the costs of childcare and remove the tax on the use of workplace nurseries.","We will promote measures that give employees with family responsibilities rights to parental and family leave. The Alliance wants to see more women in Westminster.",,5,,,,
"20001481","Rejection of violence. ",,,,,"Northern Ireland. We intend to secure progress towards a peaceful and secure life for the people of Northern Ireland. That depends on the acceptance of three fundamental principles:  ","Recognition that both Unionist and Nationalist traditions have their legitimate place.  Acceptance that Northern Ireland should not cease to be a part of the UK unless a majority of the people of Northern Ireland so wish.",,5,,,,
"20001491","Recognition that both Unionist and Nationalist traditions have their legitimate place. ",,,,,"That depends on the acceptance of three fundamental principles:   Rejection of violence. ","Acceptance that Northern Ireland should not cease to be a part of the UK unless a majority of the people of Northern Ireland so wish. The government of Northern Ireland must be based on a partnership between the two traditions.",,5,,,,
"20001571","We also support the establishment of a joint security commission.",,,,,"Our commitment to incorporate the European Convention on Human Rights into UK law will strengthen individual rights in Northern Ireland and we would reform the Diplock courts so that three judges preside over non-jury trials in this and other respects we believe that the passing of identical anti-terrorist measures in Northern Ireland and the Republic can increase the authority those measures carry in a divided community.","We would encourage the participation of people from the minority tradition in the RUC and believe that a totally independent police complaints procedure should be established. We would introduce the 110-day limit on the time in which a prisoner may be held in custody before appearing in court, as we propose for England and Wales.",,5,,,,
"20001591","We would introduce the 110-day limit on the time in which a prisoner may be held in custody before appearing in court, as we propose for England and Wales.",,,,,"We also support the establishment of a joint security commission. We would encourage the participation of people from the minority tradition in the RUC and believe that a totally independent police complaints procedure should be established.","We would encourage those who are working for reconciliation in Northern Ireland and who are seeking to eliminate sectarianism and discrimination in religious life, education, housing and politics. We believe that the membership of the EEC offers not only practical help to Northern Ireland, but also prospects for the long-term development of a confederal relationship between UK and the Republic of Ireland which could offer a solution to a problem which has claimed over 2,500 lives in the last 18 years.",,5,,,,
"20001601","We would encourage those who are working for reconciliation in Northern Ireland and who are seeking to eliminate sectarianism and discrimination in religious life, education, housing and politics.",,,,,"We would encourage the participation of people from the minority tradition in the RUC and believe that a totally independent police complaints procedure should be established. We would introduce the 110-day limit on the time in which a prisoner may be held in custody before appearing in court, as we propose for England and Wales.","We believe that the membership of the EEC offers not only practical help to Northern Ireland, but also prospects for the long-term development of a confederal relationship between UK and the Republic of Ireland which could offer a solution to a problem which has claimed over 2,500 lives in the last 18 years. FIGHTING CRIME. Crime rates have soared in this Government's last eight years.",,5,,,,
"20001621","FIGHTING CRIME. Crime rates have soared in this Government's last eight years.",,,,,"We would encourage those who are working for reconciliation in Northern Ireland and who are seeking to eliminate sectarianism and discrimination in religious life, education, housing and politics. We believe that the membership of the EEC offers not only practical help to Northern Ireland, but also prospects for the long-term development of a confederal relationship between UK and the Republic of Ireland which could offer a solution to a problem which has claimed over 2,500 lives in the last 18 years.","Overall, crime is up by over 60%, burglaries have almost doubled, while robberies have increased two and a half times over. People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night.",,5,,,,
"20001631","Overall, crime is up by over 60%, burglaries have almost doubled, while robberies have increased two and a half times over.",,,,,"We believe that the membership of the EEC offers not only practical help to Northern Ireland, but also prospects for the long-term development of a confederal relationship between UK and the Republic of Ireland which could offer a solution to a problem which has claimed over 2,500 lives in the last 18 years. FIGHTING CRIME. Crime rates have soared in this Government's last eight years.","People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night. Detection rates have dropped from over two-fifths in 1979 to under a third in 1986.",,5,,,,
"20001641","People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night.",,,,,"FIGHTING CRIME. Crime rates have soared in this Government's last eight years. Overall, crime is up by over 60%, burglaries have almost doubled, while robberies have increased two and a half times over.","Detection rates have dropped from over two-fifths in 1979 to under a third in 1986. Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week.",,5,,,,
"20001651","Detection rates have dropped from over two-fifths in 1979 to under a third in 1986.",,,,,"Overall, crime is up by over 60%, burglaries have almost doubled, while robberies have increased two and a half times over. People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night.","Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week. There are few extra bobbies on the beat.",,5,,,,
"20001661","Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week.",,,,,"People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night. Detection rates have dropped from over two-fifths in 1979 to under a third in 1986.","There are few extra bobbies on the beat. The Alliance would tackle both crime and the causes of crime.",,5,,,,
"20001671","There are few extra bobbies on the beat.",,,,,"Detection rates have dropped from over two-fifths in 1979 to under a third in 1986. Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week.","The Alliance would tackle both crime and the causes of crime. Some Labour-controlled boroughs refuse to co-operate with the police in combating crime.",,5,,,,
"20001681","The Alliance would tackle both crime and the causes of crime.",,,,,"Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week. There are few extra bobbies on the beat.","Some Labour-controlled boroughs refuse to co-operate with the police in combating crime. The Conservative Government refuses to recognise that homelessness, unemployment and aimless bed-and-breakfast regimes are breeding-grounds of delinquency.",,5,,,,
"20001711","Both are wrong.",,,,,"Some Labour-controlled boroughs refuse to co-operate with the police in combating crime. The Conservative Government refuses to recognise that homelessness, unemployment and aimless bed-and-breakfast regimes are breeding-grounds of delinquency.","The Police. The Alliance firmly supports the police in the battle against crime that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat.",,5,,,,
"20001721","The Police. The Alliance firmly supports the police in the battle against crime",,,,,"The Conservative Government refuses to recognise that homelessness, unemployment and aimless bed-and-breakfast regimes are breeding-grounds of delinquency. Both are wrong.","that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat. Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential.",,5,,,,
"20001731","that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat.",,,,,"Both are wrong. The Police. The Alliance firmly supports the police in the battle against crime","Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential. An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties.",,5,,,,
"20001741","Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential.",,,,,"The Police. The Alliance firmly supports the police in the battle against crime that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat.","An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties. Proportional representation for local government would stop unrepresentative extremists from controlling police authorities.",,5,,,,
"20001771","It would mean more sensible police authorities and make possible a democratically accountable police authority for London.",,,,,"An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties. Proportional representation for local government would stop unrepresentative extremists from controlling police authorities.","We oppose the police monitoring units by which some Labour councils attempt to undermine the police. The Alliance fully accepts the need for chief officers to have full operational control of their force.",,5,,,,
"20001801","The Alliance supports a fully independent system for investigating complaints against the police.",,,,,"We oppose the police monitoring units by which some Labour councils attempt to undermine the police. The Alliance fully accepts the need for chief officers to have full operational control of their force.","We reject moves towards a national police force. We would appoint a Royal Commission to review the question of police accountability.",,5,,,,
"20001811","We reject moves towards a national police force.",,,,,"The Alliance fully accepts the need for chief officers to have full operational control of their force. The Alliance supports a fully independent system for investigating complaints against the police.","We would appoint a Royal Commission to review the question of police accountability. Upholding the Law. We will create a new Ministry of Justice.",,5,,,,
"20001821","We would appoint a Royal Commission to review the question of police accountability.",,,,,"The Alliance supports a fully independent system for investigating complaints against the police. We reject moves towards a national police force.","Upholding the Law. We will create a new Ministry of Justice. Its responsibilities will include the strengthening of the rights of the citizen to legal aid and advice and improving court and tribunal procedures.",,5,,,,
"20001841","Its responsibilities will include the strengthening of the rights of the citizen to legal aid and advice and improving court and tribunal procedures.",,,,,"We would appoint a Royal Commission to review the question of police accountability. Upholding the Law. We will create a new Ministry of Justice.","We will establish a family court system and set up a new legal services council. Sentencing Policy. Sentencing is often seen as arbitrary, with the same crime attracting widely divergent punishments.",,5,,,,
"20001861","Sentencing Policy. Sentencing is often seen as arbitrary, with the same crime attracting widely divergent punishments.",,,,,"Its responsibilities will include the strengthening of the rights of the citizen to legal aid and advice and improving court and tribunal procedures. We will establish a family court system and set up a new legal services council.","For the criminals, sentences become more of a lottery than a deterring force. We will strengthen the role of the Judicial Studies Board in setting guidelines for sentencing.",,5,,,,
"20001881","We will strengthen the role of the Judicial Studies Board in setting guidelines for sentencing.",,,,,"Sentencing Policy. Sentencing is often seen as arbitrary, with the same crime attracting widely divergent punishments. For the criminals, sentences become more of a lottery than a deterring force.","This will mean that any judge stepping outside the Board's recommendations would be asked to explain the reason and any special circumstances. This would maintain a judge's flexibility, while keeping sentencing broadly consistent.",,5,,,,
"20001891","This will mean that any judge stepping outside the Board's recommendations would be asked to explain the reason and any special circumstances.",,,,,"For the criminals, sentences become more of a lottery than a deterring force. We will strengthen the role of the Judicial Studies Board in setting guidelines for sentencing.","This would maintain a judge's flexibility, while keeping sentencing broadly consistent. It would also limit the ever-increasing upward trend in sentencing.",,5,,,,
"20001931","We will establish a Royal Commission to report within a year on the public presentation of violence on TV and the reporting of crime in newspapers, to make recommendations on the possible link between these and violent crime on the streets.",,,,,"It would also limit the ever-increasing upward trend in sentencing. A Royal Commission on the Presentation of Violence in the Media.","Crime Prevention Units. There would be a duty on all local authorities to establish Crime Prevention Units, and to work closely with the police to help in setting up Neighbourhood Watch schemes. They would advise on security in all new planning and building.",,5,,,,
"20001951","They would advise on security in all new planning and building.",,,,,"We will establish a Royal Commission to report within a year on the public presentation of violence on TV and the reporting of crime in newspapers, to make recommendations on the possible link between these and violent crime on the streets. Crime Prevention Units. There would be a duty on all local authorities to establish Crime Prevention Units, and to work closely with the police to help in setting up Neighbourhood Watch schemes.","Insuring Against Crime. We aim to make insurance available to all council tenants, who are twice as likely to be burgled as home owners and far less likely to be insured. Curbing the Sale of Offensive Weapons.",,5,,,,
"20001981","We will curb the sale of knuckle dusters, battle knives, spiked shoe straps, cross-bows and catapults.",,,,,"Insuring Against Crime. We aim to make insurance available to all council tenants, who are twice as likely to be burgled as home owners and far less likely to be insured. Curbing the Sale of Offensive Weapons.","Lifeline. Too many elderly people suffer from isolation, fear and cold. We intend to give them the safety, security and warmth they deserve.",,5,,,,
"20001991","Lifeline. Too many elderly people suffer from isolation, fear and cold.",,,,,"Curbing the Sale of Offensive Weapons. We will curb the sale of knuckle dusters, battle knives, spiked shoe straps, cross-bows and catapults.","We intend to give them the safety, security and warmth they deserve. Britain has 6 million people aged 70 or over.",,5,,,,
"20002001","We intend to give them the safety, security and warmth they deserve.",,,,,"We will curb the sale of knuckle dusters, battle knives, spiked shoe straps, cross-bows and catapults. Lifeline. Too many elderly people suffer from isolation, fear and cold.","Britain has 6 million people aged 70 or over. For them our Lifeline programme will: include free installation of a telephone",,5,,,,
"20002031","protect them against the criminal by free installation of secure locks  ",,,,,"Britain has 6 million people aged 70 or over. For them our Lifeline programme will: include free installation of a telephone","cut their heating bills by free home insulation   abolish standing charges on electricity, gas and telephones",,5,,,,
"20002041","cut their heating bills by free home insulation  ",,,,,"For them our Lifeline programme will: include free installation of a telephone protect them against the criminal by free installation of secure locks  ","abolish standing charges on electricity, gas and telephones These 6 million people live in 4.5 million households and this will cost £180 million.",,5,,,,
"20002051","abolish standing charges on electricity, gas and telephones",,,,,"protect them against the criminal by free installation of secure locks   cut their heating bills by free home insulation  ","These 6 million people live in 4.5 million households and this will cost £180 million. Lifeline will build on present schemes and will also be part of our long-term job guarantee.",,5,,,,
"20002071","Lifeline will build on present schemes and will also be part of our long-term job guarantee.",,,,,"abolish standing charges on electricity, gas and telephones These 6 million people live in 4.5 million households and this will cost £180 million.","Crime Crisis Areas. An Alliance Government will target Crime Crisis Areas, those with the highest rates of crime, for special anti-crime measures. Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas.",,5,,,,
"20002081","Crime Crisis Areas. An Alliance Government will target Crime Crisis Areas, those with the highest rates of crime, for special anti-crime measures.",,,,,"These 6 million people live in 4.5 million households and this will cost £180 million. Lifeline will build on present schemes and will also be part of our long-term job guarantee.","Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas. They will have: More police on the streets",,5,,,,
"20002091","Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas.",,,,,"Lifeline will build on present schemes and will also be part of our long-term job guarantee. Crime Crisis Areas. An Alliance Government will target Crime Crisis Areas, those with the highest rates of crime, for special anti-crime measures.","They will have: More police on the streets Local police stations re-opened.",,5,,,,
"20002151","New housing estates designed to minimise opportunities for crime, and hazardous public areas will be redesigned",,,,,"Security grants to pay for entry phones and security locks Projects to make crime danger spots safe and to provide effective street lighting and more caretakers on estates","A legal obligation imposed on British Telecom to keep all public telephones in constant repair. In London up to half our public telephones are broken at any one time - many of them the only lifeline in high crime areas.",,5,,,,
"20002171","In London up to half our public telephones are broken at any one time - many of them the only lifeline in high crime areas.",,,,,"New housing estates designed to minimise opportunities for crime, and hazardous public areas will be redesigned A legal obligation imposed on British Telecom to keep all public telephones in constant repair.","DEALING WITH OFFENDERS. The Prison Scandal. The prisons are bursting at the seams, yet Home Office projections show numbers increasing until the end of the decade 1985-1995. Of the 13,000 increase, 5,000 people will be untried and unsentenced.",,5,,,,
"20002181","DEALING WITH OFFENDERS. The Prison Scandal. The prisons are bursting at the seams, yet Home Office projections show numbers increasing until the end of the decade 1985-1995.",,,,,"A legal obligation imposed on British Telecom to keep all public telephones in constant repair. In London up to half our public telephones are broken at any one time - many of them the only lifeline in high crime areas.","Of the 13,000 increase, 5,000 people will be untried and unsentenced. The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary.",,5,,,,
"20002191","Of the 13,000 increase, 5,000 people will be untried and unsentenced.",,,,,"In London up to half our public telephones are broken at any one time - many of them the only lifeline in high crime areas. DEALING WITH OFFENDERS. The Prison Scandal. The prisons are bursting at the seams, yet Home Office projections show numbers increasing until the end of the decade 1985-1995.","The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary. Imprisonment rarely rehabilitates the prisoner.",,5,,,,
"20002201","The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary.",,,,,"DEALING WITH OFFENDERS. The Prison Scandal. The prisons are bursting at the seams, yet Home Office projections show numbers increasing until the end of the decade 1985-1995. Of the 13,000 increase, 5,000 people will be untried and unsentenced.","Imprisonment rarely rehabilitates the prisoner. Three-fifths of all men who receive a prison sentence re-offend within two years of being released.",,5,,,,
"20002221","Three-fifths of all men who receive a prison sentence re-offend within two years of being released.",,,,,"The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary. Imprisonment rarely rehabilitates the prisoner.","The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years. A limit of 110 days should be laid down as soon as possible for remand prisoners.",,5,,,,
"20002291","The 'short, sharp, shock' has failed.",,,,,"Probation authorities should be required to provide bail hostels adequate to accommodate their own needs. The Home Office should make a special 100% grant for the purpose.","As the Magistrate's Association has recommended there should be a single youth custody sentence. Detention centres, already under-used by the Courts, should be abolished, and the accommodation released to be used for remand centres.",,5,,,,
"20002311","Detention centres, already under-used by the Courts, should be abolished, and the accommodation released to be used for remand centres.",,,,,"The 'short, sharp, shock' has failed. As the Magistrate's Association has recommended there should be a single youth custody sentence.","Alternatives to Prison. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison. Police cautions and intermediate treatment should be more widely used.",,5,,,,
"20002371","The Home Office should consider extending the period of automatic remission for less serious offences.",,,,,"but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment. The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision.","We strongly support victim support schemes. Offenders should recompense their victims, either directly or indirectly.",,5,,,,
"20002381","We strongly support victim support schemes.",,,,,"The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision. The Home Office should consider extending the period of automatic remission for less serious offences.","Offenders should recompense their victims, either directly or indirectly. Community service orders oblige offenders to undertake work for the community.",,5,,,,
"20002391","Offenders should recompense their victims, either directly or indirectly.",,,,,"The Home Office should consider extending the period of automatic remission for less serious offences. We strongly support victim support schemes.","Community service orders oblige offenders to undertake work for the community. They should be more widely used.",,5,,,,
"20002401","Community service orders oblige offenders to undertake work for the community.",,,,,"We strongly support victim support schemes. Offenders should recompense their victims, either directly or indirectly.","They should be more widely used. These changes should ease the frustration that threatens to erupt in the prisons, and enable prison officers to do the professional job they want to do.",,5,,,,
"20002421","These changes should ease the frustration that threatens to erupt in the prisons, and enable prison officers to do the professional job they want to do.",,,,,"Community service orders oblige offenders to undertake work for the community. They should be more widely used.","We welcome 'Fresh Start', which proposes shorter hours and less reliance on overtime, but recognise that unless overcrowding is tackled, this reform may not work. BUILDING THE FUTURE . A generation ago, Britain was among Europe's richest countries.",,5,,,,
"20002431","We welcome 'Fresh Start', which proposes shorter hours and less reliance on overtime, but recognise that unless overcrowding is tackled, this reform may not work.",,,,,"They should be more widely used. These changes should ease the frustration that threatens to erupt in the prisons, and enable prison officers to do the professional job they want to do.","BUILDING THE FUTURE . A generation ago, Britain was among Europe's richest countries. Today Britain is falling down the league of industrialised nations.",,5,,,,
"20002451","Today Britain is falling down the league of industrialised nations.",,,,,"We welcome 'Fresh Start', which proposes shorter hours and less reliance on overtime, but recognise that unless overcrowding is tackled, this reform may not work. BUILDING THE FUTURE . A generation ago, Britain was among Europe's richest countries.","Real income per head is well below that of Sweden, Germany or France. Our manufacturing trade has gone into the red.",,5,,,,
"20002471","Our manufacturing trade has gone into the red.",,,,,"Today Britain is falling down the league of industrialised nations. Real income per head is well below that of Sweden, Germany or France.","In every year since 1983 we have imported more goods than we exported, the first time that has happened since the Industrial Revolution. Worst of all is unemployment.",,5,,,,
"20002481","In every year since 1983 we have imported more goods than we exported, the first time that has happened since the Industrial Revolution.",,,,,"Real income per head is well below that of Sweden, Germany or France. Our manufacturing trade has gone into the red.","Worst of all is unemployment. Many more than the three million people registered as unemployed have no jobs.",,5,,,,
"20002491","Worst of all is unemployment.",,,,,"Our manufacturing trade has gone into the red. In every year since 1983 we have imported more goods than we exported, the first time that has happened since the Industrial Revolution.","Many more than the three million people registered as unemployed have no jobs. The Government has juggled the figures and brought in cosmetic devices to hide the truth.",,5,,,,
"20002531","The dole queue is three times what it was in 1979.",,,,,"The Government has juggled the figures and brought in cosmetic devices to hide the truth. But the facts won't go away.","Unemployment has been a low priority for this Government, used to keep down inflation. Tax cuts have had a higher priority than job creation.",,5,,,,
"20002561","The cost in human misery and hardship, loss of confidence and self-respect, not least among young people has been incalculable.",,,,,"Unemployment has been a low priority for this Government, used to keep down inflation. Tax cuts have had a higher priority than job creation.","Britain, like other industrial countries, has to cross the gulf between the first industrial revolution, based on steel, engineering and railways, and the second, based on the sunrise technologies of micro-electronics, bio-technology and new materials. To cross that gulf demands investment in new buildings, plant and machinery, and above all n the research and development on which new products and new processes are based.",,5,,,,
"20002571","Britain, like other industrial countries, has to cross the gulf between the first industrial revolution, based on steel, engineering and railways, and the second, based on the sunrise technologies of micro-electronics, bio-technology and new materials.",,,,,"Tax cuts have had a higher priority than job creation. The cost in human misery and hardship, loss of confidence and self-respect, not least among young people has been incalculable.","To cross that gulf demands investment in new buildings, plant and machinery, and above all n the research and development on which new products and new processes are based. Yet under Mrs. Thatcher's Government, investment in manufacturing industry and in R & D has fallen substantially.",,5,,,,
"20002581","To cross that gulf demands investment in new buildings, plant and machinery, and above all n the research and development on which new products and new processes are based.",,,,,"The cost in human misery and hardship, loss of confidence and self-respect, not least among young people has been incalculable. Britain, like other industrial countries, has to cross the gulf between the first industrial revolution, based on steel, engineering and railways, and the second, based on the sunrise technologies of micro-electronics, bio-technology and new materials.","Yet under Mrs. Thatcher's Government, investment in manufacturing industry and in R & D has fallen substantially. We must give a much higher priority to training and education.",,5,,,,
"20002601","We must give a much higher priority to training and education.",,,,,"To cross that gulf demands investment in new buildings, plant and machinery, and above all n the research and development on which new products and new processes are based. Yet under Mrs. Thatcher's Government, investment in manufacturing industry and in R & D has fallen substantially.","There has been a huge decline in apprenticeships and skill training in Britain in the last eight years, although the new technologies demand much higher qualifications and regular updating of knowledge. The Government has failed to use the once-in-a-lifetime opportunity North Sea oil gave us to invest in our industry and in our people.",,5,,,,
