sentenceid,manifestoid,sentence_text,area,scale,policy_area_gold_reason,Ncodes,EconNeg2,EconNeg1,Econ0,EconPos1,EconPos2,SocNeg2,SocNeg1,Soc0,SocPos1,SocPos2,Neither,propEcon,propSoc,propNone,propEconLeft,propEconMiddle,propEconRight,propSocLeft,propSocMiddle,propSocRight,gold_scale,expanded_gold_scale,gold_position
10002011,Con 1987,We will press on with the encouragement of popular capitalism.,Econ,Somewhat Right,Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002021,Con 1987,In the next Parliament: We will continue to extend share-ownership as we have done with home-ownership.,Econ,Somewhat Right,Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002031,Con 1987,We will reintroduce our proposed tax incentives for profit-related pay.,Econ,Somewhat Right,"Tax policy is a core part of economic policy. Promoting tax relief, especially for the most profitable companies, is a right economic position.",6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002041,Con 1987,"We will privatise more state industries in ways that increase share-ownership, both for the employees and for the public at large.",Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002841,Con 1987,"Great social institutions can sometimes become too powerful and cease to represent their members, denying them any control over the decisions taken in their name and even forcing them to act against their own interests.",Econ,Somewhat Right,Government relations with trade unions and other employee collectives are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002861,Con 1987,"Since then, Conservative reforms have redressed the balance between the individual and his union, preventing coercion of the majority by activists and militants.",Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002871,Con 1987,"These highly successful and popular measures have encouraged democracy within the unions, restrained the abuses of secondary action and picketing, reversed the growth of closed shops, restored the rights of redress against unions acting unlawfully and removed the immunity of unions that call a strike without a fair ballot.",Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002901,Con 1987,We will introduce legislation to: empower individual members to stop their unions calling them out on strike without first holding a secret ballot of members,Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002911,Con 1987,protect individual members from disciplinary action if they refuse to join a strike they disagree with,Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002921,Con 1987,ensure that all members of trade union governing bodies are elected by secret ballot at least once every five years,Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002941,Con 1987,"limit further the abuse of the closed shop by providing protection against unfair dismissal for all non-union employees, and removing any legal immunity from industrial action to establish or enforce a closed shop",Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002951,Con 1987,provide new safeguards on the use of union funds,Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002961,Con 1987,establish a new trade union commissioner with the power to help individual trade unionists to enforce their fundamental rights.,Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10002981,Con 1987,We have been careful not to spend money before we earned it.,Econ,Somewhat Right,Fiscal (spending) policy is economic. Restricting spending is a preference of right-leaning parties.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003071,Con 1987,"The basic rate of income tax has been cut from 33p to 27p, four taxes have been abolished, and almost a million and a half people have been taken out of income tax altogether.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes is generally a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003131,Con 1987,"Socialist Spain as well as Christian Democratic Germany, Social Democratic Sweden as well as France, Labour New Zealand and Conservative Canada, all accept that governments must reduce their borrowing, curb state spending, reduce taxation, privatise state firms and do away with unnecessary controls.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003211,Con 1987,"It required firm control of public expenditure, a substantial reduction in government borrowing, curbing the growth of money in circulation, maintaining financial discipline, stimulating competition and moderating trade union power.",Econ,Somewhat Right,Fiscal (spending) policy is economic. Restricting spending is a preference of right-leaning parties.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003231,Con 1987,"If even some of their policies were implemented today, higher borrowing and higher spending would once again unleash inflation.",Econ,Somewhat Right,Fiscal (spending) policy is economic. Restricting spending and controlling inflation are preferences of right-leaning parties.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003281,Con 1987,Lower Taxes. We are the only Party that believes in lower taxation.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003291,Con 1987,"As the Party determined to achieve growing prosperity we recognise that it is people who create wealth, not governments.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003301,Con 1987,Lower taxation coupled with lower inflation makes everyone better off.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003321,Con 1987,It promotes a climate of enterprise and initiative.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003331,Con 1987,Lower tax on earnings enables people to build up savings to give them financial security in later life.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003341,Con 1987,"Lower taxation, by increasing take-home pay without adding to industry's costs, improves competitiveness and helps with jobs.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003361,Con 1987,There is a strong moral case for reducing taxation.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003371,Con 1987,High taxes deprive people of their independence and make their choices for them.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003391,Con 1987,"As a party committed to the family and opposed to the over-powerful State, we want people to keep more of what they earn, and to have more freedom of choice about what they do for themselves, their families and for others less fortunate.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003401,Con 1987,Governments should trust people to spend their own money sensibly and decently,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003411,Con 1987,high taxation prevents them doing so.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003421,Con 1987,"That is why we have: cut the basic rate of tax from 33p to 27p in the £, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003441,Con 1987,reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003471,Con 1987,"abolished four taxes completely: the national insurance surcharge - the tax which Labour put on jobs - the investment income surcharge, the development land tax and the lifetime gifts tax",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003481,Con 1987,"reformed and simplified corporation tax, and cut its rate to the lowest of any major industrial country",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003491,Con 1987,"cut the small business corporation tax rate by more than a third, and extended it to many more small businesses",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003501,Con 1987,reformed and reduced capital taxes as well as slashing stamp duty.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003561,Con 1987,We believe that it is precisely the wrong thing to do.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003571,Con 1987,It will be our aim to do the opposite.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003581,Con 1987,In the next Parliament: We aim to reduce the burden of taxation.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003591,Con 1987,"In particular, we will cut income tax still further and reduce the basic rate to 25p in the £ as soon as we prudently can.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003651,Con 1987,We have slashed public borrowing and sought savings in government expenditure wherever they could sensibly be found.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003661,Con 1987,"Second, we are engaged in steadily reducing the share of the nation's income taken by the State.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10003671,Con 1987,This means that more will be left for families and for business to invest - the only safe route to higher growth in the economy.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004081,Con 1987,"At the same time, by maintaining high starting wages comparable to those of fully trained craftsmen, trade unions have kept many of them out of work.",Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004151,Con 1987,We will take steps to ensure that those under 18 who deliberately choose to remain unemployed are not eligible for benefit.,Econ,Somewhat Right,State benefits for the unemployed form a part of economic policy. Curbing benefits to all but the very neediest is a preference of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004321,Con 1987,It is employers who are best equipped to assess their training needs.,Econ,Somewhat Right,State regulation of employment qualifications and the appropriate level of compensation are a form of economic policy. The right favours letting private firms determine these questions rather than the state.,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004331,Con 1987,We will increase employer representation on the Commission and its advisory bodies.,Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours letting private firms determine these questions rather than the state.,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004351,Con 1987,Nothing would destroy whole industries more effectively than a return to the overmanning and restrictive practices of the 1970s.,Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004471,Con 1987,"The Conservative Government has created a framework in which once again enterprise can flourish - by cutting red tape, by denationalising state-owned companies, by removing unnecessary restrictions, by abolishing exchange control, by enabling the City of London to become the foremost financial centre in the world, by keeping down prices through extending competition, and by ensuring access to open trade so that British exporters and consumers can both benefit.",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004481,Con 1987,Privatisation. Over a third of the companies and industries which used to be owned by the State have been returned to free enterprise.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004571,Con 1987,Their companies have been released from the detailed controls of Whitehall and given more freedom to manage their own affairs.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004581,Con 1987,And they have been exposed to the full commercial disciplines of the customer.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004591,Con 1987,Even former monopolies now face increased competition.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004601,Con 1987,We will continue the successful programme of privatisation.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004611,Con 1987,"In particular, after the privatisation of the British Airports Authority we will return to the public the Water Authorities, leaving certain functions to a new National Rivers Authority.",Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004621,Con 1987,"Following the success of gas privatisation, with the benefits it brought to employees and millions of consumers, we will bring forward proposals for privatising the electricity industry subject to proper regulation.",Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004641,Con 1987,"It promotes efficiency, holds down costs, drives companies to innovate and ensures that customers get the best possible value for money.",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004651,Con 1987,"Accordingly, this Government has: deregulated long-distance coach services creating over 700 new services with improved quality and lower fares",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004671,Con 1987,"removed the opticians' monopoly, making it easier and cheaper to buy spectacles",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004681,Con 1987,"relaxed advertising controls on accountants, solicitors, stockbrokers and vets, and permitted greater fee competition for architects and surveyors",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004701,Con 1987,"deregulated telecommunications, so that customers can now choose between suppliers when buying telephones and private exchanges, and business can choose between two alternative telecommunications networks",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004711,Con 1987,"suspended the Post Office monopoly of time-sensitive and valuable mail, stimulating a dramatic increase in the number of private courier companies.",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004801,Con 1987,"Like other sections of British industry, however, the City was held back by restrictive practices until they were swept away in last year's big bang.",Econ,Somewhat Right,State regulation of private firms is a form of economic policy. The right favours reducing regulations imposed on private firms.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10004811,Con 1987,This has brought nearer the day when shares can be bought and sold over the counter in every high street.,Econ,Somewhat Right,"This statement refers to economic policy because it concerns the private ownership of industry. Ownership of company shares by individuals, rather than collective organizations or the state, is traditionally a policy favoured by the right.",6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10005061,Con 1987,We are now returning the nationalised bus companies to the private sector in many cases to management buy-outs.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10005071,Con 1987,We are also privatising the former British Airports Authority the world's leading international airports group.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10006741,Con 1987,But retired people value their independence.,Econ,Somewhat Right,Pensions and benefits are part of economic policy. Advocating more private provision for retirement is a policy of the right.,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10006751,Con 1987,"They do not want to rely on the State alone for their income nor, increasingly, are they doing so.",Econ,Somewhat Right,Pensions and benefits are part of economic policy. Advocating more private provision for retirement is a policy of the right.,6,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10006901,Con 1987,These measures will further increase choice for millions of employees.,Econ,Somewhat Right,Pensions and benefits are part of economic policy. Advocating more private provision for retirement is a policy of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10008431,Con 1987,But in many of our inner cities the conditions for enterprise and pride of ownership have been systematically extinguished by Socialist councils.,Econ,Somewhat Right,Government regulations to encourage share ownership is a form of economic policy. The right has traditionally favored private ownership of private firms through owning shares (stocks).,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10008441,Con 1987,"For the sake of those living in our inner cities we must remove the barriers against private investment, jobs and prosperity which such councils have erected.",Econ,Somewhat Right,Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
10008461,Con 1987,Our Unified Business Rate will ensure that companies and jobs are not driven out of inner city areas by the high rates of profligate councils.,Econ,Somewhat Right,Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.,6,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
20003181,LD 1987,We supported the privatisation of Rolls Royce.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
20003211,LD 1987,We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000381,Con 1997,We have pioneered new ways of building partnerships that engage the private sector in areas previously dependent on the public purse.,Econ,Somewhat Right,Public ownership of firms is an element of economic policy. Advocating private ownership (as opposed to public ownership or nationalization) is a position of the right.,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000391,Con 1997,"We now need to capture private sector investment on a massive scale to regenerate our cities, transform our crumbling local authority housing estates and modernise other public assets.",Econ,Somewhat Right,Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.,6,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000771,Con 1997,"If we try to protect ourselves from these challenges with more regulations, public subsidies and a cosy dependence on government then Britain will fail.",Econ,Somewhat Right,Investment in social housing (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000801,Con 1997,"It is a stark choice between the British way - of trusting the people and unleashing enterprise - and the failing social model, practised on the continent, which the Labour Party wants to impose on us here under the guise of stakeholding.",Econ,Somewhat Right,Investment in social housing and other benefits (for the less well-off) is economic policy. Encouraging private versus state provision of this benefit is  preference of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000861,Con 1997,"A Low Tax Economy. For enterprise to flourish, the state must get out of the way of the wealth creators.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000871,Con 1997,We are the only party that can cut taxes because we are the only party which is serious about controlling public spending.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000931,Con 1997,Conservative government will keep public spending under tight control and ensure that it grows by less than the economy as a whole over the economic cycle.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000951,Con 1997,"Over the next parliament, we will achieve our goal for the government to spend less than 40% of our national income.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40000981,Con 1997,"Thanks to our success in controlling public spending, Britain is now Europe's low tax economy.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001001,Con 1997,Our aim is to ensure Britain keeps the lowest tax burden of any major European economy.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001021,Con 1997,"Since then, we have cut the basic rate of income tax from 25p to 23p, and extended the 20p band so that over a quarter of all taxpayers now only pay income tax at the 20p rate.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001031,Con 1997,Achieving our public expenditure goals will mean we can sustain permanently low tax levels.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001041,Con 1997,"Over the next parliament, our aim will be to achieve our target of a 20p basic rate of income tax, while maintaining a maximum tax rate of no more than 40p.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001131,Con 1997,"Rising Living Standards. The only secure base for rising living standards is a strongly growing economy, low levels of public spending and taxation, and stable prices.",Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001301,Con 1997,"Curbing the power of trade unions, opening up markets and cutting red tape, have given us a low strike, low cost economy: and as a result Britain is the number one location for foreign investment in Europe.",Econ,Somewhat Right,Government relations with trade unions are a part of economic policy. Advocating a more limited role for trade unions is generally a policy of the right.,6,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
40001451,Con 1997,High taxes and rates deter enterprise.,Econ,Somewhat Right,Taxation is economic policy. Lowering taxes and cutting spending are positions favoured by the right.,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Economic,Economic,Economic
