"text_unit_id","sentence_text","pre_sentence","post_sentence","policy_area_gold","econ_scale_gold","soc_scale_gold","_gold"
50006901,"We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.","Enhance the role of women in public life.","We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.",3,NA,-1,"TRUE"
50006911,"We will reform the procedures and facilities of the House of Commons to make them more accommodating to women and families.","We will tackle the under-representation of women on public bodies by setting a target that within a decade at least one-third of all those on all public bodies should be women.","DISABLED PEOPLE. Progress in equal opportunities for disabled people remains patchy and unacceptably slow.",3,NA,-1,"TRUE"
50006941,"We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.","We will: Guarantee the rights of disabled people.","We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.",3,NA,-1,"TRUE"
50006951,"We will draw up a Charter of Rights setting out what our new Bill of Rights means for disabled people.","We will ban discrimination on the grounds of disability and pass comprehensive legislation securing the civil rights of disabled people.","Give disabled people more independence.",3,NA,-1,"TRUE"
50007081,"We will give statutory force to the Commission for Racial Equality's Code of Practice in employment, and ensure that Britain plays a leading role in strengthening anti-discrimination legislation throughout the European Union.","We will create a new Human Rights Commission, combining the Commission for Racial Equality and the Equal Opportunities Commission.","Ensure equal opportunities for all.",3,NA,-1,"TRUE"
50007101,"We will require local authorities and housing associations to ensure equal opportunities in housing allocation.","Ensure equal opportunities for all.","We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.",3,NA,-1,"TRUE"
50007111,"We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.","We will require local authorities and housing associations to ensure equal opportunities in housing allocation.","Free immigration laws from racial discrimination.",3,NA,-1,"TRUE"
50007121,"Free immigration laws from racial discrimination.","We will expand access to mother-tongue teaching, for both adults and children, where this takes place through self-help and community groups.","We will ensure that immigration policy is non-discriminatory in its application.",3,NA,-1,"TRUE"
50007171,"We will encourage the recruitment of ethnic minorities into the police force and require action to be taken against discrimination within the force.","Increase ethnic minorities' confidence in the police.","We will tackle any discriminatory use of police powers, such as stop and search, and enhance police action to deal with racial attacks.",3,NA,-1,"TRUE"
50007211,"Diversity is a source of strength.","LESBIANS AND GAY MEN. In a free and tolerant society, discrimination on any grounds is unacceptable.","We will: Ensure equality before the law for lesbians and gay men through our new Human Rights Commission and the Bill of Rights.",3,NA,-1,"TRUE"
50007231,"We will create a common age of consent regardless of gender or sexual orientation.","We will: Ensure equality before the law for lesbians and gay men through our new Human Rights Commission and the Bill of Rights.","Stop discrimination.",3,NA,-1,"TRUE"
50007251,"We will outlaw incitement to hatred and discrimination in housing and employment, including the armed forces, on grounds of sexual orientation.","Stop discrimination.","We will repeal 'section 28' of the 1988 Local Government Act.",3,NA,-1,"TRUE"
50007271,"We will reform the law, ensure that the police and local authorities deal more effectively with homophobic attacks, and encourage police forces to be more representative of the communities they serve.","We will repeal 'section 28' of the 1988 Local Government Act.","WHICH PARTY HAS THE VISION TO BUILD THE KIND OF WORLD I WANT TO LIVE IN? Our aim: To recast Britain's foreign policy and enable this country to play a leading role in shaping Europe and strengthening international institutions.",3,NA,-1,"TRUE"
20002761,"We would restore maternity grants and give a tax allowance to help with child-care costs.","We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment.","We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities.",2,-1,NA,"TRUE"
20003181,"We supported the privatisation of Rolls Royce.","We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection.","We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment.",2,1,NA,"TRUE"
20004501,"The Conservatives' taxation and benefit policies have redistributed income from the poor to the rich, from people with dependent children to single people and childless couples, and from one group of the poor to another group of the poor.","Poverty in Britain is getting worse.","This is unjust and unacceptable.",2,-1,NA,"TRUE"
20004571,"These improvements will be paid for in part from increasing public expenditure by a net £1.75 billion by the second year.","First, we will, over the first two years, improve the incomes of pensioners, families with children, the unemployed, disabled and carers.","The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer.",2,-1,NA,"TRUE"
20004581,"The remainder will be paid for from increased tax revenues and from changes which will make the tax system fairer.","These improvements will be paid for in part from increasing public expenditure by a net £1.75 billion by the second year.","The second phase of our proposals will be a restructuring of the tax and benefits systems to create one integrated system which will be simpler and fairer.",2,-1,NA,"TRUE"
20004611,"We will increase the basic state retirement pension by £2.30 a week for a single person and £3.65 for a married couple.","THE IMMEDIATE PACKAGE. PENSIONERS. We intend to concentrate the bulk of extra spending on helping poorer pensioners with incomes on and just above the state retirement pension.","This will include the forecast update of the pension in 1988.",2,-1,NA,"TRUE"
20004631,"For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.","This will include the forecast update of the pension in 1988.","This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).",2,-1,NA,"TRUE"
20004641,"This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).","For poorer pensioners we will introduce an additional benefit of £3.70 a week for single people and £5.75 for couples.","We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered b",2,-1,NA,"TRUE"
20004651,"We will introduce a Death Grant of £400, recoverable from the estate of the deceased, specifically designed to help pensioners with a small amount of savings feel confident that most of their, or their spouse's, funeral costs will be covered b","This will increase the incomes of poorer pensioners in total by £6 per week (single person) and £9.40 per week (couple).","We will require standing charges for gas, electricity and telephones to be abolished for everyone",2,-1,NA,"TRUE"
20004691,"A single person will receive £39.50 and a married couple £63.25.","We will increase the bonus by paying a double pension in the first week of December.","The net cost will be £268 million.",2,-1,NA,"TRUE"
20004711,"CHILD BENEFIT. We will increase child benefit by £1 per child a week in the first year and by a further £1 per child a week in the second year.","The net cost will be £268 million.","MATERNITY GRANT. We will introduce a maternity grant of £150 for the first child born in every family and of £75 for the births of each subsequent child",2,-1,NA,"TRUE"
20004761,"this will ensure equal treatment with families dependent on benefits.","Unlike the Conservatives we will retain at this stage free school meals and milk for family credit recipients regardless of whether the families are in work or not","FAMILIES OUT OF WORK. We will increase the family premium under the income support scheme by £5 per week and, in this first phase, we will increase the net amount per child received by income support families by £2 per child per week",2,-1,NA,"TRUE"
20004771,"FAMILIES OUT OF WORK. We will increase the family premium under the income support scheme by £5 per week and, in this first phase, we will increase the net amount per child received by income support families by £2 per child per week","this will ensure equal treatment with families dependent on benefits.","SINGLE PARENTS. We will increase the single parent premium for income support recipients by £1.10 a week, single parents will also benefit from the increased child benefit and, if their earnings are low, from the extra £5 on family credit.",2,-1,NA,"TRUE"
20004821,"LONG-TERM UNEMPLOYED. We will establish a new premium under the income support scheme for the long-term unemployed without dependent children of £3.50 a week for a single person and £5 for a couple","We do not support this discrimination based on age and we will abolish the 18-24 income support rate to ensure that all single people receive the same amount of benefit","SOCIAL FUND. We will not place cash limits on the Social Fund and we will replace loans with grants.",2,-1,NA,"TRUE"
20005041,"We will replace Invalid Care Allowance by a more generous Carers' Benefit.","PEOPLE CARING FOR DEPENDENT RELATIVES. We will legislate through the Carers' Charter for carers' needs.","We will seek to improve the position of people with disabilities in our society.",2,-1,NA,"TRUE"
20001751,"An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties.","Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential.","Proportional representation for local government would stop unrepresentative extremists from controlling police authorities.",3,NA,1,"TRUE"
20002121,"Police Posts should be established where no station is close by","Local police stations re-opened.","Security grants to pay for entry phones and security locks",3,NA,1,"TRUE"
20002351,"but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment.","Where punishment is appropriate, it should normally be community service rather than prison","The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision.",3,NA,-1,"TRUE"
10000031,"We have risen to fresh challenges at home and abroad.","We have discovered a new strength and a new pride. We have fostered a new spirit of enterprise.","Once again our economy is strong. Our industries are flourishing.",1,NA,NA,"TRUE"
10000151,"A Conservative dream is at last becoming a reality.","Given the opportunities provided by Conservative policies, many more families now enjoy the pride of ownership of homes, of shares and of pensions. Together we are building One Nation of free, prosperous and responsible families and people.","This Manifesto points the way forward. THE BRITISH REVIVAL. This manifesto sets out our vision for the Britain of the 1990s and beyond, a future based on the aspirations of millions of individuals and their families their hopes, their needs, their security.",1,NA,NA,"TRUE"
10000431,"Britain is also playing a major part on the international stage.","And our manufacturers are travelling the globe with a new confidence born of the knowledge that Britain is internationally competitive again. THE WORLD STAGE. This national revival is not confined to increased economic strength.","From the White House through Europe to the Kremlin our voice is heard on arms control, on East-West issues, on human rights, on the Middle East and on African affairs. With the Conservative Government, Britain has played a strong and responsible role internationally.",1,NA,NA,"TRUE"
10000491,"Time and again we have shown that we possess the essential requirements of successful diplomacy: we stand firm on principles yet are ready to negotiate and prepared to take decisive action.","We have secured our national interests, as when we liberated the Falklands. We have been ready to settle long-standing issues like Hong Kong where we reached an agreement to safeguard the way of life of the people.","FOUNDED IN STRENGTH. The ability to act internationally does not come without effort. It must be founded on a strong economy and a robust defence.",1,NA,NA,"TRUE"
10000501,"FOUNDED IN STRENGTH. The ability to act internationally does not come without effort.","We have been ready to settle long-standing issues like Hong Kong where we reached an agreement to safeguard the way of life of the people. Time and again we have shown that we possess the essential requirements of successful diplomacy: we stand firm on principles yet are ready to negotiate and prepared to take decisive action.","It must be founded on a strong economy and a robust defence. This Government took the necessary steps to build up both.",1,NA,NA,"TRUE"
10000561,"We gave a lead in NATO and installed Cruise missiles.","Prudent financial policies have made Britain one of the world's largest creditors. Today we are able to shape world efforts to sustain trade and promote international monetary co-operation.","Today, as a result, the Soviet Union is at last prepared to negotiate to remove its own missiles targeted against us. This Government is modernising our own independent deterrent.",1,NA,NA,"TRUE"
10000591,"Today Britain retains an independent influence in arms control negotiations between the superpowers.","Today, as a result, the Soviet Union is at last prepared to negotiate to remove its own missiles targeted against us. This Government is modernising our own independent deterrent.","By such steadfastness, we have not only rebuilt our economy and re-established our world reputation we have also regained our national self-respect.",1,NA,NA,"TRUE"
10000751,"A STRONG AND STABLE GOVERNMENT. How has it been done?","Or that the Liberals or the Social Democrats would have fought so hard for our rebate from the European Community? Or that any of the Opposition parties would have persevered through all these difficulties to break the back of inflation and restore honest money?","All these improvements in the wealth and standing of our country have only been possible because we have had a strong government with sound policies and a decisive majority in Parliament. A weak government with uncertain policies would not have known how to withstand the pressures upon it",1,NA,NA,"TRUE"
10000791,"and a strong government with unso1ind policies would have been a positive force for disaster.","A weak government with uncertain policies would not have known how to withstand the pressures upon it a government without a good overall majority in Parliament would not have been allowed to do so","In this election, only the Conservative Party is offering strong, decisive and united government. THE NEXT MOVES FORWARD. The next Conservative Government will build on the achievements of the past eight years with a full programme of positive reform.",1,NA,NA,"TRUE"
10000801,"In this election, only the Conservative Party is offering strong, decisive and united government.","a government without a good overall majority in Parliament would not have been allowed to do so and a strong government with unso1ind policies would have been a positive force for disaster.","THE NEXT MOVES FORWARD. The next Conservative Government will build on the achievements of the past eight years with a full programme of positive reform. We will continue: to pursue policies of sound financial management, the conquest of inflation, the promotion of enterprise and the growth of employment",1,NA,NA,"TRUE"
10000881,"We intend to press on with the radical Conservative reform which we embarked upon in 1979, and which has already revived the spirit of our people and restored the reputation of our country.","to improve the quality of life by conserving the best of our heritage and our countryside, and by fostering provision for the arts and sport to exercise strong leadership where government needs to be strong in protecting the nation against potential aggression and the citizen against lawlessness.","WIDER OWNERSHIP AND GREATER OPPORTUNITY. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security. Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way.",1,NA,NA,"TRUE"
10002211,"It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science.","The time has now come for school reform. FOUR MAJOR REFORMS. First, we will establish a National Core Curriculum.","In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16. Parents, teachers and pupils will then know how well each child is doing.",1,NA,NA,"TRUE"
10002221,"In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16.","FOUR MAJOR REFORMS. First, we will establish a National Core Curriculum. It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science.","Parents, teachers and pupils will then know how well each child is doing. We will consult widely among those concerned on establishing the curriculum.",1,NA,NA,"TRUE"
10002231,"Parents, teachers and pupils will then know how well each child is doing.","It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science. In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16.","We will consult widely among those concerned on establishing the curriculum. Second, within five years governing bodies and head teachers of all secondary schools and many primary schools will be given control over their own budgets.",1,NA,NA,"TRUE"
10008021,"NORTHERN IRELAND. The British people have shown their commitment to the people of Northern Ireland in the common fight against terrorism, and in helping improve the economic and social situation in the Province.","In particular we have enfranchised British citizens who have lived abroad for less than 5 years. We propose to extend this eligibility.","We resolutely support the security forces in their outstanding service to the whole community. We are determined that terrorism will not succeed",1,NA,NA,"TRUE"
10008081,"There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it.","and that the people of Northern Ireland themselves should determine their constitutional position. We will maintain, against Socialist opposition, for as long as is necessary the special powers which the police need throughout the UK to prevent terrorism and bring terrorists to justice.","That is at the heart of the Anglo-Irish Agreement which was signed with the Republic of Ireland in 1985. The Agreement offers reassurance to both sides of the community that their identities and interests will be respected, and that any change in the status of Northern Ireland would only come about with the consent of a majority of the people of t",1,NA,NA,"TRUE"
10008091,"That is at the heart of the Anglo-Irish Agreement which was signed with the Republic of Ireland in 1985.","We will maintain, against Socialist opposition, for as long as is necessary the special powers which the police need throughout the UK to prevent terrorism and bring terrorists to justice. There will be no change in the present status of Northern Ireland as part of the United Kingdom unless the people of Northern Ireland so wish it.","The Agreement offers reassurance to both sides of the community that their identities and interests will be respected, and that any change in the status of Northern Ireland would only come about with the consent of a majority of the people of t It commits both governments to work together in the fight against terrorism.",1,NA,NA,"TRUE"
10008161,"The Labour Party leadership pretends that this is a problem in only a few London boroughs.","That is an honourable tradition of public service, still upheld by councillors in most local authorities. But the abuses of left-wing Labour councils have shocked the nation.","The truth is that the far Left control town halls in many of our cities. The extremists have gained power in these areas partly because too few ratepayers have an interest in voting for responsible councillors pursuing sensible policies.",1,NA,NA,"TRUE"
10008561,"A BETTER SOCIETY. PLANNING AND THE ENVIRONMENT. Conservatives are by instinct conservationists - committed to preserve all that is best of our country's past.","Great cities are built on the enterprise and vitality of the individuals who live there. Our aim is to create a climate which encourages and harnesses that energy in the interests of all.","We are determined to maintain our national heritage of countryside and architecture. Since taking office we have: more than doubled the area of specially protected Green Belt: we will continue to defend it against unsuitable development",1,NA,NA,"TRUE"
10008841,"THE ARTS. Our international reputation in the arts has never been higher.","The water supply and sewage functions of the water authorities will be transferred to the private sector set up safe facilities for disposing of radioactive waste from power stations, hospitals and other sources: we have asked UK NIREX to come forward with proposals for deep disposal.","Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums. Art centres have nearly doubled in number since 1979.",1,NA,NA,"TRUE"
10008861,"Art centres have nearly doubled in number since 1979.","THE ARTS. Our international reputation in the arts has never been higher. Tourists flock to this country to enjoy the highest standards of theatre, music, artistic excellence and our museums.","Attendances at theatres, concerts, cinemas and historic houses have all risen significantly. Under the Conservatives, spending on the arts has risen by 15 per cent since 1979 after allowing for inflation.",1,NA,NA,"TRUE"
10009031,"Vital decisions will need to be made in the next Parliament.","We have enhanced police powers to stop and search at football grounds and we have encouraged tougher sentencing of hooligans. BROADCASTING. Our objectives for broadcasting are to provide consumers with a wider range of programmes, to encourage independent producers, and to preserve the high standards which we have traditionally enjoyed in British broadcasting.","We have already published proposals for a less regulated and more diverse radio system. We shall follow a policy of more competition, variety and innovation in our domestic networks and encourage the export of British programmes to international audiences and markets.",1,NA,NA,"TRUE"
10009161,"BRITAIN AND THE WORLD. Britain is once again giving a lead in world affairs.","We will therefore bring forward proposals for stronger and more effective arrangements to reflect that concern. We will remove the current exemption enjoyed by broadcasters under the Obscene Publications Act 1959.","We are forthright in support of freedom and justice. We stand up vigorously for Britain's interests abroad.",1,NA,NA,"TRUE"
10009191,"Our voice is heard with respect on the crucial issues of war and peace, of finance and trade.","We are forthright in support of freedom and justice. We stand up vigorously for Britain's interests abroad.","DEFENDING THE NATION. The first duty of government is the defence of the realm and the preservation of peace. Nuclear weapons are vital to that task.",1,NA,NA,"TRUE"
10009221,"In the 40 years since 1945, more than 10 million people have died in wars around the globe.","DEFENDING THE NATION. The first duty of government is the defence of the realm and the preservation of peace. Nuclear weapons are vital to that task.","But there has been peace in Europe. Conventional weapons did not succeed in deterring war.",1,NA,NA,"TRUE"
10009231,"But there has been peace in Europe.","Nuclear weapons are vital to that task. In the 40 years since 1945, more than 10 million people have died in wars around the globe.","Conventional weapons did not succeed in deterring war. But nuclear weapons have prevented, not only nuclear war, but conventional war in Europe as well.",1,NA,NA,"TRUE"
10009621,"With the Conservatives Britain is also taking the lead in working towards greater trust and confidence between East and West, and to encourage changes in the East, where disillusion with totalitarian Socialism grows inexorably.","Yet it was the deployment of Cruise and Pershing missiles which brought the Soviet Union back to the negotiating table. We can look forward to an agreement this year which will, for the first time, reduce the numbers of nuclear weapons.","The Prime Minister's historic visit to Moscow was a major contribution to this. We shall welcome any move by the Soviet Union towards respect for basic human rights.",1,NA,NA,"TRUE"
10009641,"We shall welcome any move by the Soviet Union towards respect for basic human rights.","With the Conservatives Britain is also taking the lead in working towards greater trust and confidence between East and West, and to encourage changes in the East, where disillusion with totalitarian Socialism grows inexorably. The Prime Minister's historic visit to Moscow was a major contribution to this.","But we must not lower our guard. Strong defence is still the surest foundation for building peace.",1,NA,NA,"TRUE"
10009671,"EUROPE GROWS IN STRENGTH. This Government has taken Britain from the sidelines into the mainstream of Europe.","But we must not lower our guard. Strong defence is still the surest foundation for building peace.","But being good Europeans does not prevent us from standing up for British interests. The agreement we negotiated on the Community Budget has saved Britain Ìâå£4,500 million since 1984.",1,NA,NA,"TRUE"
10009791,"We stood up to aggression in the Falklands and would do so again, if necessary.","No democracy has a better record than Britain in standing up to the terrorists, who threaten the most basic values of civilised life. We will seek the support of other democratic nations for the provisions of the European Convention on the Suppression of Terrorism.","We want normal relations with Argentina. We have made numerous proposals to that end.",1,NA,NA,"TRUE"
10009801,"We want normal relations with Argentina.","We will seek the support of other democratic nations for the provisions of the European Convention on the Suppression of Terrorism. We stood up to aggression in the Falklands and would do so again, if necessary.","We have made numerous proposals to that end. But we stand by our pledges to the Islanders.",1,NA,NA,"TRUE"
10009841,"THE WIDER WORLD. When other countries are prepared to act in good faith, the Conservative Government has shown the will and the diplomatic skill to find solutions to age-old conflicts and misunderstandings.","But we stand by our pledges to the Islanders. We will not negotiate on the sovereignty of the Falklands.","Our record of tackling long-standing problems in Hong Kong, Zimbabwe and Gibraltar demonstrates our determination to seek peaceful and imaginative settlements of difficult international disputes. We have played a prominent part in bringing Israel and the moderate Arab states closer to peace negotiations in the framework of an international conference.",1,NA,NA,"TRUE"
10009851,"Our record of tackling long-standing problems in Hong Kong, Zimbabwe and Gibraltar demonstrates our determination to seek peaceful and imaginative settlements of difficult international disputes.","We will not negotiate on the sovereignty of the Falklands. THE WIDER WORLD. When other countries are prepared to act in good faith, the Conservative Government has shown the will and the diplomatic skill to find solutions to age-old conflicts and misunderstandings.","We have played a prominent part in bringing Israel and the moderate Arab states closer to peace negotiations in the framework of an international conference. We believe that the issues of Southern Africa, too, will be tackled best by dialogue, not violence.",1,NA,NA,"TRUE"
10009871,"We believe that the issues of Southern Africa, too, will be tackled best by dialogue, not violence.","Our record of tackling long-standing problems in Hong Kong, Zimbabwe and Gibraltar demonstrates our determination to seek peaceful and imaginative settlements of difficult international disputes. We have played a prominent part in bringing Israel and the moderate Arab states closer to peace negotiations in the framework of an international conference.","We want to see an end to apartheid in South Africa. But trade and economic sanctions would only serve to entrench apartheid, increase the risk of bloodshed and inflict severe hardship on black South Africans without bringing a settlement any nearer.",1,NA,NA,"TRUE"
10009891,"But trade and economic sanctions would only serve to entrench apartheid, increase the risk of bloodshed and inflict severe hardship on black South Africans without bringing a settlement any nearer.","We believe that the issues of Southern Africa, too, will be tackled best by dialogue, not violence. We want to see an end to apartheid in South Africa.","Negotiations between the leaders of the South African people are the best way to resolve the problems of that unhappy country. OVERSEAS AID. We have the sixth largest aid programme in the western world, and the third largest in Europe, spending about Ìâå£1,300 million each year.",1,NA,NA,"TRUE"
10009901,"Negotiations between the leaders of the South African people are the best way to resolve the problems of that unhappy country.","We want to see an end to apartheid in South Africa. But trade and economic sanctions would only serve to entrench apartheid, increase the risk of bloodshed and inflict severe hardship on black South Africans without bringing a settlement any nearer.","OVERSEAS AID. We have the sixth largest aid programme in the western world, and the third largest in Europe, spending about Ìâå£1,300 million each year. Britain pioneered the reform of Europe's food aid policy, to make it more rapid and effective.",1,NA,NA,"TRUE"
10010021,"A FATEFUL CHOICE. For decades there was basic agreement between political parties on defence and foreign policy.","It would also be bad for Britain. The best contribution Britain can make to developing countries is to champion open trade and free enterprise abroad and to practise them at home.","That agreement was firmly in the national interest. It has been torn up by our opponents.",1,NA,NA,"TRUE"
10010041,"It has been torn up by our opponents.","A FATEFUL CHOICE. For decades there was basic agreement between political parties on defence and foreign policy. That agreement was firmly in the national interest.","Labour's policy would mean not a secure Britain, but a neutralist Britain. And eventually for there can be no trifling with Soviet power a frightened and fellow-travelling Britain.",1,NA,NA,"TRUE"
10010051,"Labour's policy would mean not a secure Britain, but a neutralist Britain.","That agreement was firmly in the national interest. It has been torn up by our opponents.","And eventually for there can be no trifling with Soviet power a frightened and fellow-travelling Britain. The Liberals and Social Democrats would take us more slowly down that same disastrous road.",1,NA,NA,"TRUE"
10010071,"The Liberals and Social Democrats would take us more slowly down that same disastrous road.","Labour's policy would mean not a secure Britain, but a neutralist Britain. And eventually for there can be no trifling with Soviet power a frightened and fellow-travelling Britain.","This election matters more for our safety and freedom than any election since the Second World War. CONCLUSION: THE WAY FORWARD. The proposals outlined in this manifesto are the extension of policies which have already proved outstandingly successful.",1,NA,NA,"TRUE"
10010091,"CONCLUSION: THE WAY FORWARD. The proposals outlined in this manifesto are the extension of policies which have already proved outstandingly successful.","The Liberals and Social Democrats would take us more slowly down that same disastrous road. This election matters more for our safety and freedom than any election since the Second World War.","Today Britain is a stable and well-governed country which exercises great influence in the world. We seek the support of the British people to make this achievement truly secure, to build upon it and to extend its benefits to all.",1,NA,NA,"TRUE"
10010111,"We seek the support of the British people to make this achievement truly secure, to build upon it and to extend its benefits to all.","CONCLUSION: THE WAY FORWARD. The proposals outlined in this manifesto are the extension of policies which have already proved outstandingly successful. Today Britain is a stable and well-governed country which exercises great influence in the world.","No previous government with eight years of office to its credit has ever presented the electorate with such a full programme of radical reform. No other party, presenting its manifesto proposals to the nation, has been able to support them with such a solid record of achievement.",1,NA,NA,"TRUE"
10010131,"No other party, presenting its manifesto proposals to the nation, has been able to support them with such a solid record of achievement.","We seek the support of the British people to make this achievement truly secure, to build upon it and to extend its benefits to all. No previous government with eight years of office to its credit has ever presented the electorate with such a full programme of radical reform.","We commend them with confidence to the British people. NA",1,NA,NA,"TRUE"
10010141,"We commend them with confidence to the British people.","No previous government with eight years of office to its credit has ever presented the electorate with such a full programme of radical reform. No other party, presenting its manifesto proposals to the nation, has been able to support them with such a solid record of achievement.","NA NA",1,NA,NA,"TRUE"
20000001,"LIBERAL-SDP ALLIANCE: 1987. BRITAIN UNITED: THE TIME HAS COME. FOREWARD: BRITAIN UNITED. The Alliance's vision is of a Britain united, a Britain confident, compassionate and competitive.","NA NA","We know that it is possible to unite our country. We know the British people want greater unity.",1,NA,NA,"TRUE"
20000041,"At the last election, about a third of the nation's voters didn't even both to turn out.","We know the British people want greater unity. But we also know the task of drawing Britain together again can only be achieved through political, economic and social reform on a scale not contemplated in our country for over forty years.","It's hard to think of a more damning condemnation of politics in this country. But it's not difficult to understand why so many people feel cynical and uninterested.",1,NA,NA,"TRUE"
20000051,"It's hard to think of a more damning condemnation of politics in this country.","But we also know the task of drawing Britain together again can only be achieved through political, economic and social reform on a scale not contemplated in our country for over forty years. At the last election, about a third of the nation's voters didn't even both to turn out.","But it's not difficult to understand why so many people feel cynical and uninterested. Since the last war the Tories and Labour have each had six turns at Government.",1,NA,NA,"TRUE"
20000081,"Many honourable men and women on both sides have worked hard for the nation but the system has defeated all but a few.","But it's not difficult to understand why so many people feel cynical and uninterested. Since the last war the Tories and Labour have each had six turns at Government.","Rigid dogmas, the overriding need for party unity, and indiscriminate three-line whips have all helped to create a climate of conflict and rancour. Listen to Parliamentary question time and count how many times the Speaker has to call for order.",1,NA,NA,"TRUE"
20000091,"Rigid dogmas, the overriding need for party unity, and indiscriminate three-line whips have all helped to create a climate of conflict and rancour.","Since the last war the Tories and Labour have each had six turns at Government. Many honourable men and women on both sides have worked hard for the nation but the system has defeated all but a few.","Listen to Parliamentary question time and count how many times the Speaker has to call for order. We've had forty years of yah-boo politics and where has it got us?",1,NA,NA,"TRUE"
20000111,"We've had forty years of yah-boo politics and where has it got us?","Rigid dogmas, the overriding need for party unity, and indiscriminate three-line whips have all helped to create a climate of conflict and rancour. Listen to Parliamentary question time and count how many times the Speaker has to call for order.","We live in a country that is patently unfair to many of its citizens. While politicians brandish statistics at each other on TV chat shows, we can all see with our own eyes what is happening to our schools, hospitals and inner cities.",1,NA,NA,"TRUE"
20000211,"Many of these people feel that the Alliance is the answer - but they ask what chance does it have of changing things?","They already dominate some of the Town Halls. When the election is over, will they emerge again to claim the rewards of their silence?","The answer is - every chance. At the last election, the Alliance won nearly 8 million votes, little less than the Labour Party.",1,NA,NA,"TRUE"
20000221,"The answer is - every chance.","When the election is over, will they emerge again to claim the rewards of their silence? Many of these people feel that the Alliance is the answer - but they ask what chance does it have of changing things?","At the last election, the Alliance won nearly 8 million votes, little less than the Labour Party. If just 72 more people in every 700 vote for the Alliance this time, we will be the single largest party in Parliament.",1,NA,NA,"TRUE"
20000231,"At the last election, the Alliance won nearly 8 million votes, little less than the Labour Party.","Many of these people feel that the Alliance is the answer - but they ask what chance does it have of changing things? The answer is - every chance.","If just 72 more people in every 700 vote for the Alliance this time, we will be the single largest party in Parliament. If just 5 more people in every 700 support us, we would have over 70 seats and almost certainly hold the balance of power.",1,NA,NA,"TRUE"
20000241,"If just 72 more people in every 700 vote for the Alliance this time, we will be the single largest party in Parliament.","The answer is - every chance. At the last election, the Alliance won nearly 8 million votes, little less than the Labour Party.","If just 5 more people in every 700 support us, we would have over 70 seats and almost certainly hold the balance of power. Think of it.",1,NA,NA,"TRUE"
20000251,"If just 5 more people in every 700 support us, we would have over 70 seats and almost certainly hold the balance of power.","At the last election, the Alliance won nearly 8 million votes, little less than the Labour Party. If just 72 more people in every 700 vote for the Alliance this time, we will be the single largest party in Parliament.","Think of it. Issues would be judged on their merits.",1,NA,NA,"TRUE"
20000261,"Think of it.","If just 72 more people in every 700 vote for the Alliance this time, we will be the single largest party in Parliament. If just 5 more people in every 700 support us, we would have over 70 seats and almost certainly hold the balance of power.","Issues would be judged on their merits. We would curb the Tories' divisive policies and stop the destructive antics of the Labour Left.",1,NA,NA,"TRUE"
